ASN,Left_Count,Right_Count,Total_Neighbors,Total_Paths
9268,2,36,38,8216
12306,20,18,38,3177
20773,32,6,38,13879
1653,5,33,38,6118
205563,38,0,38,4461
212027,19,19,38,3694
31313,8,30,38,3623
36040,38,0,38,4436
13329,6,32,38,16373
13489,7,31,38,6092
34428,25,13,38,2581
40627,38,0,38,1605
10242,12,26,38,10439
207594,29,9,38,1298
53065,8,30,38,14217
19114,2,36,38,25961
264293,8,30,38,3705
7632,13,25,38,16983
61512,8,30,38,7263
61955,31,6,37,2421
34347,24,13,37,1546
273478,14,23,37,1743
24835,3,34,37,129517
8304,33,4,37,2425
132116,6,31,37,9197
40948,6,31,37,3980
214809,25,12,37,728
44444,36,1,37,8556
20853,22,15,37,3104
32217,15,22,37,5301
60280,29,8,37,37885
13984,29,8,37,3494
20847,29,8,37,1316
51028,14,23,37,2920
237,8,29,37,8519
48084,14,23,37,4332
8001,16,21,37,4313
58678,4,33,37,11711
13999,7,30,37,137819
16904,3,34,37,3000
8801,35,2,37,855
43009,37,0,37,1883
200132,23,14,37,566
24088,11,26,37,13872
39704,24,13,37,2024
24400,1,36,37,41449
22909,2,35,37,4596
9534,13,24,37,7805
20207,6,30,36,14810
9150,31,5,36,1075
197453,11,25,36,1604
32035,34,2,36,3232
8047,13,23,36,3517
21283,5,31,36,2541
16302,6,30,36,3701
20771,6,30,36,8511
26667,36,0,36,762
12731,27,9,36,4830
138423,3,33,36,19502
203446,16,20,36,6845
53153,30,6,36,1709
9038,9,27,36,10699
37678,20,16,36,6861
21219,1,35,36,2038
15290,2,34,36,8262
25467,21,15,36,5492
35574,33,3,36,1776
55352,5,31,36,19267
855,6,30,36,37359
22911,4,32,36,4649
60326,28,8,36,1001
17501,1,35,36,6668
57695,12,24,36,3077
12693,25,11,36,2234
27693,7,29,36,6015
25549,12,24,36,3436
51375,25,11,36,22762
34696,22,14,36,2861
8860,29,7,36,2572
27066,2,34,36,59238
8487,26,10,36,1238
43733,21,15,36,5746
50923,30,6,36,1615
39637,17,19,36,2287
50917,16,20,36,5665
42295,29,7,36,887
263237,10,26,36,42852
49505,23,13,36,52297
9905,4,32,36,6286
63961,4,32,36,4071
18450,16,20,36,17029
37148,8,28,36,17844
34867,13,23,36,1556
61400,14,22,36,5472
5384,1,34,35,23570
30722,7,28,35,14328
42346,21,14,35,2159
31638,30,5,35,5256
50340,25,10,35,19888
19711,24,11,35,4559
21351,23,12,35,5046
21738,7,28,35,2124
15965,24,11,35,754
58807,26,9,35,30992
60022,35,0,35,1858
11776,3,32,35,86479
398704,24,11,35,6642
16010,2,33,35,4154
149765,4,31,35,7788
112,35,0,35,197
12975,6,29,35,16890
142271,13,22,35,1524
8804,30,5,35,461
5408,5,30,35,6347
48152,30,5,35,2267
2027,12,23,35,1728
5404,24,11,35,2684
61678,7,28,35,9258
53808,6,29,35,3355
14230,14,21,35,5773
140951,15,20,35,1026
394177,7,28,35,3506
7155,32,3,35,173014
4618,9,26,35,19216
38758,7,28,35,7158
15296,4,31,35,5476
18013,13,22,35,9920
18002,6,28,34,11917
25220,31,3,34,898
2614,12,22,34,6141
26548,13,21,34,12772
7660,12,22,34,6946
12329,27,7,34,2710
200020,24,10,34,663
200781,27,7,34,1054
268689,8,26,34,5057
37061,1,33,34,8008
30012,33,1,34,2014
42541,30,4,34,1468
15547,28,6,34,2582
62902,34,0,34,1150
197103,1,33,34,1287
53587,12,22,34,13322
20932,26,8,34,546
14127,31,3,34,10301
8985,8,26,34,6510
206446,24,10,34,3493
133001,7,27,34,7499
28968,15,19,34,2668
41913,31,3,34,1328
45014,27,7,34,6139
28649,11,23,34,18544
36149,6,28,34,3490
4007,3,31,34,8134
25184,3,31,34,15614
12418,23,11,34,9545
212330,1,33,34,12300
14877,4,30,34,3525
266583,7,27,34,6673
41887,30,4,34,2021
153371,17,17,34,4700
24186,4,30,34,26075
18059,15,19,34,7543
58307,24,10,34,1338
215724,34,0,34,775
50533,27,7,34,1254
13000,28,6,34,2020
17806,13,21,34,7820
39647,29,5,34,3109
64302,1,33,34,180
264144,8,26,34,7206
29551,14,20,34,5398
28008,32,2,34,25944
29014,25,9,34,4144
262186,6,28,34,23070
15598,25,9,34,6516
61745,5,29,34,7887
61461,17,17,34,14573
62597,34,0,34,2610
51765,5,29,34,24464
46475,16,18,34,20202
63741,33,0,33,1080
57169,28,5,33,5690
265290,10,23,33,3529
61157,26,7,33,10669
101,14,19,33,7480
20552,5,28,33,3030
151690,6,27,33,4102
29909,10,23,33,3537
5488,1,32,33,3977
21245,31,2,33,2431
263047,10,23,33,7410
9354,21,12,33,8421
376,12,21,33,11435
48399,19,14,33,1109
20141,6,27,33,6529
25820,33,0,33,10665
48347,8,25,33,7327
21056,29,4,33,2698
5769,13,20,33,16422
28258,7,26,33,26975
25400,5,28,33,9531
216265,32,1,33,1974
327693,5,28,33,4704
264996,5,28,33,3587
147168,10,23,33,691
153068,6,27,33,1605
209768,30,3,33,526
72,33,0,33,6824
25454,5,28,33,5670
7992,10,23,33,6339
48964,17,16,33,2300
58655,9,24,33,9769
6848,9,24,33,6492
43641,19,14,33,33400
26744,12,21,33,8259
25248,8,25,33,2599
137182,33,0,33,1646
265175,22,11,33,5538
53334,30,3,33,2631
265061,8,25,33,2249
23855,12,21,33,4206
33185,10,23,33,2960
264170,10,23,33,3984
328366,29,4,33,1552
52974,6,27,33,11297
42093,22,11,33,1500
327814,22,11,33,1838
62167,33,0,33,877
14080,7,26,33,251329
133720,5,28,33,6045
45735,8,25,33,4369
3330,19,14,33,1983
8757,26,7,33,1603
22742,13,20,33,7870
39572,24,9,33,7355
198726,25,8,33,1672
11179,33,0,33,6574
58463,4,28,32,6854
8778,18,14,32,3071
52587,6,26,32,4265
19752,11,21,32,5375
60330,1,31,32,12120
35487,9,23,32,3018
264288,5,27,32,5270
212635,28,4,32,268
766,11,21,32,5674
210667,30,2,32,1303
15623,14,18,32,2840
262727,32,0,32,2251
51184,30,2,32,783
50245,25,7,32,1808
60976,1,31,32,6734
8763,26,6,32,1236
25956,2,30,32,9991
14265,5,27,32,17802
59711,29,3,32,6474
45204,8,24,32,14459
21826,4,28,32,47227
133385,12,20,32,4748
13414,30,2,32,2358
15836,4,28,32,3377
31549,3,29,32,17463
668,5,27,32,16519
49432,2,30,32,1017285
48422,10,22,32,3903
12831,3,29,32,1501
213605,16,16,32,2106
1921,29,3,32,947
215787,26,6,32,1691
48641,15,17,32,3074
48166,16,16,32,2556
200596,32,0,32,1221
32595,11,21,32,1710
42313,4,28,32,8093
328112,31,1,32,1972
21409,30,2,32,996
206813,29,3,32,797
135377,16,16,32,63748
44530,9,23,32,1831
28773,23,9,32,1180
12902,29,3,32,744
136258,32,0,32,6108
23951,11,21,32,9069
204457,20,12,32,3009
24589,13,18,31,3904
16839,31,0,31,5551
131429,15,16,31,37565
20546,30,1,31,4616
203214,1,30,31,42108
51074,2,29,31,4856
49685,25,6,31,8511
6810,31,0,31,8490
32133,16,15,31,5101
42689,23,8,31,14196
39923,21,10,31,2726
31034,16,15,31,8541
19229,26,5,31,7918
15967,29,2,31,4231
18747,7,24,31,25473
202617,31,0,31,314
59900,19,12,31,3858
31229,24,7,31,3792
12941,24,7,31,1238
31727,22,9,31,6916
2018,25,6,31,21707
30990,8,23,31,20926
199938,26,5,31,580
41378,22,9,31,4180
10111,19,12,31,2941
16164,28,3,31,3689
198967,24,7,31,3122
34471,12,19,31,6154
59105,7,24,31,3707
8540,22,9,31,8502
10798,31,0,31,4031
215120,19,12,31,2660
25472,7,24,31,9281
57629,31,0,31,2081
35266,19,12,31,2715
54527,12,19,31,7684
10133,2,29,31,4094
31376,11,20,31,1980
35928,31,0,31,3996
34288,29,2,31,461
209823,31,0,31,444
20459,17,14,31,4223
42841,30,1,31,361
32425,11,20,31,4350
209181,29,2,31,2468
50869,16,15,31,535
8302,31,0,31,620
25512,8,23,31,1777
47626,12,19,31,2070
197000,31,0,31,329
23838,8,23,31,6652
6805,18,13,31,2223
22925,6,25,31,3400
60764,16,15,31,2187
51468,28,3,31,1511
2153,6,25,31,4700
17547,17,14,31,3730
56654,30,1,31,510
7679,20,11,31,2943
62206,6,25,31,4400
203329,25,6,31,1896
59624,24,7,31,703
61592,8,23,31,2291
139883,1,30,31,3291
18186,19,12,31,14149
16905,1,30,31,333
51048,12,19,31,1768
17625,10,20,30,11567
41495,19,11,30,1281
34170,22,8,30,8839
37119,18,12,30,2170
62041,30,0,30,517
58002,13,17,30,2319
54253,30,0,30,29917
9211,17,13,30,2960
12440,29,1,30,1017
64313,4,26,30,6367
39153,9,21,30,8018
62713,30,0,30,1180
268568,8,22,30,1961
62403,5,25,30,8372
265080,7,23,30,3595
47927,25,5,30,692
13287,11,19,30,4560
202425,16,14,30,4033
1248,29,1,30,703
199670,30,0,30,347
49418,18,12,30,13484
17476,13,17,30,28070
205080,30,0,30,1996
27988,7,23,30,3025
8501,7,23,30,6263
205112,20,10,30,2081
198930,28,2,30,320
62275,23,7,30,1576
8315,25,5,30,3669
133840,11,19,30,7571
48293,18,12,30,1316
47065,29,1,30,3333
50837,29,1,30,3027
270724,7,23,30,3057
3342,4,26,30,3622
399855,3,27,30,579
21050,1,29,30,16319
58470,4,26,30,43412
146788,1,29,30,1635
62365,22,8,30,1104
12414,26,4,30,1200
262342,8,22,30,3679
12732,23,7,30,2395
2586,5,25,30,2423
27281,30,0,30,611
23314,3,27,30,7685
31430,12,18,30,2538
64096,29,1,30,1659
50316,28,2,30,6192
13285,28,2,30,6846
39702,21,9,30,2041
3360,23,7,30,21803
51178,14,16,30,1265
8339,17,13,30,2040
394625,22,8,30,1476
137,15,15,30,6629
210021,13,17,30,10948
10143,1,28,29,7956
37680,22,7,29,1732
211588,22,7,29,992
8821,23,6,29,1003
3329,5,24,29,23611
198651,28,1,29,1524
34245,23,6,29,1374
8048,6,23,29,23439
60350,29,0,29,1061
24723,15,14,29,1181
47526,20,9,29,1442
33922,17,12,29,6741
199610,29,0,29,7257
265680,15,14,29,2258
212815,11,18,29,3781
13009,19,10,29,5534
51964,9,20,29,17061
60610,17,12,29,3829
26464,29,0,29,2730
16205,23,6,29,762
25460,21,8,29,875
2500,8,21,29,849
262493,7,22,29,5359
43139,8,21,29,2648
35793,29,0,29,1242
26827,7,22,29,3313
52941,9,20,29,3433
34718,1,28,29,4959
141898,5,24,29,2070
37988,2,27,29,1396
60486,28,1,29,922
50010,22,7,29,26462
21488,8,21,29,2342
34968,23,6,29,1289
38778,26,3,29,1860
7670,10,19,29,4709
49304,6,23,29,13676
10835,6,23,29,8912
6846,5,24,29,2675
39912,15,14,29,3285
48173,24,5,29,2013
20495,24,5,29,1151
271201,8,21,29,4784
9230,4,25,29,5822
37035,9,20,29,11100
6300,7,22,29,4675
37084,2,27,29,3885
400587,14,15,29,1377
8680,19,10,29,4382
28876,21,8,29,1934
61573,21,8,29,2288
263482,7,22,29,4386
59865,28,1,29,1018
272218,27,2,29,1049
12222,29,0,29,6094
12888,29,0,29,1116
52075,29,0,29,1028
62856,29,0,29,978
264984,9,20,29,6691
13045,21,8,29,1547
60900,26,3,29,2104
8517,3,25,28,5705
61624,24,4,28,3924
209650,28,0,28,218
34087,19,9,28,4558
60503,9,19,28,1079
29140,24,4,28,660
400304,9,19,28,3013
12876,28,0,28,1256
196922,23,5,28,1638
12480,22,6,28,834
38203,6,22,28,4910
52376,6,22,28,2605
15108,4,24,28,5724
51945,19,9,28,885
47176,11,17,28,2177
199624,14,14,28,1010
202932,23,5,28,1041
8632,28,0,28,594
10886,8,20,28,8940
60800,19,9,28,1745
43414,24,4,28,2681
32437,21,7,28,1122
265482,10,18,28,2622
931,16,12,28,11231
60404,22,6,28,2562
45642,1,27,28,398
23033,10,18,28,14815
37739,14,14,28,1744
8648,23,5,28,6974
199163,28,0,28,747
138089,8,20,28,1406
29691,13,15,28,2883
50266,25,3,28,12381
43366,17,11,28,1110
19855,9,19,28,5971
14041,6,22,28,5386
29518,5,23,28,8881
51500,20,8,28,1064
50083,26,2,28,851
15966,27,1,28,168
40581,7,21,28,2333
198385,18,10,28,1115
14244,8,20,28,4065
14282,9,19,28,3720
212085,28,0,28,2713
43205,22,6,28,1247
56308,15,13,28,5528
16024,24,4,28,1324
202662,3,25,28,8971
401753,5,23,28,6589
50272,27,1,28,544
57630,10,18,28,5495
215638,20,8,28,970
10396,6,22,28,9304
197790,21,7,28,1128
47195,28,0,28,563
200023,23,5,28,1676
42927,6,22,28,2891
213576,28,0,28,737
140171,6,22,28,3060
12676,21,7,28,1480
9723,6,22,28,9557
207790,26,2,28,639
29286,26,2,28,12232
52041,20,8,28,2049
263558,7,21,28,3560
55140,4,24,28,8933
44217,15,13,28,13711
31424,22,6,28,1119
7693,6,22,28,6052
270340,6,22,28,3078
200845,15,13,28,25120
36864,28,0,28,964
268925,5,23,28,3832
61098,28,0,28,3507
14051,2,26,28,6147
13896,28,0,28,899
21453,15,13,28,1922
43852,23,5,28,29147
44539,11,16,27,3375
35847,8,19,27,3713
42947,25,2,27,4192
55808,1,26,27,2841
43623,19,8,27,1980
56704,22,5,27,1067
12312,17,10,27,2417
43566,27,0,27,554
55039,9,18,27,2909
32244,23,4,27,4746
152565,9,18,27,1799
5631,18,9,27,2358
52772,7,20,27,2782
60476,25,2,27,794
205275,27,0,27,2806
44854,22,5,27,516
53237,10,17,27,5196
1101,23,4,27,813
59318,22,5,27,6688
9340,6,21,27,5051
262468,10,17,27,7775
199284,22,5,27,1439
21299,2,25,27,37660
14340,25,2,27,2266
56910,5,22,27,3968
12322,25,2,27,1860
41114,24,3,27,1296
31708,20,7,27,2318
57681,1,26,27,1044
17828,7,20,27,6376
25933,5,22,27,9114
50928,2,25,27,4464
38740,11,16,27,2598
264943,10,17,27,2029
44843,12,15,27,3269
49425,16,11,27,786
6736,1,26,27,7040
134078,21,6,27,3184
207176,25,2,27,435
49605,25,2,27,767
48305,27,0,27,514
35313,24,3,27,481
34602,18,9,27,1981
61349,21,6,27,991
64475,27,0,27,385
57381,5,22,27,1246059
6471,1,26,27,5365
53102,9,18,27,4944
16524,20,7,27,10652
47689,25,2,27,670
51043,21,6,27,1452
19318,14,13,27,8089
10430,1,26,27,3616
17984,23,4,27,5982
61618,6,21,27,5008
9146,15,12,27,13234
34123,12,15,27,1598
28398,16,11,27,3299
18101,2,25,27,39599
50131,16,11,27,4916
42755,22,5,27,688
12993,18,9,27,2456
46844,20,7,27,18346
21100,22,5,27,2505
207529,20,7,27,1264
6876,21,6,27,2474
201701,25,2,27,494
15447,27,0,27,633
199483,25,2,27,698
17709,8,19,27,65680
138195,10,17,27,14594
39832,26,1,27,1079
135636,10,17,27,1902
61884,11,16,27,14933
8462,25,2,27,1332
13046,6,21,27,15047
27717,3,24,27,11307
204805,27,0,27,3736
209307,11,16,27,2533
7522,24,3,27,2945
24492,24,3,27,6988
45274,3,24,27,15624
23956,5,22,27,10463
19024,1,26,27,3991
36926,9,18,27,17885
50763,25,1,26,581
21472,18,8,26,1380
138322,19,7,26,6575
55933,11,15,26,12667
20912,10,16,26,1482
16247,19,7,26,11244
134090,7,19,26,5078
265442,3,23,26,4072
43372,10,16,26,1223
12355,26,0,26,822
8194,10,16,26,1617
268976,8,18,26,8323
17511,16,10,26,3549
6908,12,14,26,3585
64213,7,19,26,1256
29505,25,1,26,269
13132,26,0,26,227
45896,11,15,26,7660
47169,6,20,26,4251
17497,14,12,26,81653
267256,10,16,26,2615
33765,6,20,26,13170
3701,10,16,26,1870
26794,4,22,26,13535
12041,26,0,26,18251
200590,7,19,26,9521
139831,14,12,26,3705
5078,9,17,26,4887
199310,14,12,26,1468
62715,26,0,26,699
29614,6,20,26,6258
14754,6,20,26,29484
28359,10,16,26,4568
200899,19,7,26,1807
207063,26,0,26,170
18046,14,12,26,6742
51978,26,0,26,361
55195,21,5,26,6517
198089,22,4,26,2537
150593,5,21,26,14126
216096,26,0,26,797
15808,7,19,26,5854
138077,9,17,26,2484
23201,2,24,26,25819
43519,26,0,26,3265
200736,25,1,26,8573
61423,17,9,26,1289
15605,20,6,26,1039
56040,1,25,26,28573
139628,22,4,26,4302
15366,24,2,26,423
50113,20,6,26,4985
54148,25,1,26,1426
9605,26,0,26,52931
60822,22,4,26,1056
36940,8,18,26,615
6208,6,20,26,2559
19637,26,0,26,4502
5413,11,15,26,5605
27065,2,24,26,51387
6568,6,20,26,13937
16342,10,16,26,1184
9286,3,23,26,14239
47764,18,8,26,5148
19523,7,19,26,3619
13037,23,3,26,1892
61758,6,20,26,3766
54309,26,0,26,371
212655,24,2,26,2163
8823,21,5,26,1075
201401,25,1,26,615
201746,15,11,26,9308
28666,7,19,26,2916
8893,20,6,26,1663
264120,5,21,26,5032
7381,2,24,26,11179
24514,4,22,26,7266
8968,11,15,26,3746
132167,14,12,26,3167
41275,25,1,26,1499
6421,12,14,26,2863
196714,17,8,25,1405
36103,4,21,25,9049
24631,2,23,25,16434
264562,11,14,25,2591
45804,10,15,25,7083
25521,23,2,25,858
4004,24,1,25,992
138296,7,18,25,6487
210937,23,2,25,334
28590,25,0,25,1635
24691,23,2,25,2842
22995,21,4,25,8583
18041,9,16,25,3848
24955,11,14,25,19059
266129,8,17,25,3009
38983,22,3,25,651
264329,9,16,25,3492
203217,3,22,25,8187
198477,2,23,25,1797
15084,25,0,25,1901
34879,23,2,25,4333
60539,16,9,25,81821
6775,16,9,25,1155
21334,6,19,25,4141
5605,23,2,25,756
50522,21,4,25,908
41720,11,14,25,1542
19429,6,19,25,34510
15954,14,11,25,2068
31319,24,1,25,482
42216,14,11,25,10282
60345,24,1,25,820
52928,5,20,25,7352
12555,11,14,25,1564
31252,9,16,25,3150
8896,10,15,25,1950
28188,22,3,25,2147
50020,16,9,25,457
9929,11,14,25,20091
327992,2,23,25,1410
58629,4,21,25,3176
11556,2,23,25,12505
197981,25,0,25,166
264525,7,18,25,4079
12494,19,6,25,2313
39090,25,0,25,223
24521,6,19,25,3453
54119,25,0,25,2996
59238,20,5,25,867
396926,3,22,25,1694
14325,9,16,25,3051
203462,22,3,25,1668
43766,7,18,25,58528
262903,6,19,25,3597
9031,22,3,25,990
44486,15,10,25,6934
28890,12,13,25,2295
205132,2,23,25,1398
7500,24,1,25,268
49788,7,18,25,5723
24324,8,17,25,3331
52720,6,19,25,2503
5539,21,4,25,1906
43142,18,7,25,1349
271,7,18,25,10499
4270,3,22,25,7280
59395,20,5,25,1569
262901,7,18,25,3316
37179,5,20,25,6283
147049,23,2,25,5115
32440,4,21,25,6437
6922,3,22,25,9224
47583,25,0,25,43935
61317,20,5,25,24671
2734,10,15,25,6316
23671,16,9,25,2384
5518,2,23,25,2142
29084,17,8,25,7299
57,7,18,25,1624
29491,5,20,25,2599
15435,24,1,25,1016
59545,22,3,25,767
208621,21,4,25,1347
9155,6,19,25,21041
27843,3,22,25,23517
36224,24,1,25,4560
9873,13,12,25,7394
6619,20,5,25,9758
5091,25,0,25,831
11320,8,17,25,11778
12759,25,0,25,298
24812,15,10,25,2137
7529,10,15,25,3315
55285,19,6,25,3588
212683,19,6,25,832
47720,15,9,24,1586
57363,24,0,24,3174
62887,17,7,24,3826
52862,8,16,24,3757
48927,21,3,24,984
50889,24,0,24,1175
43833,9,15,24,5965
13122,21,3,24,1377
134835,13,11,24,3148
207811,22,2,24,557
33489,2,22,24,2412
214731,23,1,24,1673
132335,5,19,24,4599
43037,23,1,24,601
28135,23,1,24,3104
35213,19,5,24,991
148968,11,13,24,5258
201290,22,2,24,1409
9821,10,14,24,375
16851,6,18,24,2683
12360,16,8,24,2207
29686,21,3,24,1228
8282,18,6,24,1050
5430,22,2,24,588
203536,23,1,24,399
214271,24,0,24,678
135409,12,12,24,2289
18530,11,13,24,10083
51505,23,1,24,177
37358,6,18,24,3149
15493,13,11,24,2026
263508,19,5,24,1228
8369,15,9,24,3292
15743,21,3,24,1277
1887,1,23,24,1246
9607,5,19,24,3665
59832,21,3,24,145
207044,16,8,24,3819
25577,11,13,24,2737
1200,24,0,24,180
22379,24,0,24,7508
58067,12,12,24,2009
28889,19,5,24,1405
137557,10,14,24,5019
16397,1,23,24,2441
214329,23,1,24,99
12668,6,18,24,9229
25151,22,2,24,1210
13490,9,15,24,34333
210728,23,1,24,308
5524,20,4,24,1300
12611,17,7,24,2137
7594,6,18,24,3759
40107,8,16,24,1697
10217,8,16,24,6845
8399,24,0,24,1770
61468,8,16,24,6772
264598,9,15,24,3357
29687,21,3,24,3917
53813,24,0,24,14514
201814,9,15,24,4250
28210,9,15,24,3819
37204,6,18,24,7694
328333,5,19,24,3793
31167,7,17,24,2087
215467,10,14,24,1081
20454,1,23,24,10348
18423,9,15,24,1981
4226,16,8,24,2932
21947,9,15,24,1883
204720,23,1,24,2794
40401,23,1,24,2471
6660,13,11,24,1610
60388,17,7,24,1364
31263,10,14,24,2890
56264,5,19,24,5314
262352,7,17,24,2349
10780,24,0,24,754
200478,24,0,24,753
59507,21,3,24,339
9824,5,19,24,31650
12678,24,0,24,1012
57112,21,3,24,1260
51531,21,3,24,742
37349,11,13,24,2923
3580,18,6,24,966
269558,6,18,24,2139
201119,24,0,24,469
199790,24,0,24,168
42000,8,16,24,1948
8445,20,4,24,1859
8468,19,5,24,2619
53610,9,15,24,2306
9927,10,14,24,4417
62214,5,19,24,4059
135423,12,12,24,4190
205627,24,0,24,799
49824,9,15,24,2811
13208,20,4,24,1173
15525,1,23,24,3880
20766,20,4,24,751
8245,15,9,24,1884
263320,22,2,24,1393
151326,17,6,23,1200
8346,4,19,23,15750
19527,22,1,23,8552
6758,14,9,23,10971
35228,19,4,23,5987
202779,23,0,23,1311
10158,19,4,23,7109
51396,9,14,23,5728
24611,18,5,23,1131
8899,21,2,23,3551
10361,23,0,23,5276
203380,20,3,23,2038
15703,21,2,23,904
262253,4,19,23,13013
39279,18,5,23,1083
35614,9,14,23,1669
198781,21,2,23,1571
16353,21,2,23,1174
6823,22,1,23,4209
62336,22,1,23,2151
61323,19,4,23,5337
6122,5,18,23,2868
58291,19,4,23,859
47872,9,14,23,3614
16629,2,21,23,3727
41230,19,4,23,1574
203201,11,12,23,3157
47480,21,2,23,537
15497,8,15,23,1953
264556,1,22,23,4488
207252,5,18,23,3470
216107,21,2,23,813
59570,21,2,23,274
16696,12,11,23,7371
28840,12,11,23,15727
62314,13,10,23,1261
62610,8,15,23,23474
35985,11,12,23,2216
264127,7,16,23,3010
22768,23,0,23,2543
7122,1,22,23,2063
210036,21,2,23,369
59675,23,0,23,1007
9129,2,21,23,6423
5390,23,0,23,174
11686,8,15,23,13586
22548,6,17,23,1070
140627,16,7,23,901
6147,6,17,23,66274
28760,17,6,23,510
137983,10,13,23,3289
62217,21,2,23,1603
54048,3,20,23,5410
135817,6,17,23,5773
28191,7,16,23,5767
20559,22,1,23,1724
393444,2,21,23,11212
48919,20,3,23,647
36916,19,4,23,3722
24586,21,2,23,1079
39855,23,0,23,22920
60144,15,8,23,4932
8301,20,3,23,1967
57795,15,8,23,2514
49033,22,1,23,734
5583,22,1,23,2037
197133,18,5,23,1764
200462,18,5,23,760
33915,1,22,23,17630
201053,20,3,23,4561
133676,4,19,23,10073
47638,21,2,23,1361
213622,20,3,23,485
58061,20,3,23,25228
37009,18,5,23,2280
39521,17,6,23,6326
53597,7,16,23,3819
932,16,7,23,15914
30029,3,20,23,2743
48326,13,10,23,967
133210,12,11,23,2367
8681,19,4,23,3104
35826,19,4,23,869
40994,14,9,23,1456
47447,12,11,23,16988
56755,0,23,23,263
50414,23,0,23,180
207375,22,1,23,2850
42965,23,0,23,360
14178,6,17,23,18127
50124,16,7,23,1356
3225,7,16,23,10930
48918,5,18,23,3926
44620,22,1,23,932
40220,10,13,23,2466
48642,14,9,23,2343
8251,8,15,23,2750
44814,8,15,23,1475
266771,5,18,23,4735
6821,5,18,23,6811
11403,14,9,23,3355
16921,22,1,23,2316
200185,22,1,23,1306
21221,22,0,22,821
212123,17,5,22,531
8697,9,13,22,43259
28788,21,1,22,242
29608,16,6,22,1244
8751,2,20,22,2469
265147,8,14,22,3109
48070,16,6,22,995
153725,21,1,22,625
210890,22,0,22,274
206075,12,10,22,1243
1126,22,0,22,205
264275,2,20,22,4326
42291,12,10,22,1285
52771,18,4,22,4818
149522,16,6,22,1619
59645,12,10,22,1621
28676,16,6,22,1518
33965,10,12,22,2132
39216,8,14,22,7351
62663,18,4,22,315
17660,11,11,22,2641
29222,17,5,22,2468
48519,22,0,22,426
22516,3,19,22,2541
215828,9,13,22,2145
20886,22,0,22,246
34966,22,0,22,378
269783,7,15,22,3098
47311,9,13,22,1652
208453,7,15,22,1851
262645,9,13,22,3620
48728,9,13,22,6877
7568,15,7,22,2305
60446,4,18,22,4506
262403,8,14,22,1473
268267,7,15,22,2326
266438,11,11,22,504
12593,6,16,22,1005
4862,19,3,22,5045
35258,20,2,22,816
25133,21,1,22,2746
206892,19,3,22,693
269416,6,16,22,1808
215956,21,1,22,1583
214481,8,14,22,1303
196610,19,3,22,194
198150,16,6,22,5216
3920,19,3,22,1779
205755,22,0,22,223
