asn,name,class,cc
AS55005,"Transam Trucking, Inc",Unknown,US
AS55006,Volusia Sheriff's Office,Unknown,US
AS55007,"The Grocers Supply Co., Inc.",Unknown,US
AS55008,"Procaps Laboratories,Inc",Unknown,US
AS55009,Router12 Networks LLC,Unknown,US
AS5501,Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,Unknown,DE
AS55010,The Hospital for Sick Children,Unknown,CA
AS55011,"eFolder, Inc",Unknown,US
AS55012,Quios,Unknown,US
AS55013,MTS Systems Corporation,Unknown,US
AS55014,"MacAndrews & Forbes, LLC",Unknown,US
AS55016,Imperium Inc.,Unknown,CA
AS55017,VDC Virtual Data Corp.,Unknown,CA
AS55018,Prime Holdings Insurance Services Inc,Unknown,US
AS55019,Aware360,Unknown,CA
AS5502,NATO SACLANT Undersea Research Centre,Unknown,IT
AS55021,ottcolo inc.,Unknown,CA
AS55022,Quesys Inc.,Unknown,CA
AS55023,Google LLC,Unknown,US
AS55024,Walters State Community College,Unknown,US
AS55025,BLUEZONE INTERNET INC,Unknown,US
AS55026,ILMO Products Company,Unknown,US
AS55027,Independent School District 625,Unknown,US
AS55028,Kiewit Corporation,Unknown,US
AS5503,RM Education Ltd,Unknown,GB
AS55030,Cushman & Wakefield,Unknown,US
AS55031,"Datadog, Inc.",Unknown,US
AS55032,The Jackson Laboratory,Unknown,US
AS55033,University of the West Indies,Unknown,BB
AS55034,IGG.COM,Unknown,US
AS55035,"Fiserv Solutions, LLC",Unknown,US
AS55036,"Net Easy, Inc.",Unknown,US
AS55037,Busey Bank,Unknown,US
AS55038,Internet2,Unknown,US
AS55039,"Fatbeam, LLC",Unknown,US
AS5504,Logosnet Services Limited,Unknown,CY
AS55040,Verizon Business,Unknown,US
AS55041,20-3191847,Unknown,US
AS55042,US Conec Ltd,Unknown,US
AS55043,Marco Technologies LLC,Unknown,US
AS55044,"LR Communications, Inc.",Unknown,US
AS55045,TekTonic,Unknown,US
AS55046,"National Government Services, Inc.",Unknown,US
AS55047,NATIONAL WILDLIFE FEDERATION,Unknown,US
AS55048,Avago Technologies U.S. Inc.,Unknown,US
AS55049,"Samlyn Capital, LLC",Unknown,US
AS5505,VADAVO SOLUCIONES SL,Unknown,ES
AS55050,White Label Communications LLC,Unknown,US
AS55051,EBOUNDHOST.com,Unknown,US
AS55052,"Konica Minolta Business Solutions U.S.A., Inc.",Unknown,US
AS55053,2267921 ONTARIO LTD,Unknown,CA
AS55054,IPv4 Superhub Limited,Unknown,US
AS55055,HRCO Inc.,Unknown,CA
AS55056,"Central Bancompany, Inc.",Unknown,US
AS55057,Office of the Illinois Attorney General,Unknown,US
AS55058,"Burroughs, Inc.",Unknown,US
AS55059,"Microwave Power Products, Inc.",Unknown,US
AS55060,"Arizona Tile, LLC",Unknown,US
AS55061,"IEX Group, Inc.",Unknown,US
AS55062,"Gannett Supply Corp. - Minneapolis, MN",Unknown,US
AS55063,City of Fairfax,Unknown,US
AS55064,"Arista Networks, Inc.",Unknown,US
AS55065,Fort HealthCare Inc,Unknown,US
AS55066,eStruxture Data Centers Inc.,Unknown,CA
AS55067,Childrens Hospitals and Clinics of Minnesota,Unknown,US
AS55068,SMARTNET LLC,Unknown,PR
AS5507,Magyarorszagi Internet Szolgaltatok Tanacsa Tudomanyos Egyesulet,Unknown,HU
AS55070,Imprezzio Inc,Unknown,US
AS55071,Imprezzio Inc,Unknown,US
AS55073,Winnipeg Internet Exchange (WPGIX) INC.,Unknown,CA
AS55074,"DialogTech, Inc.",Unknown,US
AS55075,"Telecommunication Properties, Inc",Unknown,US
AS55076,Johnson Telephone Company,Unknown,US
AS55077,LIGHT SPEED TECHNOLOGIES LLC,Eyeball,US
AS55078,DIVING BELL DEV LLC,Unknown,US
AS55079,Third Gear Networks,Unknown,US
AS55080,Emerge212,Unknown,US
AS55081,24 SHELLS,Content,US
AS55082,WINK Streaming LLC,Unknown,US
AS55083,Numerex Corp,Unknown,US
AS55084,DuBois Regional Medical Center,Unknown,US
AS55085,"Fiserv Solutions, LLC",Unknown,US
AS55086,"Pinnacle Data Systems, L.L.C.",Unknown,US
AS55087,Brazos County,Unknown,US
AS55088,"RWA Wealth Partners, LLC",Unknown,US
AS55089,THE SEGERDAHL CORP.,Unknown,US
AS55090,MasterBase LLC,Unknown,US
AS55091,Layer 3 Communications,Unknown,US
AS55092,Sansum Santa Barbara Medical Foundation Clinic,Unknown,US
AS55093,Advance Central Services Michigan,Unknown,US
AS55094,"ACTIVE NETWORK, LLC",Unknown,US
AS55095,Netflix Inc,Unknown,US
AS55096,CANYON PARTNERS LLC,Unknown,US
AS55097,Micro Office Solutions,Unknown,US
AS55098,Live Oak Bank,Unknown,US
AS55099,"Herbalife International of America, Inc.",Unknown,US
AS551,Parsons Corporation,Unknown,US
AS55100,The Glenmede Trust Company National Association,Unknown,US
AS55101,Daemon Defense Systems Inc.,Unknown,CA
AS55102,"NRG Energy, Inc.",Unknown,US
AS55103,"Thin-nology, LLC",Unknown,US
AS55104,"BioClinica, Inc.",Unknown,US
AS55105,NORTHWEST COMMUNICATIONS COOPERATIVE,Unknown,US
AS55106,Datacate Inc.,Unknown,US
AS55107,Havas Worldwide LLC,Unknown,US
AS55108,CanDeal Group Inc.,Unknown,CA
AS55109,KASON INDUSTRIES INC.,Unknown,US
AS5511,Orange S.A.,T1,FR
AS55110,"Auction.com, LLC",Unknown,US
AS55111,Calvert County,Unknown,US
AS55112,"Tallgrass Operations, LLC",Unknown,US
AS55113,University of Redlands,Unknown,US
AS55114,Ideatives Inc,Unknown,US
AS55115,"APX, Inc.",Unknown,US
AS55116,dominet LLC,Unknown,US
AS55117,Long View Systems Corporation (USA),Unknown,US
AS55118,Value Drug Company Inc.,Unknown,US
AS55119,Digital Guardian Inc.,Unknown,US
AS55120,"Tallahatchie Valley Internet Services, LLC",Unknown,US
AS55121,"InterQoS Online, Inc.",Unknown,US
AS55122,Digital Communications Consulting LLC,Unknown,US
AS55123,Brilliant Jewelers/MJJ Inc.,Unknown,US
AS55124,E-Comm 9-1-1,Unknown,CA
AS55125,Egnyte Inc.,Unknown,US
AS55126,High Performance Data Facility,Unknown,US
AS55127,ESCREEN,Unknown,US
AS55128,McFarlane Associates LLC,Unknown,US
AS55129,Method Technologies Inc.,Unknown,US
AS55130,Provision Data Systems Inc.,Unknown,CA
AS55131,Special Operations Command,Unknown,US
AS55132,Beverly Hills Hotel,Unknown,US
AS55133,St. Croix Central School District,Unknown,US
AS55134,SKYNET360 LLC,Unknown,US
AS55135,High Performance Data Facility,Unknown,US
AS55136,"CARLTON FIELDS, P.A.",Unknown,US
AS55137,"iostudio, LLC",Unknown,US
AS55138,PBX Systems,Unknown,US
AS55139,"Landry's, Inc.",Unknown,US
AS5514,Boscom LLC,Unknown,RU
AS55140,"Sho Me Technologies, LLC",Unknown,US
AS55141,CableSouth Media III LLC,Unknown,US
AS55142,Newbreak Management Co. LLC,Unknown,US
AS55143,"Nexus Technologies, LLC",Unknown,US
AS55145,ECFiber,Eyeball,US
AS55146,NUCOR BUILDING SYSTEMS SALES CORPORATION,Unknown,US
AS55147,Skyline Technology Solutions,Unknown,US
AS55148,"Strike Network Services, LLC",Unknown,US
AS55149,THUNDER NETWORK LTD.,Unknown,CA
AS5515,Telia Finland Oyj,Unknown,FI
AS55150,"Syncbak, Inc.",Unknown,US
AS55151,Technology Marketing Services LLC,Unknown,US
AS55152,The Fellowship,Unknown,US
AS55153,BREMER FINANCIAL SERVICES,Unknown,US
AS55154,Madgenius.com,Unknown,US
AS55155,"Black Knight IP Holding Company, LLC",Unknown,US
AS55156,R & L Carriers Inc,Unknown,US
AS55157,Colliers International,Unknown,US
AS55158,Riven,Unknown,US
AS55159,Paradise Mobile Ltd.,Unknown,BM
AS5516,INESC - Instituto de Engenharia de Sistemas e Computadores PCUP,Unknown,PT
AS55160,"Page Southerland Page, Inc.",Unknown,US
AS55161,Digipress Inc,Unknown,US
AS55162,Sniper Satellite & Comunications LTD,Unknown,CA
AS55163,LinkedIn Corporation,Unknown,US
AS55164,"Plus Analytics, LLC",Unknown,US
AS55165,Notifyre LLC,Unknown,US
AS55166,Hood Packaging Corporation,Unknown,CA
AS55167,NADA,Unknown,US
AS55168,"All Computers Are Brilliant, Inc.",Unknown,US
AS55169,Athenahealth,Unknown,US
AS5517,CSL Computer Service Langenbach GmbH,Unknown,DE
AS55170,"Layer 2 Networks, Inc.",Unknown,US
AS55171,MTS Healthcare,Unknown,US
AS55172,9217-0182 Quebec inc.,Unknown,CA
AS55173,HSTX,Unknown,US
AS55174,"Bay Pointe Tech Services, LLC",Unknown,US
AS55175,RainWorx,Unknown,US
AS55176,CANIX Montreal Route Servers,Unknown,CA
AS55177,Manawa Networks,Unknown,CA
AS55178,City of Morganton,Unknown,US
AS55179,The Metropolitan Museum of Art,Unknown,US
AS5518,SIA Tet,Unknown,LV
AS55180,CUBA CITY TELEPHONE EXCHANGE COMPANY,Unknown,US
AS55181,Keuka College,Unknown,US
AS55182,"Texas Capital Bank, N.A.",Unknown,US
AS55183,"Fast-Air Internet, Inc.",Unknown,US
AS55184,Blue Shift Technologies Inc.,Unknown,US
AS55185,Gainwell Technologies LLC,Unknown,US
AS55186,"Fusion, LLC",Unknown,US
AS55187,Assumption University,Unknown,US
AS55188,Metron Aviation Inc.,Unknown,US
AS55189,"Thrive Operations, LLC",Unknown,US
AS5519,Wavenet Limited,Unknown,GB
AS55190,Bluefin Payment Systems LLC,Unknown,US
AS55191,WANSIX,Unknown,US
AS55192,teknet,Unknown,US
AS55193,"LR Communications, Inc.",Unknown,US
AS55194,Bowling Green State University,Unknown,US
AS55195,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,Unknown,CA
AS55196,"Long Term Care Partners, LLC",Unknown,US
AS55198,"Trusted Technical Services, Inc.",Unknown,US
AS55199,"Epsilon US, Inc.",Unknown,US
AS552,United States Department of Defense (DoD),Unknown,US
AS5520,Universitaet zu Koeln,Unknown,DE
AS55200,LSSI,Unknown,US
AS55201,SkyQuantum Internet Service,Unknown,US
AS55202,"Alcoholics Anonymous World Services, Inc",Unknown,US
AS55204,ClearPoint,Unknown,US
AS55205,Patrick Engineering Inc.,Unknown,US
AS55206,Foothills School Division No. 38,Unknown,CA
AS55207,June Slater,Eyeball,US
AS55208,"Navitus Health Solutions, LLC",Unknown,US
AS55209,Hackensack University Medical Center,Unknown,US
AS5521,PlusServer GmbH,Unknown,DE
AS55210,Southeast Alabama Medical Center,Unknown,US
AS55211,EdgeUno,Unknown,US
AS55212,IX Reach Ltd,Unknown,GB
AS55213,Armor Defense Inc,Unknown,US
AS55214,Coast Communications Company,Unknown,US
AS55215,Trinity Health,Unknown,US
AS55216,CarverLink,Unknown,US
AS55217,TRIWEST HEALTHCARE ALLIANCE,Unknown,US
AS55218,iWiSP llc,Unknown,US
AS55219,"Cisco Systems, Inc.",Unknown,US
AS5522,"Telia Lietuva, AB",Unknown,LT
AS55220,KIX MEDIA INC,Unknown,CA
AS55221,News-Press & Gazette Company,Unknown,US
AS55222,Aylo (Mindgeek),Unknown,CA
AS55223,BGP Networks LLC,Eyeball,US
AS55224,Marietta City Schools,Unknown,US
AS55226,"Wellpartner, Inc",Unknown,US
AS55227,Core Data Centres Inc.,Unknown,CA
AS55228,National TeleConsultants LLC,Unknown,US
AS55229,White Sands Hosting,Unknown,US
AS5523,"JSC ""CREDO-TELECOM""",Eyeball,RU
AS55230,Pulaski White Rural Telephone Cooperative Inc.,Unknown,US
AS55231,"Stratify IT, Inc.",Unknown,US
AS55232,"Zultys, Inc.",Unknown,US
AS55233,Gyrodata Incorporated,Unknown,US
AS55234,ROCKWELL AUTOMATION Inc.,Unknown,US
AS55235,Cronomagic Canada Inc.,Unknown,CA
AS55236,CBC,Unknown,US
AS55237,"Wausau Financial Systems, Inc.",Unknown,US
AS55238,"PING, INC.",Unknown,US
AS55239,"Volkswagen Group of America, Inc.",Unknown,US
AS5524,Signet B.V.,Unknown,NL
AS55240,UniFocus LP,Unknown,US
AS55241,"Xtracts, LLC",Unknown,US
AS55242,"ZSCALER, INC.",Unknown,US
AS55243,"Cedar Wireless, Inc.",Unknown,US
AS55244,"Blue Origin Enterprises, L.P.",Unknown,US
AS55245,"Vivint, Inc",Unknown,US
AS55246,EASTERN OREGON TELECOM,Unknown,US
AS55247,Ivalua Inc.,Unknown,US
AS55248,Whoa Networks Inc,Unknown,US
AS55249,"Sage Publications, Inc.",Unknown,US
AS55250,IQVIA Holdings Inc,Unknown,US
AS55251,"TaxHawk, Inc.",Unknown,US
AS55252,Active International,Unknown,US
AS55253,"Creative Artists Agency, LLC",Unknown,US
AS55254,WaveDirect Telecommunications,Eyeball,CA
AS55255,IPG Photonics Corporation,Unknown,US
AS55256,Netskope Inc,Unknown,US
AS55257,Strata Pointe Technologies LLC,Unknown,US
AS55258,"Cologix, Inc",Unknown,US
AS55259,Transtelco Inc,Unknown,US
AS5526,PSSK Sp. z o.o.,Unknown,PL
AS55260,Polk School District,Unknown,US
AS55261,DISTRIBUTION MANAGEMENT INC,Unknown,US
AS55262,Anthem Broadband,Unknown,US
AS55263,UnitedLex Corporation,Unknown,US
AS55264,"Atlantic Metro Communications II, Inc.",Unknown,US
AS55265,Vitas Healthcare Corporation,Unknown,US
AS55266,Firelands Regional Medical Center,Unknown,US
AS55267,Mid-Range Computer Group Inc.,Unknown,CA
AS55268,Edmonds School District #15,Unknown,US
AS55269,"Critical Signal Technologies, Inc",Unknown,US
AS55270,"Quik, LLC",Unknown,US
AS55271,ZIRO Technologies Inc.,Unknown,CA
AS55272,NameCrane LLC,Unknown,US
AS55273,etc.venues NYC LLC,Unknown,US
AS55274,"Caesars Entertainment Operating Company, Inc.",Unknown,US
AS55275,Canfone.com Inc.,Unknown,CA
AS55276,Adtelligent Inc.,Unknown,US
AS55277,Pinal County Arizona,Unknown,US
AS55278,California Capital Insurance Company,Unknown,US
AS55279,"Jockey International, Inc.",Unknown,US
AS5528,JSC BALTICOM,Unknown,LV
AS55280,RackByte LLC,Content,US
AS55281,Echo Global Logistics,Unknown,US
AS55282,State University of New York College of Technology at Canton,Unknown,US
AS55283,FHN,Unknown,US
AS55284,Universal Service Administrative Company,Unknown,US
AS55285,Serverside.com,Content,CA
AS55286,B2 Net Solutions Inc.,Eyeball,CA
AS55288,Dimensional Strategies Inc.,Unknown,CA
AS55289,PropelCLOUD,Unknown,US
AS5529,Diag Dienstleistungen AG,Unknown,CH
AS55290,Depository Trust & Clearing Corporation,Unknown,US
AS55291,Harris County,Unknown,US
AS55292,WELLMARK BLUE CROSS AND BLUE SHIELD,Unknown,US
AS55293,"A2 Hosting, Inc.",Unknown,US
AS55294,Monster Energy Company,Unknown,US
AS55295,New Day Broadband One LLC,Unknown,US
AS55296,NATIONAL INSTITUTE OF PUBLIC FINANCE AND POLICY,Unknown,IN
AS553,BelWü,Eyeball,DE
AS5530,"""STRATERA"" LTD",Unknown,UA
AS55300,PO Box 805,Unknown,NZ
AS55301,PO Box 805,Unknown,NZ
AS55302,AGD,Unknown,AU
AS55303,"Eagle Sky Co., Lt",Unknown,BZ
AS55304,Australia Pacific Airports (Melbourne) Pty Ltd,Unknown,AU
AS55305,ODS Joint Stock Company,Unknown,VN
AS55306,Vietnam bank for Agriculture anh Rural Development,Unknown,VN
AS55307,Asian Pacific Securitis Joint Stock Company,Unknown,VN
AS55308,Department of Information Technology and Digital Transformation - Ministry of Finance,Unknown,VN
AS55309,Minh Tu Telecom Limited Company,Unknown,VN
AS5531,SINUM CURRUS LTD,Unknown,CY
AS55310,KCS VIETNAM COMPANY LIMITED,Unknown,VN
AS55311,Loc Phat Vietnam Joint Stock Commercial Bank,Unknown,VN
AS55312,Golden Dragon Company,Unknown,VN
AS55313,Hanel Communication JSC,Unknown,VN
AS55314,NEWLIFE COMPANY,Unknown,VN
AS55315,SSI Securities Incorporation,Unknown,VN
AS55316,Saigon - Hanoi Commercial Joint Stock Bank,Unknown,VN
AS55317,"170 Hai Ba Trung, DaKao Ward, District 1, Hochiminh City",Unknown,VN
AS55318,Asia Commercial Bank,Unknown,VN
AS55319,VietNam Prosperity Joint Stock Commercial Bank,Unknown,VN
AS5532,GO p.l.c.,Unknown,MT
AS55320,KNODE TECHNOLOGY COMPANY LIMITED,Unknown,VN
AS55321,Saigontourist securities corporation,Unknown,VN
AS55322,North Power Company,Unknown,VN
AS55323,Viet Nam Bank for Industry and Trade Securities JSC,Unknown,VN
AS55324,Premier Oil Viet Nam Offshore B.V,Unknown,VN
AS55325,Eastern Water Resources Development and Management Company,Unknown,TH
AS55326,Australian Finance Group Ltd,Unknown,AU
AS55328,Remex Consulting Pty Limited,Unknown,AU
AS55329,Telcotech Ltd.,Carrier,KH
AS5533,Claranet Portugal S.A,Unknown,PT
AS55330,Afghan Telecom,Eyeball,AF
AS55331,Forewin Telecom Group Limited,Unknown,HK
AS55332,50 Raffles Place,Unknown,AU
AS55333,"EL6,TTC Industrial Area,Electronics Zone",Unknown,IN
AS55334,Access Solutions Limited,Unknown,HK
AS55336,DOCOMO interTouch - Australia Operation,Unknown,AU
AS55337,1144 NEPEAN HIGHWAY,Unknown,AU
AS55340,Telecard Limited,Unknown,PK
AS55341,51/A RACHNA MIDAS GOKULPETH,Unknown,IN
AS55342,Homenet,Unknown,MN
AS55343,Conduent Business Services Philippines Inc.,Unknown,PH
AS55344,Head Office,Unknown,BD
AS55348,AS number for Singapore POP for,Unknown,SG
AS5535,Food And Agriculture Organization of the United Nations,Unknown,IT
AS55350,Virtual Switching Consultancy Limited (C/O VXRoutes Ltd),Unknown,HK
AS55352,Microscan Internet Limited,Eyeball,IN
AS55353,RAJESH PATEL NET SERVICES PVT. LTD.,Unknown,IN
AS55354,Ace Internet Services Pty Ltd,Unknown,AU
AS55355,HGC Global Communications,Eyeball,HK
AS55356,Wateen Telecom (Pvt.) Ltd.,Unknown,PK
AS55357,Transit Co Australian Transit AS. Enquiries to the hostmaster.,Unknown,AU
AS55358,18 Brodie Hall Drive,Unknown,AU
AS55359,Fluccs Australia Australian Cloud Provider,Unknown,AU
AS5536,Xyberdata,Carrier,MU
AS55360,Headstrong Services India Pvt. Ltd.,Unknown,IN
AS55361,Lucky Tone Communications Ltd.,Unknown,HK
AS55363,73 Miller Street,Unknown,AU
AS55365,Campus Drive (Cnr Murdoch Drive),Unknown,AU
AS55366,BUPA Australia Health Pty Ltd,Unknown,AU
AS55368,Lightwire LTD,Unknown,NZ
AS55369,DediPower Managed Hosting Limited,Unknown,HK
AS5537,"JSC ""RU-CENTER""",Unknown,RU
AS55373,Foundation for Biomedical Research and Innovation,Unknown,JP
AS55374,FUJITSU LIMITED,Unknown,JP
AS55376,"KCV communications CO.,LTD.",Eyeball,JP
AS55377,"Sadiatec Co., Ltd",Unknown,JP
AS55378,QUICK Corp.,Unknown,JP
AS55379,Hosei University,Unknown,JP
AS5538,Institute of Mathematics and Computer Science of University of Latvia,Eyeball,LV
AS55380,Kanazawa University,Unknown,JP
AS55381,CITY-CABLE SHUNAN Corporation,Eyeball,JP
AS55382,Nagato city office,Unknown,JP
AS55383,"YYY Group, Inc.",Unknown,JP
AS55384,Japan Advanced Institute of Science and Technology,Unknown,JP
AS55385,"Digital Alliance Co.,Ltd.",Unknown,JP
AS55386,FUJITSU LIMITED,Unknown,JP
AS55387,Japan Communication Inc.,Unknown,JP
AS55388,ASJ INC.,Unknown,JP
AS5539,SpaceNet AG,Unknown,DE
AS55390,Tokyo University of Science,Unknown,JP
AS55391,INTERNET MULTIFEED CO.,Eyeball,JP
AS55392,INTERNET MULTIFEED CO.,Eyeball,JP
AS55393,Midokura Japan K.K.,Unknown,JP
AS55394,"GREE, Inc.",Content,JP
AS55396,"NRI SecureTechnologies, Ltd",Unknown,JP
AS55397,Lightwire LTD,Unknown,NZ
AS55398,WISH NET PRIVATE LIMITED,Unknown,IN
AS55399,Gerrys Information Technology (PVT) Ltd,Unknown,PK
AS554,California Internet Federation,Unknown,US
AS5540,The Israel Electric Corporation Limited,Unknown,IL
AS55400,Infoxchange Australia,Unknown,AU
AS55402,PNB Financial Center,Unknown,PH
AS55403,PTT Digital Solutions Company Limited,Unknown,TH
AS55405,Exa Bytes Network Sdn.Bhd.,Unknown,MY
AS55406,"26 Shyamoli, Bir Uttam A. W. Chowdhury Road",Eyeball,BD
AS55407,Dhurakij Pundit University,Unknown,TH
AS55408,Univision LLC. To TTK STM1 UPSTREAM PROVIDER,Unknown,MN
AS55409,"Akamai Technologies, Inc.",Unknown,US
AS5541,INVITE Systems SRL,Unknown,RO
AS55410,Vodafone Idea Ltd,Eyeball,IN
AS55411,SUPERLOOP (AUSTRALIA) PTY LTD,Unknown,AU
AS55412,SYSTEM 3 NET TECHNOLOGIES PVT. LTD.,Unknown,IN
AS55413,Development Bank of the Philippines,Unknown,PH
AS55414,Worldcall Telecom Ltd.,Unknown,PK
AS55415,Marina Bay Sands Pte Ltd,Eyeball,SG
AS55416,YAHOO! KRA,Unknown,KR
AS55417,YAHOO! SGA,Unknown,SG
AS55418,YAHOO! ID1,Unknown,ID
AS55419,ASN for Advam Pty Ltd,Unknown,AU
AS5542,"Ministry of Health, Treatment and Medical Education",Unknown,IR
AS55420,Sabah Net,Unknown,MY
AS55421,DOCOMO interTouch - India Operation,Unknown,IN
AS55422,Interactive Pty Limited,Unknown,AU
AS55423,JasTel Network,Eyeball,TH
AS55424,Instatelecom Limited,Eyeball,AF
AS55425,Bangla Trac Communications Ltd (IGW Operation),Unknown,BD
AS55426,Amphenol FCI Asia Pte Ltd,Unknown,SG
AS55427,Broadlink Nepal,Eyeball,NP
AS55428,Mass Infonet (P) Ltd.,Unknown,IN
AS55429,Limelight Networks India,Unknown,IN
AS5543,Joint Stock Company TransTeleCom,Unknown,RU
AS55430,Starhub Ltd,Eyeball,SG
AS55431,PHCOLO INC.,Unknown,PH
AS55433,Centre for Development of Advanced Computing,Unknown,IN
AS55434,Airbus Defence and Space AS,Unknown,NO
AS55435,Whangarei District Council,Unknown,NZ
AS55436,Vodafone Next Generation Services Limited,Unknown,NZ
AS55437,"WIT Phils., Inc.",Unknown,PH
AS55439,ISC F-ROOT PEK2,Unknown,CN
AS55440,ISC F-ROOT PNH1,Unknown,KH
AS55441,TTSL-ISP DIVISION,Eyeball,IN
AS55444,Cengage Learning Australia Pty Limited,Unknown,AU
AS55446,CENTRE FOR DEVELOPMENT OF TELEMATICS,Unknown,IN
AS55448,GlobalLogic India Ltd.,Unknown,IN
AS55449,AUSWEB.com.au Pty Ltd,Unknown,AU
AS5545,Serverel Inc.,Unknown,US
AS55451,Office of the National Broadcasting and,Unknown,TH
AS55453,SKYTELECOM Pakistan,Unknown,PK
AS55454,Two Degrees Mobile Limited,Unknown,NZ
AS55455,Macquarie Technology Operations Pty Limited,Unknown,AU
AS55456,United Energy & Multinet Gas,Unknown,AU
AS55459,Servion Global Solutions Ltd,Unknown,IN
AS55460,Tata Communications Limited,Unknown,IN
AS55461,"Beijing Sun Rise Technology CO.,LTD",Unknown,CN
AS55462,"Beijing ZhongDianXinDa Communication Technology Co., Ltd.",Unknown,CN
AS55463,"Rm.2204, Building 2, Huihuang International Building,",Unknown,CN
AS55465,"TT&T Co., Ltd. 252/30 Muang Thai-Phatra Complex Tower1 24 Flr, Ratchadaphisek Road, Huaykwang, Bangkok.",Unknown,TH
AS55466,"Rm.2204, Building 2, Huihuang International Building,",Unknown,CN
AS55467,Ice media Pty. Ltd.,Unknown,AU
AS55468,China Radio International,Unknown,CN
AS55469,Accenture Australia Pty Ltd,Unknown,PH
AS5547,JSC Orient-Telecom,Eyeball,RU
AS55470,Cyfuture India Pvt. Ltd.,Content,IN
AS55471,AS number for APNIC TRAINING LAB,Unknown,AU
AS55472,APN News & Media,Unknown,AU
AS55474,Master Capital Services Ltd,Unknown,IN
AS55476,"CP All Public Co., Ltd.",Unknown,TH
AS55477,Loyola Heights,Unknown,PH
AS55478,EQUIFAX PTY LIMITED,Unknown,AU
AS55479,IIT Kanpur,Unknown,IN
AS5548,"Federal State Budget Educational Establishment of Higher Education ""Russian University Of Transport (MIIT)""",Unknown,RU
AS55482,Sunway Digital Wave Sdn Bhd,Eyeball,MY
AS55483,Multinet Pakistan ASN,Unknown,PK
AS55485,1 Francis Street,Unknown,NZ
AS55486,Networx Australia,Unknown,AU
AS55487,Globalfoundries Singapore Pte Ltd,Unknown,SG
AS55488,Nakorn Ratchasima Rajabhat University,Unknown,TH
AS55489,"Suite 2101, Lever Tech Centre",Unknown,HK
AS5549,Seicom Verwaltungs GmbH,Unknown,DE
AS55490,True Move Company Limited,Unknown,TH
AS55491,Pearcedale Parade,Unknown,AU
AS55492,Dhaka Fiber Net Limited,Carrier,BD
AS55493,3/4 United Road,Unknown,AU
AS55494,"6th Floor, The Great Oasis, D-13",Unknown,IN
AS55497,16215 Alton Parkway,Unknown,SG
AS55498,"Greenline Synergy Co.,Ltd.",Unknown,TH
AS555,"Velocity Technology Solutions, Inc",Unknown,US
AS5550,"Technical University of Gdansk, Academic Computer Center TASK",Unknown,PL
AS55500,97 - 99 Goulburn Street,Unknown,AU
AS55501,Web Concepts (Pvt) Ltd,Eyeball,PK
AS55502,Level 7 50 Customhouse Quay,Unknown,NZ
AS55504,BP Australia,Unknown,SG
AS55505,Locked bag No 1,Unknown,AU
AS55506,Pentana Solutions,Unknown,AU
AS55507,Tejays Dynamic Limited,Unknown,IN
AS55508,Lao National Internet Center (LANIC),Unknown,LA
AS55509,Unit 506 77 Dunning Ave Rosebery NSW 2018,Unknown,AU
AS5551,VODAFONE ENTERPRISE EQUIPMENT LIMITED,Unknown,GB
AS55510,"5/D5, SIPCOT IT PARK, 1st CROSS ST,",Unknown,IN
AS55512,HONGKONG SUHUA TRADING LIMITED,Unknown,HK
AS55514,Electricity Generating Authority of Thailand (EGAT),Unknown,TH
AS55515,GOIP-AULA-LIMITED,Unknown,CN
AS55516,Universal College of Learning,Unknown,NZ
AS55517,YAHOO! HKA,Unknown,HK
AS55518,SGIX Route Servers,Eyeball,SG
AS55519,Cynergic Pty Ltd,Unknown,AU
AS5552,Redcentric Solutions Ltd,Unknown,GB
AS55520,Genting Malaysia Berhad,Unknown,MY
AS55521,IVE GROUP AUSTRALIA PTY LTD,Unknown,AU
AS55523,Telecommunications Tokelau Corporation - Teletok,Eyeball,TK
AS55524,Toi Ohomai Institute of Technology,Unknown,NZ
AS55525,Fire Rescue Victoria,Unknown,AU
AS55527,ASN for Advam Pty Ltd,Unknown,AU
AS55529,UNITEDLEX INDIA PRIVATE LIMITED,Unknown,IN
AS5553,"Federal State Budgetary Educational Institution of Higher Education ""Tambov State Technical University""",Unknown,RU
AS55531,BracBank Limited,Unknown,BD
AS55532,Squiz Pty Ltd,Unknown,AU
AS55533,HAQ I.T. Pty Ltd,Unknown,AU
AS55534,"4th Floor, PIDC House",Unknown,PK
AS55535,Indian Registry for Internet Names and Numbers,Unknown,IN
AS55536,Pacswitch Globe Telecom Limited,Eyeball,HK
AS55538,"CIMB Securities (Thailand) Co.,Ltd.",Unknown,TH
AS55539,AMC Data Centre,Unknown,AU
AS55540,Blazenet Pvt Ltd,Unknown,IN
AS55541,MCB Bank Ltd,Unknown,PK
AS55542,Roads and Maritime Services,Unknown,AU
AS55543,Lycamobile Pty Ltd,Unknown,AU
AS55545,Suranaree University of Technology,Unknown,TH
AS55546,Mobinet LLC. AS Mobinet Internet Service Provider,Unknown,MN
AS55547,WoodsDale Ventures INC,Unknown,PH
AS55549,"True International Gateway Co., Ltd.",Unknown,TH
AS5555,Sohonet Limited,Unknown,GB
AS55550,Asia Pacific Communication Limited,Unknown,BD
AS55551,Level 2,Unknown,AU
