asn,name,class,cc
AS55552,16th Floor Metro Loft,Unknown,HK
AS55553,Singapore Telecommunications Limited,Unknown,SG
AS55554,"True International Gateway Co., Ltd.",Unknown,TH
AS55555,Delion Pty Ltd,Unknown,AU
AS55557,Bharti Airtel Limited,Unknown,IN
AS55558,Speedy Group Cloud Limited,Unknown,HK
AS55559,WiCAM Corporation Ltd.,Unknown,KH
AS55561,2talk Global IP Network,Unknown,NZ
AS55562,SIX Financial Information Singapore Pte Ltd,Unknown,SG
AS55563,Dr.Reddy's Laboratories Ltd,Unknown,IN
AS55564,Malcolm Weatherley,Unknown,AU
AS55566,Inter University Centre for Astronomy and Astrophysics,Unknown,IN
AS55567,Enablis Pty Ltd,Unknown,AU
AS55569,Criteo APAC,Unknown,JP
AS55570,"8th Floor, DLF Cybercity,",Unknown,IN
AS55571,"No. 43000,",Unknown,MY
AS55573,XYZ Telecom Pty Ltd,Unknown,AU
AS55574,# 9 Seshardi Road,Unknown,IN
AS55575,Maxo Telecommunications,Unknown,AU
AS55576,"Gamania CloudForce Co., Ltd",Unknown,TW
AS55577,"Atria Convergence Technologies Ltd.,",Eyeball,IN
AS55578,"Tower 2, # 95/1 & 95/2,",Unknown,IN
AS55579,Computer Services Ltd,Unknown,WS
AS55580,Moreton Bay Regional Council - Pine Rivers Office,Unknown,AU
AS55581,NEXT TELECOM,Unknown,AU
AS55582,Telcotech Local AS,Unknown,KH
AS55583,Level 8,Unknown,AU
AS55584,Korea Power Exchange,Unknown,KR
AS55585,"CAPE Investment   Securitie Co., Ltd.",Unknown,KR
AS55586,THE CATHOLIC UNIVERSITY OF KOREA SONGSIM,Unknown,KR
AS55588,Information Technology Center,Unknown,KR
AS55589,Korea Institute of Industrial Technology,Unknown,KR
AS55590,Sony Korea,Unknown,KR
AS55591,Korea Institute for Curriculum and Evaluation,Unknown,KR
AS55592,"Korea Data Telecommunication Co., Ltd.",Unknown,KR
AS55593,netmarble,Unknown,KR
AS55594,KOOKMIN BANK,Unknown,KR
AS55595,American International Assurance Company Korea,Unknown,KR
AS55596,Gachon University Gil Hospital,Unknown,KR
AS55597,National Cancer Center,Unknown,KR
AS55598,Korea Environmental Technology   Industry Institute,Unknown,KR
AS55599,namyang,Unknown,KR
AS556,USC/Information Sciences Institute,Unknown,US
AS5560,Belgacom International Carrier Services SA,Unknown,BE
AS55600,"Hana Broadcasting Co, Ltd",Unknown,KR
AS55601,Electric Contractors Financial Cooperative,Unknown,KR
AS55603,Korea Internet Security Agency,Unknown,KR
AS55604,KOMSCO,Unknown,KR
AS55605,daewonpharm,Unknown,KR
AS55606,"Hanwha Ocean Co., Ltd.",Unknown,KR
AS55608,"KB Life Insurance Co., Ltd.",Unknown,KR
AS55609,Financial Security Institute,Unknown,KR
AS55610,KAIT,Unknown,KR
AS55611,kyungmin university,Unknown,KR
AS55612,LG DACOM Corporation,Unknown,KR
AS55613,KOREA APPRAISAL BOARD,Unknown,KR
AS55614,danal.co,Unknown,KR
AS55615,DOUZONEBIZON,Unknown,KR
AS55616,DGIST,Unknown,KR
AS55617,The Kwangju Bank Ltd.,Unknown,KR
AS55618,UNIVERSITY OF ULSAN,Unknown,KR
AS55619,"Hana Life Insurance Co., Ltd.",Unknown,KR
AS5562,Equinix (EMEA) Acquisition Enterprises B.V.,Unknown,NL
AS55620,KNOC,Unknown,KR
AS55621,Jeonju National University Of Education,Unknown,KR
AS55622,CNUE,Unknown,KR
AS55623,Korea Insurance Development Institute,Unknown,KR
AS55624,DAELIM,Unknown,KR
AS55625,Chungwoon University,Unknown,KR
AS55626,Kyungin Womens college,Unknown,KR
AS55627,Dongduk Womens University,Unknown,KR
AS55628,Incheon Free Economic Zone,Unknown,KR
AS55629,TMON,Unknown,KR
AS5563,"JSC ""ER-Telecom Holding""",Eyeball,RU
AS55630,KSNET.Inc,Unknown,KR
AS55632,Sejong City Office of Education,Unknown,KR
AS55633,pundang jesaeng general hospital,Unknown,KR
AS55634,"Kasikorn Asset Management Co.,Ltd.",Unknown,TH
AS55635,BangkokVPS.com,Unknown,TH
AS55636,"TPLC Holding Ltd.,",Unknown,KH
AS55637,Hostin Services Private Limited,Unknown,IN
AS55638,APNIC ANYCAST,Unknown,AU
AS55639,Asia Web Service Ltd,Unknown,HK
AS5564,Brightsolid Online Technology Ltd,Unknown,GB
AS55641,"Changping District, Beijing",Unknown,CN
AS55642,Control Data (Thailand) Ltd,Unknown,TH
AS55644,Vodafone Idea Ltd,Unknown,IN
AS55646,"1252  True Tower 2, Building 1, Phatthanakarn Rd, Suan Luang, Suan Luang, Bangkok 10250",Unknown,TH
AS55649,"Flat C, 16/F, Skyline Tower,",Unknown,HK
AS5565,SATRAX-NET Ltd.,Unknown,HU
AS55650,Capital IQ Information Systems,Unknown,PH
AS55651,DBOLICAL PTY LTD,Unknown,AU
AS55652,PT Sumidhaz Permata Bunda,Eyeball,ID
AS55653,PT Skyline Semesta,Eyeball,ID
AS55654,IAIN Surakarta,Unknown,ID
AS55655,PT Sarana Insan Muda Selaras,Carrier,ID
AS55656,Ministry of Transportation Republic of Indonesia,Unknown,ID
AS55657,Indonesia Network Information Center,Unknown,ID
AS55658,PT. HIPERNET INDODATA,Carrier,ID
AS55659,ODIX Route Servers,Eyeball,ID
AS55660,PT Master Web Network,Unknown,ID
AS55661,PT Informasi Teknologi Indonesia,Unknown,ID
AS55662,CV Citraweb Nusa Infomedia,Eyeball,ID
AS55663,PT Poros Network Nusantara,Unknown,ID
AS55664,PT Inovasi Global Mumpuni,Unknown,ID
AS55665,PT Sampoerna Telemedia Indonesia,Unknown,ID
AS55666,PT Media Sarana Data,Carrier,ID
AS55667,PT IP Telecom Multimedia Indonesia,Unknown,ID
AS55668,PT Jabar Telematika,Eyeball,ID
AS55669,PT Maxindo Content Solution,Content,ID
AS5567,National Research Tomsk Polytechnic University,Eyeball,RU
AS55670,PT Universal Broadband,Eyeball,ID
AS55671,Indonesia Network Information Center,Unknown,ID
AS55672,Universitas Sanata Dharma,Unknown,ID
AS55673,Linknet-IDX ASN,Unknown,ID
AS55674,Universitas Negeri Yogyakarta,Unknown,ID
AS55675,Intiland Development Tbk. PT,Unknown,ID
AS55676,PT. Garuda Media Telematika,Unknown,ID
AS55677,PT. Hawk Teknologi Solusi,Unknown,ID
AS55678,Indonesia Network Information Center,Unknown,ID
AS55679,PT Hyperindo Media Perkasa,Eyeball,ID
AS5568,"Join-stock company ""Internet Exchange""MSK-IX""",Unknown,RU
AS55680,KSI Universitas Atma Jaya Yogyakarta,Unknown,ID
AS55681,PT.ASIASOFT INDONESIA,Unknown,ID
AS55682,PT. Fiber Media Indonesia,Unknown,ID
AS55683,CV Argon Data Interkoneksi,Unknown,ID
AS55684,Universitas Sebelas Maret,Unknown,ID
AS55685,PT Jala Lintas Media,Carrier,ID
AS55686,PT INDONETWORK.,Unknown,ID
AS55687,Universitas Tanjungpura,Unknown,ID
AS55688,PT BEON Intermedia,Content,ID
AS55689,PT. CyberNusa Technology,Unknown,ID
AS55690,PT Andira Infomedia,Eyeball,ID
AS55691,Universitas Multimedia Nusantara,Unknown,ID
AS55692,PT MILENIA MUKTI MANDIRI,Unknown,ID
AS55693,PT. Bangun Abadi Teknologi Indonesia,Unknown,ID
AS55694,Universitas Ciputra,Unknown,ID
AS55695,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,Unknown,ID
AS55696,Starcom Solusindo PT.,Unknown,ID
AS55697,Universitas Sumatera Utara,Unknown,ID
AS55698,Infomedia Nusantara PT.,Unknown,ID
AS55699,PT Cemerlang Multimedia,Eyeball,ID
AS557,University of Maine System,Eyeball,US
AS55700,Universitas Negeri Yogyakarta,Unknown,ID
AS55701,PT Usaha Adi Sanggoro,Carrier,ID
AS55702,EASTERN INSTITUTE OF TECHNOLOGY LIMITED,Unknown,NZ
AS55703,Liverton Limited,Unknown,NZ
AS55704,"WIDEOUT Technology Services, Inc.",Unknown,PH
AS55705,"I World Tower, DLF CITY",Unknown,IN
AS55706,G1 Enterprise 1 Technology Park Malaysia,Unknown,MY
AS55707,Simtronic,Unknown,AU
AS55709,"Block 7, 1st Floor, DLF - IT- SEZ",Unknown,IN
AS5571,GTT - EMEA Ltd.,Unknown,GB
AS55710,"201-A, JALAN TUN RAZAK",Unknown,MY
AS55711,Brainpulse Technologies Pvt. Ltd.,Unknown,IN
AS55712,"Block 9A, 1st Floor, DLF - SEZ",Unknown,IN
AS55713,Dishnet Wireless Limited,Unknown,IN
AS55714,Fiberlink Pvt.Ltd,Eyeball,PK
AS55715,113 Bank Street,Unknown,NZ
AS55716,"Censorship Compliance Unit, Department of Internal Affairs",Unknown,NZ
AS55717,"70, KLJ Complex,",Unknown,IN
AS55719,Reserve Bank of New Zealand,Unknown,NZ
AS5572,Botik Technologies LTD,Eyeball,RU
AS55720,Gigabit Hosting Sdn Bhd,Eyeball,MY
AS55721,Blackberry Limited,Unknown,CA
AS55722,Cenpac Net Inc,Unknown,NR
AS55723,Digicel Nauru,Unknown,NR
AS55724,Bruhaas(M) Sdn Bhd,Unknown,MY
AS55726,Nepal Doorsanchar Company Limited,Unknown,NP
AS55729,Pacific Technology Solutions Ltd,Unknown,NZ
AS5573,PJSC Rostelecom,Unknown,RU
AS55730,Sunwest Construction & Devt. Corporation,Unknown,PH
AS55731,Fox Sports Australia Pty Limited,Unknown,AU
AS55732,"RANA Technologies,Kabul",Unknown,AF
AS55734,001 IT Complex,Eyeball,IN
AS55736,Dataknox Pty Limited,Unknown,AU
AS55739,"CNISP-Union Technology (Beijing) Co., Ltd",Unknown,CN
AS5574,TDC Norge (Song Networks),Unknown,SE
AS55740,TTSL-ISP DIVISION,Unknown,IN
AS55741,West Bengal Electronics Industry Development,Unknown,IN
AS55742,Seccom Global Pty Ltd,Unknown,AU
AS55743,UBISOFT SINGAPORE PTE. LTD.,Unknown,SG
AS55745,Neda Telecommunications,Unknown,AF
AS55746,"Western Institute of Technology at Taranaki,",Unknown,NZ
AS55747,"Southern Institute of Technology,",Unknown,NZ
AS55748,7-9-10 Nishi-Shinjuku,Unknown,JP
AS5575,Telia Finland Oyj,Unknown,FI
AS55750,ABC Computer Systems Ltd,Unknown,HK
AS55752,Cloud Plus Pty Ltd,Unknown,AU
AS55755,Internap Network Services (Singapore) Pte. Limited,Unknown,SG
AS55756,TATA Communications Internet Services Ltd,Unknown,IN
AS55757,Synechron Inc.,Unknown,IN
AS55759,Ministry of Foreign Affairs and Trade,Unknown,NZ
AS5576,Agjencia Kombetare Shoqerise se Informacionit,Unknown,AL
AS55760,Mahanakorn University Of Technology,Unknown,TH
AS55762,Internet Communication AP Pty. Ltd.,Unknown,AU
AS55764,Berkmeer India Private Limited,Unknown,IN
AS55765,Real World Technology Solutions Pty Ltd,Unknown,AU
AS55766,Orro Pty Ltd,Unknown,AU
AS55769,"SOUTH EAST ASIA TELECOM (Cambodia) Co., LTD",Unknown,KH
AS5577,root SA,Content,LU
AS55770,"Akamai Technologies, Inc.",Unknown,SG
AS55772,IE3 Communications,Unknown,AU
AS55773,Wodonga Institute of TAFE,Unknown,AU
AS55774,NSW State Emergency Service,Unknown,AU
AS55775,Hornsby Shire Council,Unknown,AU
AS55776,Southern Cross University,Unknown,AU
AS55778,International Trade Centre,Unknown,HK
AS55779,"IL & FS Financial Center, Bandra",Unknown,IN
AS5578,"SWAN, a.s.",Eyeball,SK
AS55780,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,Unknown,IN
AS55781,Fujitsu Asia Pte. Ltd.,Unknown,SG
AS55782,IRINN,Unknown,IN
AS55784,MARLINK AU-SYD,Unknown,NO
AS55785,ISP Limited,Carrier,NZ
AS55786,1065-A Zhaojiabang Road,Unknown,CN
AS55789,TWIDC,Unknown,TW
AS55790,"408/81 19 th Fl.,Phaholyotin Place Building",Unknown,TH
AS55792,Datec-PNG,Unknown,PG
AS55793,Ministry of Civil Defence,Unknown,NZ
AS55794,PT Lynx Mitra Asia,Unknown,ID
AS55795,Verb Data Centre Pty Ltd,Unknown,AU
AS55796,PUREVOICE voip provider,Unknown,AU
AS55797,The Hoyts Corporation Pty Ltd,Unknown,AU
AS55798,RCG Information Technology,Unknown,PH
AS55799,IPTELECOM ASIA,Unknown,HK
AS558,NV Next LLC,Content,US
AS5580,GTT Communications (APAC),Unknown,NL
AS55802,"Internet Solution & Service Provider Co., Ltd.",Unknown,TH
AS55803,Hostopia Australia Web Pty Ltd,Unknown,AU
AS55804,"Army & Navy Building,",Unknown,IN
AS55805,MobiCom Corporation,Unknown,MN
AS55806,M/s VIVA Communications,Unknown,IN
AS55807,"8/F, Tower 2",Unknown,HK
AS55808,Triple T Broadband Public Company Limited,Unknown,TH
AS5581,INTERSPACE DOOEL Skopje,Unknown,MK
AS55811,Anycast Holdings Pty Ltd,Unknown,AU
AS55813,The Rural Clinical School of Western Australia (Head Office),Unknown,AU
AS55814,Siliguri Internet & Cable TV Pvt. Ltd.,Eyeball,IN
AS55815,Level 32 Governor Macquarie Tower,Unknown,AU
AS55816,Bank Alfalah Limited,Unknown,PK
AS55817,Nippon Telegraph and Telephone Corporation PF Labs,Unknown,JP
AS55818,Matrix Cable Internet Exchange,Carrier,ID
AS55819,CAMPAIGN MONITOR PTY LTD,Unknown,AU
AS5582,Wojewodztwo Lubelskie,Eyeball,PL
AS55821,"RADIUS TELECOMS, INC.",Unknown,PH
AS55822,Persatuan Pengendali Internet Malaysia,Unknown,MY
AS55824,NKN Core Network,Carrier,IN
AS55826,Tianjin University IPv6 Campus Network,Unknown,CN
AS55828,Drik ICT Ltd,Unknown,BD
AS5583,Orange S.A.,Unknown,FR
AS55831,Aircel Ltd.,Unknown,IN
AS55832,HOME SYSTEMS PVT.LTD,Eyeball,IN
AS55834,NBN Co LTD,Unknown,AU
AS55836,Reliance Jio Infocomm Limited,Carrier,IN
AS55837,Australian and New Zealand College of Anaesthetists,Unknown,AU
AS55839,Microsense Private Limited,Unknown,IN
AS5584,University of Bahrain,Unknown,BH
AS55840,GIOD_IT,Unknown,MY
AS55843,Acclivis Technology Solution,Unknown,SG
AS55844,TRUE Internet Corporation Co. Ltd.,Unknown,TH
AS55845,Tradeweb Australia Pty Ltd,Unknown,AU
AS55846,"IMED, Ministry of Planning, Government of the People's Republic of Bangladesh",Unknown,BD
AS55847,NKN EDGE Network,Unknown,IN
AS55848,Access Innovation Media,Unknown,AU
AS55849,"CNISP-Union Technology (Beijing) Co., Ltd",Unknown,CN
AS5585,Israel Internet Association,Unknown,IL
AS55850,Mercury NZ Limited,Eyeball,NZ
AS55851,On Q,Unknown,AU
AS55852,C/O Equinix Hong Kong Limited,Unknown,HK
AS55853,Megatel,Eyeball,NZ
AS55854,3 Killiney Road # 09-01/06,Unknown,SG
AS55855,PLAYPARK PTE. LTD.,Unknown,SG
AS55856,Universiti Malaysia Sarawak,Unknown,MY
AS55857,Harvest Electronics NZ Limited,Unknown,NZ
AS55858,Speedy Group Corporation Limited,Unknown,HK
AS55859,Total Web Solutions Australia,Unknown,US
AS5586,Verizon UK Limited,Unknown,GB
AS55860,Foodstuffs SI Ltd,Unknown,NZ
AS55861,Catholic Archdiocese of Sydney,Unknown,AU
AS55862,Wan & Lan Internet Pvt Ltd,Eyeball,IN
AS55863,Choice Phone LLC,Unknown,GU
AS55865,Satcomms Australia,Unknown,AU
AS55867,Chiangmai Internet,Unknown,TH
AS55868,"26/5 Chidlom Road Lumpini, Pathumwan Bangkok 10330",Unknown,TH
AS5587,Itility Limited,Unknown,GB
AS55870,Darwin City Council,Unknown,AU
AS55871,IRESS Market Technology Ltd,Unknown,AU
AS55872,BayCity Communications Limited,Unknown,NZ
AS55873,St. Jude Medical,Unknown,JP
AS55876,LEVEL 7 140 WILLIAM ST.,Unknown,AU
AS55877,"No.473, North Branch Way Suanglin Road, Chengdu City, Sichuan Province, P.R.China.",Unknown,CN
AS55878,Credit Union Australia Limited,Unknown,AU
AS55879,SmartLink Broadband Services Pvt Ltd,Eyeball,IN
AS5588,T-Mobile Czech Republic a.s.,Eyeball,CZ
AS55880,The University of Melbourne,Unknown,AU
AS55883,Beijing lightning fast network telecommunication technology Co Ltd,Unknown,CN
AS55884,OrionVM Cloud Platform,Unknown,AU
AS55885,No. 1 Commercial Center,Unknown,NU
AS55886,Beijing Digital Home Network Technology corporation,Unknown,CN
AS55887,Diocesan School for Girls,Unknown,NZ
AS55888,Nintatsu Global Telecommunications Corporation,Unknown,JP
AS55889,Equinix Jpapan Enterprise K.K.,Unknown,JP
AS5589,"JSC ""BM-Bank""",Unknown,RU
AS55890,Suntory Business Systems Ltd.,Unknown,JP
AS55891,WATCH TOWER BIBLE AND TRACT SOCIETY,Unknown,JP
AS55894,Who's Next,Unknown,JP
AS55895,"N.S.Computer Service Co.,Ltd.",Unknown,JP
AS55896,Videx Inc.,Unknown,JP
AS55897,SAKURA Internet Inc.,Unknown,JP
AS55898,LY Corporation,Unknown,JP
AS55899,irob Ltd.,Unknown,JP
AS559,SWITCH,Carrier,CH
AS55900,GLBB Japan KK,Carrier,JP
AS55901,Sony Computer Entertainment Inc,Unknown,JP
AS55902,"TS-NET of TOSET, Inc. in Japan",Unknown,JP
AS55904,KOGAKUIN University,Unknown,JP
AS55905,TOP CLOUD Inc.,Unknown,JP
AS55907,"GMO Internet Group, Inc.",Unknown,JP
AS55908,"Nomura Research Institute,Ltd.",Unknown,JP
AS55909,"National Institute of Technology, Kochi College",Unknown,JP
AS5591,PJSC Rostelecom,Unknown,RU
AS55910,Shibaura Institute of Technology,Unknown,JP
AS55911,kazukichi,Unknown,JP
AS55912,University of Kochi,Unknown,JP
AS55913,Logic Plus Pty Ltd,Unknown,AU
AS55914,Canon Australia Pty. Ltd.,Unknown,AU
AS55915,Classic Tech Pvt. Ltd.,Eyeball,NP
AS55918,"Ground Floor, 'A' Wing,",Unknown,IN
AS55919,20 Dover Drive Singapore 138682,Unknown,SG
AS55920,Elcom Technology Pty Ltd,Unknown,AU
AS55922,Ethan Group,Unknown,AU
AS55923,Canon Business Services Australia,Unknown,AU
AS55924,Aristocrat Technologies,Unknown,AU
AS55925,"469 Nakronsawan.Rd, Chidrada Dusit",Unknown,TH
AS55926,Mercury NZ Limited,Unknown,NZ
AS55927,"UOB Kay Hian Securities (Thailand) Co., Ltd.",Unknown,TH
AS55928,NTT Communications (Phnom Penh ISP POP),Unknown,KH
AS55929,"CNISP-Union Technology (Beijing) Co., Ltd",Unknown,CN
AS5593,Load.me sp. z o. o.,Unknown,UA
AS55931,"Unit 2, 172 Milperra Road",Unknown,AU
AS55932,The Thai Bond Market Association,Unknown,TH
AS55933,Cloudie Limited,Unknown,HK
AS55934,PACIFICIX,Unknown,AU
AS55936,Spark Digital New Zealand Ltd,Unknown,NZ
AS55937,"ChengDu Dr.Peng Telecom & Media Group Industry Co., Ltd.",Unknown,CN
AS55938,Expressway Authority of Thailand,Unknown,TH
AS5594,Lufthansa Systems Hungaria Ltd.,Unknown,HU
AS55940,PCCW Limited,Unknown,HK
AS55941,Cboe Australia Pty Ltd,Unknown,AU
AS55943,ONATI,Eyeball,PF
AS55944,Ooredoo Maldives Plc,Eyeball,MV
AS55946,P.C. Exchange Ltd,Unknown,NZ
AS55947,Bangalore Broadband Network Pvt Ltd,Eyeball,IN
AS55948,ISP Limited,Unknown,NZ
AS55949,Technopro Holdings,Unknown,JP
AS55951,Lembaga Hasil Dalam Negeri Malaysia,Unknown,MY
AS55953,"Room A03, 22/F, NCB Innovation Centre 888 Lai Chi Kok Road, Cheung Sha Wan, Kowloon, Hong Kong",Unknown,HK
AS55954,ASE IT Networks,Unknown,AU
AS55956,"Magna Automotive Technology and Service(Shanghai)Co.,Ltd",Unknown,CN
AS55957,"CCTV international network Co., LTD",Unknown,CN
AS55958,Intel China Ltd,Unknown,CN
AS55959,"Hangzhou Netbank Technologies co.,LTD",Unknown,CN
AS55960,Beijing Guanghuan Xinwang Digital,Content,CN
AS55961,Zhuhai Cable TV Network Co. Ltd.,Unknown,CN
AS55962,"Beijing Kuaishou Technology Co., Ltd.",Unknown,CN
AS55963,Chinese Academy of Governance,Unknown,CN
AS55964,"Hangzhou sanwang network co., LTD",Unknown,CN
AS55965,qinhuangdao yanda-zhengyang electroni co.ltd,Unknown,CN
AS55966,Post Savings Bank of China,Unknown,CN
AS55967,"Beijing Baidu Netcom Science and Technology Co., Ltd.",Content,CN
AS55968,"Great Wall Broadband Network Service Co.,Ltd.",Unknown,CN
AS55969,"Great Wall Broadband Network Service Co.,Ltd.",Unknown,CN
AS55970,"Great Wall Broadband Network Service Co.,Ltd.",Unknown,CN
AS55971,Chinese Academy of Social Sciences,Unknown,CN
AS55972,Beijing Sawas Technology Co.LTD.,Unknown,CN
AS55973,"Universal Cinema Services Co., Ltd",Unknown,CN
AS55974,Daimler Greater China Ltd.,Unknown,CN
AS55975,"LingCloud (Beijing) Technology Co., Ltd.",Unknown,CN
AS55976,Beijing DxConsole Technology Co. Ltd,Unknown,CN
AS55977,"Zhejiang Wasu Broadcast&TV Network Co., Ltd",Unknown,CN
AS55978,Shanghai fuyun Networks Inc.,Unknown,CN
AS55979,BeiJing WeiMengYunKuo Technology Co.Ltd.,Unknown,CN
AS5598,Anton Bobrovnikov,Unknown,RU
AS55980,Shanghai Yi frame network science and technology limited company,Unknown,CN
AS55982,"Changhong IT information Products CO.,LTD.",Unknown,CN
AS55983,Beijing Guanghuan Xinwang Digital,Unknown,CN
AS55984,Beijing firstleader Science and Technology Ltd.,Unknown,CN
AS55985,"Zhejiang Watone Cloud Data Technology Co., Ltd",Unknown,CN
AS55986,"Focus Technology Co., Ltd.",Unknown,CN
AS55987,PDDNET,Unknown,CN
AS55988,Pacnet Business Solutions LTD,Unknown,CN
AS55989,"Zhejiang Xuanyun Technology Co., Ltd.",Unknown,CN
AS5599,Verizon Denmark A/S,Unknown,DK
AS55990,Huawei Cloud Service data center,Content,CN
AS55991,"Zhejiang Xuanyun Technology Co., Ltd.",Unknown,CN
AS55992,Beijing Qihu Technology Company Limited,Unknown,CN
AS55993,"Zhonggongfu Gonghuiyijia Information Service Co., Ltd.",Unknown,CN
AS55994,"Shanghai ruisu Network Technology Co.,Ltd",Unknown,CN
AS55996,CYPRESS TELECOM (CHINA) LIMITED,Unknown,CN
AS55998,CNLink Network Technology Ltd.,Unknown,CN
AS55999,CNLink Network Technology Ltd.,Unknown,CN
AS56,United States Department of Defense (DoD),Unknown,US
AS560,"Level 3 Parent, LLC",Unknown,US
AS5600,BNW TECHNOLOGY LTD,Unknown,GB
AS56000,"HERBALIFE(SHANGHAI)MANAGEMENT CO.,LTD.",Unknown,CN
AS56001,"Shanghai Chenyi Network Technology Co.,Ltd",Unknown,CN
AS56002,BEIJING MARINE COMMUNICATION AND NAVIGATION CO.,Unknown,CN
AS56003,"Beijing Century Union Network Technology Co.,LTD.",Unknown,CN
AS56004,Information Center of Shanghai Municipal Education Commission,Unknown,CN
AS56005,"Zhengzhou Fastidc Technology Co.,Ltd.",Unknown,CN
AS56006,"Shanghai Pudong Development Bank Co.,Ltd.",Unknown,CN
AS56007,Daimler Greater China Ltd.,Unknown,CN
AS56008,Beijing Ixecloud Communication Solution,Unknown,CN
AS56009,"Cetron Network Technology Co., Ltd",Unknown,CN
AS5601,Kungliga Tekniska Hogskolan,Unknown,SE
AS56010,Development Research Center Of The State Council,Unknown,CN
AS56011,"UNICLOUD TECH CO.,LTD.",Unknown,CN
AS56012,LGNET China,Unknown,CN
AS56013,SAMSUNG SDS CHINA,Unknown,CN
AS56014,"Zhonggongfu Gonghuiyijia Information Service Co., Ltd.",Unknown,CN
AS56015,"China Sports Lottery Technology Development Co., Ltd",Unknown,CN
AS56017,VITI,Unknown,PF
AS56018,CIMB Securities (Thailand) Company Limited,Unknown,TH
AS56019,"Beijing ShuJuJia Technology Co., Ltd.",Unknown,CN
AS5602,Retelit Digital Services S.p.A.,Eyeball,IT
AS56020,"Level 20, 31 Market Street",Unknown,AU
AS56023,"SmartRams Co., Ltd.",Unknown,JP
AS56024,KARSCOLTD-JP,Unknown,JP
AS56025,Kars co.ltd.,Unknown,JP
AS56026,ITSM Pty Ltd,Unknown,AU
AS56027,"Suite 3301, 33rd Floor",Unknown,HK
AS56028,BTG Networks,Unknown,NZ
AS5603,"Telekom Slovenije, d.d.",Eyeball,SI
AS56030,Voyager Internet Ltd.,Eyeball,NZ
AS56031,Bangladesh University of Engineering and Technology,Unknown,BD
AS56032,BTCL IX service,Unknown,BD
AS56033,Rakushasu Inc,Unknown,JP
AS56035,RESEAU,Unknown,AU
AS56036,UberGroup Limited,Unknown,NZ
AS56037,Escapenet Pty Ltd,Unknown,AU
AS56038,RackCorp,Unknown,AU
AS56039,SPH Media Limited,Unknown,SG
AS5604,TalkTalk Communications Limited,Unknown,GB
AS56040,China Mobile Group GuangDong Company,Eyeball,CN
AS56041,China Mobile Group Zhejiang Company,Eyeball,CN
AS56042,China Mobile Group Shanxi Company,Eyeball,CN
AS56043,PEPSICO INTERNATIONAL PTE. LTD.,Unknown,SG
