asn,cone,verdict,secure_parents,parent_count
63481,0,STUB: VULNERABLE STABLE,"[3356, 18943]",2
272937,0,STUB: VULNERABLE STABLE,[3356],3
63112,0,STUB: VULNERABLE STABLE,"[6453, 3356, 6461]",5
40222,0,STUB: VULNERABLE STABLE,[3356],2
25753,0,STUB: VULNERABLE STABLE,"[33667, 33651, 3356, 701]",4
199391,0,STUB: VULNERABLE STABLE,"[8551, 174, 3356]",6
400514,0,STUB: VULNERABLE STABLE,"[3356, 174]",3
14795,0,STUB: VULNERABLE STABLE,[3356],3
262913,0,STUB: VULNERABLE STABLE,"[32098, 3356, 29727]",3
63928,0,STUB: VULNERABLE STABLE,"[6939, 3356, 3491]",4
19031,0,STUB: VULNERABLE STABLE,"[33668, 13576, 174, 3257, 3356]",6
16920,0,STUB: VULNERABLE STABLE,"[33667, 33544, 33651, 3356, 6461]",9
398191,0,STUB: VULNERABLE STABLE,"[13536, 3737, 3356]",4
395487,0,STUB: VULNERABLE STABLE,"[4258, 7018, 7922, 3257, 3356]",5
271027,0,STUB: VULNERABLE STABLE,[3356],3
32537,0,STUB: VULNERABLE STABLE,"[33667, 7018, 8220, 33651, 13335, 3257, 3356, 4637]",11
7973,0,STUB: VULNERABLE STABLE,"[3356, 6461]",4
270081,0,STUB: VULNERABLE STABLE,[3356],2
32062,0,STUB: VULNERABLE STABLE,"[7029, 3356]",4
198018,0,STUB: VULNERABLE STABLE,"[2914, 1299, 3320, 6939, 3356]",6
36350,0,STUB: VULNERABLE STABLE,"[33659, 3356, 701, 33287]",4
60534,0,STUB: VULNERABLE STABLE,"[5617, 3356]",3
14567,0,STUB: VULNERABLE STABLE,"[33652, 3356]",2
20069,0,STUB: VULNERABLE STABLE,"[701, 7018, 3356, 6461]",5
211331,0,STUB: VULNERABLE STABLE,"[3320, 3356]",3
19773,0,STUB: VULNERABLE STABLE,"[63213, 3257, 3356]",6
25917,0,STUB: VULNERABLE STABLE,"[701, 7018, 3356, 6461, 702]",6
132829,0,STUB: VULNERABLE STABLE,"[3491, 5511, 174, 6939, 3356]",8
46601,0,STUB: VULNERABLE STABLE,"[23005, 3356, 701]",4
26673,0,STUB: VULNERABLE STABLE,"[1299, 3257, 3356, 6461]",7
400862,0,STUB: VULNERABLE STABLE,"[3356, 36149]",2
11281,0,STUB: VULNERABLE STABLE,"[11404, 3356]",3
19685,0,STUB: VULNERABLE STABLE,"[12025, 3356, 22909]",3
46324,0,STUB: VULNERABLE STABLE,"[3356, 2711]",3
28939,0,STUB: VULNERABLE STABLE,"[3356, 4637]",3
12257,0,STUB: VULNERABLE STABLE,"[7018, 8220, 12849, 5400, 1273, 9498, 3356, 701]",14
394620,0,STUB: VULNERABLE STABLE,"[3257, 3356, 6461]",4
14299,0,STUB: VULNERABLE STABLE,"[7018, 3356, 701]",5
48804,0,STUB: VULNERABLE STABLE,"[8928, 174, 31216, 3257, 3356]",6
201821,0,STUB: VULNERABLE STABLE,"[3356, 12709, 174]",4
14201,0,STUB: VULNERABLE STABLE,"[3257, 3356, 3549]",5
400039,0,STUB: VULNERABLE STABLE,"[2914, 46887, 1299, 6939, 3356]",5
262954,0,STUB: VULNERABLE STABLE,[3356],4
36746,0,STUB: VULNERABLE STABLE,"[13536, 17356, 3356]",3
10655,0,STUB: VULNERABLE STABLE,"[174, 209, 13876, 3356, 6461]",5
32611,0,STUB: VULNERABLE STABLE,[3356],2
393279,0,STUB: VULNERABLE STABLE,[3356],2
53307,0,STUB: VULNERABLE STABLE,[3356],2
394201,0,STUB: VULNERABLE STABLE,"[2914, 3356, 23005]",3
58092,0,STUB: VULNERABLE STABLE,"[46887, 8220, 174, 3320, 3356]",5
14950,0,STUB: VULNERABLE STABLE,"[33660, 3356]",2
393852,0,STUB: VULNERABLE STABLE,"[3356, 46887]",2
29899,0,STUB: VULNERABLE STABLE,"[3737, 3356]",3
396489,0,STUB: VULNERABLE STABLE,"[33650, 3356]",2
16875,0,STUB: VULNERABLE STABLE,"[7018, 7474, 3356, 8220, 701, 702]",9
20235,0,STUB: VULNERABLE STABLE,"[6536, 7018, 3356]",3
32210,0,STUB: VULNERABLE STABLE,[3356],2
15034,0,STUB: VULNERABLE STABLE,"[10834, 3356, 16814, 11014]",4
22674,0,STUB: VULNERABLE STABLE,"[46887, 7018, 3356, 701]",5
32372,0,STUB: VULNERABLE STABLE,"[3356, 22773]",3
265501,0,STUB: VULNERABLE STABLE,"[3356, 6503]",2
396834,0,STUB: VULNERABLE STABLE,"[7018, 3356]",3
32053,0,STUB: VULNERABLE STABLE,"[4637, 3356, 8220]",4
399111,0,STUB: VULNERABLE STABLE,"[1299, 3356]",3
60804,0,STUB: VULNERABLE STABLE,"[174, 6939, 3356]",5
30070,0,STUB: VULNERABLE STABLE,"[7016, 3356, 701]",4
23032,0,STUB: VULNERABLE STABLE,"[33668, 3356]",2
48520,0,STUB: VULNERABLE STABLE,"[3356, 8455]",2
27548,0,STUB: VULNERABLE STABLE,"[3356, 7725]",2
33607,0,STUB: VULNERABLE STABLE,"[3356, 174, 33287]",3
3598,0,STUB: VULNERABLE STABLE,"[1680, 8075, 3356]",4
18637,0,STUB: VULNERABLE STABLE,"[8001, 577, 3356]",3
398037,0,STUB: VULNERABLE STABLE,"[4637, 3491, 8551, 6762, 174, 1299, 3356, 6461]",9
399929,0,STUB: VULNERABLE STABLE,"[7018, 3356, 17054]",3
150345,0,STUB: VULNERABLE STABLE,"[2914, 174, 1299, 3356]",6
264255,0,STUB: VULNERABLE STABLE,"[264409, 3356, 10429]",5
396483,0,STUB: VULNERABLE STABLE,"[7018, 3356]",3
40051,0,STUB: VULNERABLE STABLE,[3356],3
399299,0,STUB: VULNERABLE STABLE,[3356],2
62713,0,STUB: VULNERABLE STABLE,"[2914, 1299, 3257, 3356, 4637]",6
263979,0,STUB: VULNERABLE STABLE,"[3356, 53013]",4
264075,0,STUB: VULNERABLE STABLE,"[264409, 3356]",3
32746,0,STUB: VULNERABLE STABLE,"[8001, 3356, 6461]",3
54128,0,STUB: VULNERABLE STABLE,"[11404, 8220, 33650, 3257, 3356]",5
