asn,cone,verdict,secure_parents,parent_count
199364,0,STUB: VULNERABLE STABLE,[31287],2
213271,0,STUB: VULNERABLE STABLE,[31287],1
49147,0,STUB: VULNERABLE STABLE,[31287],1
49658,0,STUB: VULNERABLE STABLE,[31287],1
31435,0,STUB: VULNERABLE STABLE,[31287],1
7521,0,STUB: VULNERABLE STABLE,[55391],1
47928,0,STUB: VULNERABLE STABLE,"[43561, 9070]",2
209156,0,STUB: VULNERABLE STABLE,[31287],1
205838,0,STUB: VULNERABLE STABLE,[42093],2
201875,0,STUB: VULNERABLE STABLE,[42093],1
44541,0,STUB: VULNERABLE STABLE,[42093],1
2708,0,STUB: VULNERABLE STABLE,[28458],2
198482,0,STUB: VULNERABLE STABLE,[31287],1
34917,0,STUB: VULNERABLE STABLE,[31287],1
41280,0,STUB: VULNERABLE STABLE,[31287],1
3968,0,STUB: VULNERABLE STABLE,[6503],2
8605,0,STUB: VULNERABLE STABLE,[34073],2
199996,0,STUB: VULNERABLE STABLE,[31287],2
6832,0,STUB: VULNERABLE STABLE,[34073],1
13242,0,STUB: VULNERABLE STABLE,[34073],1
211159,0,STUB: VULNERABLE STABLE,[31287],1
3241,0,STUB: VULNERABLE STABLE,[34073],1
196948,0,STUB: VULNERABLE STABLE,[34073],1
47374,0,STUB: VULNERABLE STABLE,[31287],1
50302,0,STUB: VULNERABLE STABLE,[31287],1
209850,0,STUB: VULNERABLE STABLE,[31287],1
59466,0,STUB: VULNERABLE STABLE,[31287],1
60182,0,STUB: VULNERABLE STABLE,[31287],2
24620,0,STUB: VULNERABLE STABLE,[34073],1
11670,0,STUB: VULNERABLE STABLE,"[53486, 15024, 395127, 40028, 394367]",5
46641,0,STUB: VULNERABLE STABLE,[53486],2
16475,0,STUB: VULNERABLE STABLE,[53486],2
399476,0,STUB: VULNERABLE STABLE,[18943],1
212312,0,STUB: VULNERABLE STABLE,"[31122, 2110]",2
199326,0,STUB: VULNERABLE STABLE,[31122],2
199588,0,STUB: VULNERABLE STABLE,[31122],2
206309,0,STUB: VULNERABLE STABLE,"[31122, 2110]",2
40140,0,STUB: VULNERABLE STABLE,[31122],1
60050,0,STUB: VULNERABLE STABLE,[35819],2
151810,0,STUB: VULNERABLE STABLE,[13383],1
48255,0,STUB: VULNERABLE STABLE,"[31122, 2110]",2
62059,0,STUB: VULNERABLE STABLE,[31122],1
203185,0,STUB: VULNERABLE STABLE,"[39122, 31122, 51043]",3
216414,0,STUB: VULNERABLE STABLE,[31122],2
202614,0,STUB: VULNERABLE STABLE,[24875],2
271389,0,STUB: VULNERABLE STABLE,[271170],1
399916,0,STUB: VULNERABLE STABLE,[13383],1
199702,0,STUB: VULNERABLE STABLE,[39184],1
205872,0,STUB: VULNERABLE UNSTABLE,[50360],1
202148,0,STUB: VULNERABLE STABLE,"[31122, 15502]",2
16995,0,STUB: VULNERABLE STABLE,[13657],1
30414,0,STUB: VULNERABLE STABLE,[13657],1
13810,0,STUB: VULNERABLE STABLE,[13657],1
46478,0,STUB: VULNERABLE STABLE,[13657],1
25989,0,STUB: VULNERABLE STABLE,[7819],1
20128,0,STUB: VULNERABLE STABLE,[7819],1
153699,0,STUB: VULNERABLE STABLE,[38757],1
395361,0,STUB: VULNERABLE STABLE,[7819],1
26699,0,STUB: VULNERABLE STABLE,[6079],2
54724,0,STUB: VULNERABLE STABLE,[6079],2
28467,0,STUB: VULNERABLE STABLE,[270187],2
53777,0,STUB: VULNERABLE STABLE,[6079],2
25970,0,STUB: VULNERABLE STABLE,[7819],1
33346,0,STUB: VULNERABLE STABLE,[7819],1
197726,0,STUB: VULNERABLE STABLE,[34700],2
394534,0,STUB: VULNERABLE STABLE,[6079],2
397348,0,STUB: VULNERABLE STABLE,[6079],2
39830,0,STUB: VULNERABLE STABLE,[25540],2
212397,0,STUB: VULNERABLE STABLE,[12687],2
2601,0,STUB: VULNERABLE STABLE,[34700],2
271707,0,STUB: VULNERABLE STABLE,[262632],3
53642,0,STUB: VULNERABLE STABLE,[6079],2
267108,0,STUB: VULNERABLE STABLE,[262901],2
41381,0,STUB: VULNERABLE STABLE,[51580],2
215994,0,STUB: VULNERABLE STABLE,[6758],2
203966,0,STUB: VULNERABLE STABLE,[28685],2
214840,0,STUB: VULNERABLE STABLE,[204680],1
29052,0,STUB: VULNERABLE STABLE,[6799],2
199375,0,STUB: VULNERABLE STABLE,[6799],3
209515,0,STUB: VULNERABLE STABLE,[6799],2
209111,0,STUB: VULNERABLE STABLE,[6799],2
394106,0,STUB: VULNERABLE STABLE,[13383],3
204775,0,STUB: VULNERABLE STABLE,[5504],2
203598,0,STUB: VULNERABLE STABLE,[6866],2
50996,0,STUB: VULNERABLE STABLE,[15805],2
202534,0,STUB: VULNERABLE STABLE,[6866],2
208854,0,STUB: VULNERABLE STABLE,[204680],1
202117,0,STUB: VULNERABLE STABLE,"[35432, 6866]",3
134746,0,STUB: VULNERABLE STABLE,[4648],2
9559,0,STUB: VULNERABLE STABLE,[132255],3
45809,0,STUB: VULNERABLE STABLE,[55850],2
202539,0,STUB: VULNERABLE STABLE,[204680],1
208829,0,STUB: VULNERABLE STABLE,[6799],2
207812,0,STUB: VULNERABLE STABLE,[50360],1
212677,0,STUB: VULNERABLE STABLE,[50360],1
26445,0,STUB: VULNERABLE STABLE,[13383],1
6994,0,STUB: VULNERABLE STABLE,[36734],1
60441,0,STUB: VULNERABLE STABLE,"[50360, 44814]",2
57509,0,STUB: VULNERABLE STABLE,[50360],1
20693,0,STUB: VULNERABLE STABLE,[198479],1
212115,0,STUB: VULNERABLE UNSTABLE,[50360],1
41418,0,STUB: VULNERABLE STABLE,[198479],1
209160,0,STUB: VULNERABLE STABLE,[50360],1
201795,0,STUB: VULNERABLE STABLE,[59699],2
200391,0,STUB: VULNERABLE STABLE,[50360],1
208637,0,STUB: VULNERABLE STABLE,[50360],1
209696,0,STUB: VULNERABLE STABLE,[50360],1
15239,0,STUB: VULNERABLE STABLE,"[3737, 3580]",2
22580,0,STUB: VULNERABLE STABLE,"[3737, 394868]",2
212283,0,STUB: VULNERABLE STABLE,"[50360, 39184]",2
208532,0,STUB: VULNERABLE STABLE,[30848],3
213847,0,STUB: VULNERABLE STABLE,[39636],2
395631,0,STUB: VULNERABLE STABLE,[3737],2
12363,0,STUB: VULNERABLE STABLE,[8968],2
203762,0,STUB: VULNERABLE STABLE,[12859],2
18934,0,STUB: VULNERABLE STABLE,[2711],2
46255,0,STUB: VULNERABLE STABLE,[2711],2
14480,0,STUB: VULNERABLE STABLE,"[16863, 2711]",3
400726,0,STUB: VULNERABLE STABLE,[4181],2
25810,0,STUB: VULNERABLE STABLE,[4181],2
53931,0,STUB: VULNERABLE STABLE,"[33666, 4181]",2
15180,0,STUB: VULNERABLE STABLE,[7162],1
19089,0,STUB: VULNERABLE STABLE,[7162],2
54248,0,STUB: VULNERABLE STABLE,"[33666, 4181]",2
30638,0,STUB: VULNERABLE STABLE,[393457],1
56332,0,STUB: VULNERABLE STABLE,[24953],1
202808,0,STUB: VULNERABLE STABLE,[56595],1
47492,0,STUB: VULNERABLE STABLE,[56595],1
209082,0,STUB: VULNERABLE STABLE,"[51945, 56595]",2
200087,0,STUB: VULNERABLE STABLE,[6667],2
34387,0,STUB: VULNERABLE STABLE,[6667],2
211879,0,STUB: VULNERABLE STABLE,[56595],1
204516,0,STUB: VULNERABLE STABLE,[20900],1
204212,0,STUB: VULNERABLE STABLE,[20900],1
205885,0,STUB: VULNERABLE STABLE,[56595],1
15201,0,STUB: VULNERABLE STABLE,[7162],1
200465,0,STUB: VULNERABLE STABLE,[48918],1
131898,0,STUB: VULNERABLE STABLE,"[23816, 24572]",2
18140,0,STUB: VULNERABLE STABLE,[23816],1
24296,0,STUB: VULNERABLE STABLE,"[23816, 24572]",2
29690,0,STUB: VULNERABLE STABLE,[35819],4
214156,0,STUB: VULNERABLE STABLE,[35819],2
11787,0,STUB: VULNERABLE STABLE,[17054],2
203116,0,STUB: VULNERABLE STABLE,[35819],2
42428,0,STUB: VULNERABLE STABLE,[35819],3
3311,0,STUB: VULNERABLE STABLE,[35819],3
208873,0,STUB: VULNERABLE STABLE,[8816],1
49474,0,STUB: VULNERABLE STABLE,[35819],3
264652,0,STUB: VULNERABLE STABLE,[52328],1
30857,0,STUB: VULNERABLE STABLE,[35819],3
46901,0,STUB: VULNERABLE STABLE,[11722],2
197989,0,STUB: VULNERABLE STABLE,[35819],2
39358,0,STUB: VULNERABLE STABLE,[35819],2
272853,0,STUB: VULNERABLE STABLE,[263763],3
197215,0,STUB: VULNERABLE STABLE,[8798],2
49257,0,STUB: VULNERABLE STABLE,[35819],3
393749,0,STUB: VULNERABLE STABLE,"[40285, 2711]",2
61073,0,STUB: VULNERABLE STABLE,[35819],2
199886,0,STUB: VULNERABLE STABLE,[56595],1
138844,0,STUB: VULNERABLE STABLE,[38757],1
201715,0,STUB: VULNERABLE STABLE,"[56595, 20860]",2
139422,0,STUB: VULNERABLE STABLE,[38757],1
206928,0,STUB: VULNERABLE STABLE,[15389],2
151605,0,STUB: VULNERABLE STABLE,[38757],1
132661,0,STUB: VULNERABLE STABLE,[38757],1
140455,0,STUB: VULNERABLE STABLE,[38757],1
132667,0,STUB: VULNERABLE STABLE,[38757],2
203961,0,STUB: VULNERABLE STABLE,[199330],1
47233,0,STUB: VULNERABLE STABLE,[20900],1
137288,0,STUB: VULNERABLE STABLE,[38757],2
201304,0,STUB: VULNERABLE STABLE,[199330],1
23522,0,STUB: VULNERABLE STABLE,[32181],1
139441,0,STUB: VULNERABLE STABLE,[38757],1
142384,0,STUB: VULNERABLE STABLE,[38757],3
268849,0,STUB: VULNERABLE STABLE,[53048],2
147171,0,STUB: VULNERABLE STABLE,[38757],1
397711,0,STUB: VULNERABLE STABLE,[393457],1
24524,0,STUB: VULNERABLE STABLE,[38757],1
17725,0,STUB: VULNERABLE STABLE,[38757],1
38765,0,STUB: VULNERABLE STABLE,[38757],2
211005,0,STUB: VULNERABLE STABLE,[57866],2
205197,0,STUB: VULNERABLE STABLE,[56595],1
34612,0,STUB: VULNERABLE STABLE,"[50673, 57866]",2
205517,0,STUB: VULNERABLE STABLE,[56595],1
62353,0,STUB: VULNERABLE STABLE,"[205185, 57866]",2
60241,0,STUB: VULNERABLE STABLE,[56595],1
207647,0,STUB: VULNERABLE STABLE,[57866],2
202072,0,STUB: VULNERABLE STABLE,[57866],3
51050,0,STUB: VULNERABLE STABLE,[57866],2
25433,0,STUB: VULNERABLE STABLE,"[57866, 38930]",2
205283,0,STUB: VULNERABLE STABLE,[56595],2
400080,0,STUB: VULNERABLE STABLE,[13855],2
33029,0,STUB: VULNERABLE STABLE,[13855],2
60036,0,STUB: VULNERABLE STABLE,[56595],1
400528,0,STUB: VULNERABLE STABLE,[13855],1
397790,0,STUB: VULNERABLE STABLE,[13855],1
393514,0,STUB: VULNERABLE STABLE,[13855],1
58148,0,STUB: VULNERABLE STABLE,[56595],1
33628,0,STUB: VULNERABLE STABLE,[40864],1
198904,0,STUB: VULNERABLE STABLE,[15366],2
60393,0,STUB: VULNERABLE STABLE,[34953],2
50758,0,STUB: VULNERABLE STABLE,"[57866, 20900]",2
273586,0,STUB: VULNERABLE STABLE,[28153],2
29869,0,STUB: VULNERABLE STABLE,[50673],1
42159,0,STUB: VULNERABLE STABLE,[50673],1
212911,0,STUB: VULNERABLE STABLE,[50673],1
204519,0,STUB: VULNERABLE STABLE,[50673],1
214128,0,STUB: VULNERABLE STABLE,[50673],1
132376,0,STUB: VULNERABLE STABLE,[50673],1
203557,0,STUB: VULNERABLE STABLE,[50673],1
209072,0,STUB: VULNERABLE STABLE,[50673],1
266667,0,STUB: VULNERABLE STABLE,"[27947, 263238]",2
208864,0,STUB: VULNERABLE STABLE,"[57112, 50673]",2
211895,0,STUB: VULNERABLE STABLE,[50673],1
39114,0,STUB: VULNERABLE STABLE,[50673],1
208685,0,STUB: VULNERABLE STABLE,[50673],1
49145,0,STUB: VULNERABLE STABLE,[50673],1
50132,0,STUB: VULNERABLE STABLE,[50673],2
207627,0,STUB: VULNERABLE STABLE,[50673],2
212025,0,STUB: VULNERABLE STABLE,"[3920, 50673]",3
201978,0,STUB: VULNERABLE STABLE,[50673],2
50381,0,STUB: VULNERABLE STABLE,[50673],1
207491,0,STUB: VULNERABLE STABLE,[50673],1
58051,0,STUB: VULNERABLE STABLE,[42831],2
197212,0,STUB: VULNERABLE STABLE,[35132],2
204615,0,STUB: VULNERABLE STABLE,"[57717, 3399]",4
62020,0,STUB: VULNERABLE STABLE,"[215551, 3399]",2
51546,0,STUB: VULNERABLE STABLE,[3399],2
215957,0,STUB: VULNERABLE STABLE,[13287],1
205179,0,STUB: VULNERABLE STABLE,[13287],2
213031,0,STUB: VULNERABLE STABLE,[13287],1
212462,0,STUB: VULNERABLE STABLE,[13287],1
197183,0,STUB: VULNERABLE STABLE,[13287],1
51256,0,STUB: VULNERABLE STABLE,[21127],1
201735,0,STUB: VULNERABLE STABLE,"[59908, 13287]",2
205086,0,STUB: VULNERABLE STABLE,"[5505, 13287]",2
208910,0,STUB: VULNERABLE STABLE,[13287],1
59591,0,STUB: VULNERABLE STABLE,[50928],3
263056,0,STUB: VULNERABLE UNSTABLE,[52838],2
266040,0,STUB: VULNERABLE STABLE,[6057],3
8279,0,STUB: VULNERABLE STABLE,"[50928, 21127]",2
42408,0,STUB: VULNERABLE STABLE,[21127],2
42323,0,STUB: VULNERABLE STABLE,[21127],1
198021,0,STUB: VULNERABLE STABLE,[21127],1
57021,0,STUB: VULNERABLE STABLE,"[39840, 20943, 39870, 39871]",5
400077,0,STUB: VULNERABLE STABLE,[11686],1
394209,0,STUB: VULNERABLE STABLE,[11686],1
46745,0,STUB: VULNERABLE STABLE,[11686],2
268574,0,STUB: VULNERABLE STABLE,[270890],2
212066,0,STUB: VULNERABLE STABLE,[208398],1
53648,0,STUB: VULNERABLE STABLE,[10674],1
214791,0,STUB: VULNERABLE STABLE,[15544],2
212836,0,STUB: VULNERABLE STABLE,[24875],2
208949,0,STUB: VULNERABLE STABLE,[24875],2
213192,0,STUB: VULNERABLE STABLE,[50673],1
211484,0,STUB: VULNERABLE STABLE,[24875],2
199458,0,STUB: VULNERABLE STABLE,[24875],2
210558,0,STUB: VULNERABLE UNSTABLE,"[24875, 35133]",6
200113,0,STUB: VULNERABLE STABLE,[24875],2
201949,0,STUB: VULNERABLE STABLE,"[24875, 35133]",3
133153,0,STUB: VULNERABLE STABLE,[24875],2
212042,0,STUB: VULNERABLE STABLE,[24875],2
56444,0,STUB: VULNERABLE STABLE,[249],1
207489,0,STUB: VULNERABLE STABLE,"[213753, 58291]",3
215071,0,STUB: VULNERABLE STABLE,[249],1
213385,0,STUB: VULNERABLE STABLE,"[3920, 24875]",2
204094,0,STUB: VULNERABLE STABLE,"[24768, 50673]",2
204963,0,STUB: VULNERABLE STABLE,[50673],1
203993,0,STUB: VULNERABLE STABLE,[50673],2
203815,0,STUB: VULNERABLE STABLE,[50673],1
13115,0,STUB: VULNERABLE STABLE,[29404],1
31383,0,STUB: VULNERABLE STABLE,[50673],1
26021,0,STUB: VULNERABLE STABLE,[50673],1
216418,0,STUB: VULNERABLE STABLE,[49289],3
60222,0,STUB: VULNERABLE STABLE,[50673],1
198972,0,STUB: VULNERABLE STABLE,[50673],1
25971,0,STUB: VULNERABLE STABLE,[11686],1
26414,0,STUB: VULNERABLE STABLE,[50673],1
59802,0,STUB: VULNERABLE STABLE,[50673],1
59800,0,STUB: VULNERABLE STABLE,[50673],1
206009,0,STUB: VULNERABLE STABLE,[58291],2
49447,0,STUB: VULNERABLE STABLE,[50673],1
207595,0,STUB: VULNERABLE STABLE,[50673],1
25964,0,STUB: VULNERABLE STABLE,[11686],2
40252,0,STUB: VULNERABLE STABLE,[11686],2
400305,0,STUB: VULNERABLE STABLE,[11686],1
393273,0,STUB: VULNERABLE STABLE,[11686],1
198468,0,STUB: VULNERABLE STABLE,[50673],1
18711,0,STUB: VULNERABLE STABLE,[21976],1
32993,0,STUB: VULNERABLE STABLE,[21976],2
32450,0,STUB: VULNERABLE STABLE,[21976],2
271688,0,STUB: VULNERABLE STABLE,"[271015, 52871]",2
269456,0,STUB: VULNERABLE STABLE,"[266020, 52871]",2
268448,0,STUB: VULNERABLE STABLE,[52871],2
271457,0,STUB: VULNERABLE STABLE,[52871],3
268341,0,STUB: VULNERABLE STABLE,[52871],2
262626,0,STUB: VULNERABLE STABLE,[52871],2
1004,0,STUB: VULNERABLE STABLE,[42831],3
268802,0,STUB: VULNERABLE STABLE,[52871],2
35262,0,STUB: VULNERABLE STABLE,[20799],1
397905,0,STUB: VULNERABLE STABLE,[20799],1
216186,0,STUB: VULNERABLE STABLE,[20799],1
212574,0,STUB: VULNERABLE STABLE,[16086],2
264283,0,STUB: VULNERABLE STABLE,[52838],2
267855,0,STUB: VULNERABLE STABLE,[19429],2
52439,0,STUB: VULNERABLE STABLE,[64146],4
272039,0,STUB: VULNERABLE STABLE,[52496],2
393864,0,STUB: VULNERABLE STABLE,[30247],1
40356,0,STUB: VULNERABLE STABLE,[52871],2
203909,0,STUB: VULNERABLE STABLE,[213113],1
9007,0,STUB: VULNERABLE STABLE,[9211],1
47717,0,STUB: VULNERABLE STABLE,[9211],2
211643,0,STUB: VULNERABLE STABLE,[9211],1
48311,0,STUB: VULNERABLE STABLE,[47329],2
210860,0,STUB: VULNERABLE STABLE,[9211],1
51114,0,STUB: VULNERABLE STABLE,[9211],1
44275,0,STUB: VULNERABLE STABLE,[56704],2
203176,0,STUB: VULNERABLE STABLE,[214215],4
207271,0,STUB: VULNERABLE STABLE,[6730],2
395987,0,STUB: VULNERABLE STABLE,[21976],1
4769,0,STUB: VULNERABLE STABLE,[38182],3
134698,0,STUB: VULNERABLE STABLE,[133421],2
132170,0,STUB: VULNERABLE STABLE,[136749],2
38280,0,STUB: VULNERABLE STABLE,[9534],2
46015,0,STUB: VULNERABLE STABLE,[38182],3
38868,0,STUB: VULNERABLE STABLE,[9534],3
16430,0,STUB: VULNERABLE STABLE,[22258],2
60230,0,STUB: VULNERABLE STABLE,[57463],1
51067,0,STUB: VULNERABLE STABLE,[50928],2
401456,0,STUB: VULNERABLE STABLE,[21976],1
200133,0,STUB: VULNERABLE STABLE,"[12392, 5488]",2
133859,0,STUB: VULNERABLE STABLE,[9723],1
138680,0,STUB: VULNERABLE STABLE,[9723],1
149791,0,STUB: VULNERABLE STABLE,[18041],1
207468,0,STUB: VULNERABLE STABLE,[18041],1
131668,0,STUB: VULNERABLE STABLE,[18041],1
400464,0,STUB: VULNERABLE STABLE,[4785],2
197860,0,STUB: VULNERABLE STABLE,[52041],2
24168,0,STUB: VULNERABLE STABLE,[18182],2
397296,0,STUB: VULNERABLE STABLE,[29909],2
30151,0,STUB: VULNERABLE STABLE,[30247],2
14217,0,STUB: VULNERABLE STABLE,[29909],1
395663,0,STUB: VULNERABLE STABLE,[29909],1
22544,0,STUB: VULNERABLE STABLE,[29909],1
398216,0,STUB: VULNERABLE STABLE,[29909],1
400806,0,STUB: VULNERABLE STABLE,[29909],1
16932,0,STUB: VULNERABLE STABLE,[29909],1
13625,0,STUB: VULNERABLE STABLE,[29909],1
267233,0,STUB: VULNERABLE STABLE,[271600],2
206746,0,STUB: VULNERABLE STABLE,[39122],2
208711,0,STUB: VULNERABLE STABLE,[42831],2
20221,0,STUB: VULNERABLE STABLE,"[6730, 29909]",3
401758,0,STUB: VULNERABLE STABLE,[30247],2
54559,0,STUB: VULNERABLE STABLE,[33154],1
396226,0,STUB: VULNERABLE STABLE,"[26801, 33154, 7795]",3
33504,0,STUB: VULNERABLE STABLE,"[12025, 33154]",2
27604,0,STUB: VULNERABLE STABLE,[33154],2
398461,0,STUB: VULNERABLE STABLE,[33154],1
14088,0,STUB: VULNERABLE STABLE,[33154],1
395440,0,STUB: VULNERABLE STABLE,"[33154, 13333]",2
27223,0,STUB: VULNERABLE STABLE,[33154],1
18891,0,STUB: VULNERABLE STABLE,[33154],3
131225,0,STUB: VULNERABLE STABLE,[9723],1
16821,0,STUB: VULNERABLE STABLE,[33154],1
52962,0,STUB: VULNERABLE STABLE,[271600],1
401037,0,STUB: VULNERABLE STABLE,[33154],1
141044,0,STUB: VULNERABLE STABLE,[9723],1
137536,0,STUB: VULNERABLE STABLE,[9723],1
135294,0,STUB: VULNERABLE STABLE,[9723],1
135153,0,STUB: VULNERABLE STABLE,[9723],1
134163,0,STUB: VULNERABLE STABLE,[9723],1
134459,0,STUB: VULNERABLE STABLE,[9723],1
150798,0,STUB: VULNERABLE STABLE,[9723],1
26257,0,STUB: VULNERABLE STABLE,[33154],1
55520,0,STUB: VULNERABLE STABLE,"[4818, 4788]",2
138996,0,STUB: VULNERABLE STABLE,[4788],2
137005,0,STUB: VULNERABLE UNSTABLE,[4788],2
271315,0,STUB: VULNERABLE STABLE,[272695],5
55721,0,STUB: VULNERABLE STABLE,"[4788, 38182]",2
132354,0,STUB: VULNERABLE STABLE,[4788],2
271725,0,STUB: VULNERABLE STABLE,[271578],2
141011,0,STUB: VULNERABLE STABLE,"[4818, 4788]",2
206645,0,STUB: VULNERABLE STABLE,[211526],2
210636,0,STUB: VULNERABLE STABLE,[24875],2
198202,0,STUB: VULNERABLE STABLE,[43561],2
132625,0,STUB: VULNERABLE STABLE,[4788],2
58812,0,STUB: VULNERABLE STABLE,[4788],2
134088,0,STUB: VULNERABLE STABLE,[4788],2
137510,0,STUB: VULNERABLE STABLE,[4788],3
9655,0,STUB: VULNERABLE STABLE,[4788],2
198723,0,STUB: VULNERABLE STABLE,[4788],2
42398,0,STUB: VULNERABLE STABLE,[29244],1
134107,0,STUB: VULNERABLE STABLE,[4788],2
208143,0,STUB: VULNERABLE STABLE,[207167],2
35503,0,STUB: VULNERABLE STABLE,[211526],3
24020,0,STUB: VULNERABLE STABLE,[4788],2
55420,0,STUB: VULNERABLE STABLE,[4788],2
141441,0,STUB: VULNERABLE STABLE,[4788],2
135551,0,STUB: VULNERABLE STABLE,[4788],2
24077,0,STUB: VULNERABLE STABLE,[4788],2
58521,0,STUB: VULNERABLE STABLE,[4788],3
38006,0,STUB: VULNERABLE STABLE,[4788],2
141774,0,STUB: VULNERABLE STABLE,[4788],2
131996,0,STUB: VULNERABLE STABLE,[4788],3
134152,0,STUB: VULNERABLE STABLE,[4788],2
271723,0,STUB: VULNERABLE STABLE,[271578],2
273630,0,STUB: VULNERABLE STABLE,[262901],2
152153,0,STUB: VULNERABLE STABLE,[4788],2
134553,0,STUB: VULNERABLE STABLE,"[4788, 38182]",2
17564,0,STUB: VULNERABLE STABLE,[4788],2
271500,0,STUB: VULNERABLE STABLE,[262632],2
141201,0,STUB: VULNERABLE STABLE,[4788],2
3190,0,STUB: VULNERABLE STABLE,[5403],1
199216,0,STUB: VULNERABLE STABLE,[5403],1
135496,0,STUB: VULNERABLE STABLE,[4788],2
263497,0,STUB: VULNERABLE UNSTABLE,[52838],2
132885,0,STUB: VULNERABLE STABLE,"[4788, 9534]",2
29008,0,STUB: VULNERABLE STABLE,[28876],2
270092,0,STUB: VULNERABLE STABLE,[263238],1
50642,0,STUB: VULNERABLE STABLE,[28876],1
52331,0,STUB: VULNERABLE STABLE,[27947],2
273081,0,STUB: VULNERABLE STABLE,[27947],1
64110,0,STUB: VULNERABLE STABLE,[27947],1
272101,0,STUB: VULNERABLE STABLE,[27947],1
262257,0,STUB: VULNERABLE STABLE,[27947],1
270302,0,STUB: VULNERABLE STABLE,[52688],1
24090,0,STUB: VULNERABLE STABLE,[4788],2
269662,0,STUB: VULNERABLE STABLE,[52688],1
269992,0,STUB: VULNERABLE STABLE,[27947],2
38654,0,STUB: VULNERABLE STABLE,[9993],1
24270,0,STUB: VULNERABLE STABLE,"[9993, 17511]",2
62061,0,STUB: VULNERABLE STABLE,[206652],2
208108,0,STUB: VULNERABLE STABLE,[206652],1
53315,0,STUB: VULNERABLE STABLE,[395368],1
11408,0,STUB: VULNERABLE STABLE,[395368],1
35448,0,STUB: VULNERABLE STABLE,[34569],2
33463,0,STUB: VULNERABLE STABLE,"[3081, 25883]",2
269515,0,STUB: VULNERABLE STABLE,[52688],1
131684,0,STUB: VULNERABLE STABLE,[4788],2
273195,0,STUB: VULNERABLE STABLE,[263238],1
267849,0,STUB: VULNERABLE STABLE,[263238],2
265787,0,STUB: VULNERABLE STABLE,[263238],2
207576,0,STUB: VULNERABLE STABLE,[207167],1
207583,0,STUB: VULNERABLE STABLE,[207167],1
274004,0,STUB: VULNERABLE STABLE,[263238],1
266681,0,STUB: VULNERABLE STABLE,[263238],1
266672,0,STUB: VULNERABLE STABLE,[263238],1
206321,0,STUB: VULNERABLE STABLE,[207167],1
272830,0,STUB: VULNERABLE STABLE,[273067],2
207575,0,STUB: VULNERABLE STABLE,[207167],1
399382,0,STUB: VULNERABLE STABLE,[273067],1
273146,0,STUB: VULNERABLE STABLE,[273067],1
273079,0,STUB: VULNERABLE STABLE,[263238],1
272972,0,STUB: VULNERABLE STABLE,[263238],1
273196,0,STUB: VULNERABLE STABLE,[263238],1
274145,0,STUB: VULNERABLE STABLE,[273067],1
273913,0,STUB: VULNERABLE STABLE,[273067],1
266664,0,STUB: VULNERABLE STABLE,[263238],1
273968,0,STUB: VULNERABLE STABLE,[273067],1
273163,0,STUB: VULNERABLE STABLE,[263238],2
29857,0,STUB: VULNERABLE STABLE,[23550],1
39963,0,STUB: VULNERABLE STABLE,[23550],2
14957,0,STUB: VULNERABLE STABLE,[23550],1
132512,0,STUB: VULNERABLE STABLE,[24482],2
137050,0,STUB: VULNERABLE STABLE,[38182],4
133135,0,STUB: VULNERABLE STABLE,[136749],2
60274,0,STUB: VULNERABLE STABLE,[25761],1
60066,0,STUB: VULNERABLE STABLE,"[2588, 5518]",2
63689,0,STUB: VULNERABLE STABLE,[24400],2
33401,0,STUB: VULNERABLE STABLE,[14615],2
38379,0,STUB: VULNERABLE STABLE,[24400],2
59078,0,STUB: VULNERABLE STABLE,[24400],3
271718,0,STUB: VULNERABLE STABLE,[263332],1
15684,0,STUB: VULNERABLE STABLE,[2588],2
212662,0,STUB: VULNERABLE STABLE,"[8473, 8434]",2
15392,0,STUB: VULNERABLE STABLE,"[2588, 5518]",2
209256,0,STUB: VULNERABLE STABLE,"[8473, 8434]",2
207470,0,STUB: VULNERABLE STABLE,[8473],2
135054,0,STUB: VULNERABLE STABLE,[58453],1
212661,0,STUB: VULNERABLE UNSTABLE,[58453],3
37965,0,STUB: VULNERABLE STABLE,[24400],2
203144,0,STUB: VULNERABLE STABLE,[24875],2
214120,0,STUB: VULNERABLE STABLE,"[249, 24875]",3
209649,0,STUB: VULNERABLE STABLE,[6696],2
62343,0,STUB: VULNERABLE STABLE,[6696],1
204059,0,STUB: VULNERABLE STABLE,[6696],1
49964,0,STUB: VULNERABLE STABLE,[6696],1
47346,0,STUB: VULNERABLE STABLE,[6696],2
211106,0,STUB: VULNERABLE STABLE,[6696],1
59929,0,STUB: VULNERABLE STABLE,[58291],1
64478,0,STUB: VULNERABLE STABLE,[6696],1
44989,0,STUB: VULNERABLE STABLE,[3352],2
35219,0,STUB: VULNERABLE STABLE,[6696],1
197616,0,STUB: VULNERABLE STABLE,"[2588, 5518]",2
208214,0,STUB: VULNERABLE STABLE,[6696],1
400967,0,STUB: VULNERABLE STABLE,[21700],3
215931,0,STUB: VULNERABLE STABLE,[21700],2
35454,0,STUB: VULNERABLE STABLE,"[3352, 16338]",2
51152,0,STUB: VULNERABLE STABLE,[3352],2
215298,0,STUB: VULNERABLE STABLE,"[3352, 59908]",2
61181,0,STUB: VULNERABLE STABLE,"[3352, 29231]",2
15633,0,STUB: VULNERABLE STABLE,[3352],2
