asn,name,cone,verdict,dirty,total
131706,PT Selaras Citra Terabit,9,VULNERABLE (No Coverage),5,5
396993,Soraxus Networks Inc.,9,SECURE (Active Local ROV),2,5
25460,The Networking People (TNP) Limited,9,SECURE (Active Local ROV),1,3
262818,Cianet,9,VULNERABLE (No Coverage),3,3
262434,WIIP TELECOM SERVIÇOS DE INTERNET LTDA,9,VULNERABLE (No Coverage),3,3
262354,LIGUE MÓVEL S.A.,9,PARTIAL (Mixed Feeds),3,4
12540,IdecNet S.A.,9,SECURE (Active Local ROV),1,3
12941,intersaar GmbH,9,SECURE (Active Local ROV),2,5
44097,CLEMENT CAVADORE,9,SECURE (Active Local ROV),3,4
1835,Forskningsnettet - Danish NREN,9,SECURE (Active Local ROV),1,1
8893,Artfiles New Media GmbH,9,SECURE (Active Local ROV),1,5
51815,GlobalConnect AB,9,SECURE (Full Coverage),0,1
40702,Clearwave Communications,9,SECURE (Full Coverage),0,2
262505,N4 Telecomunicacoes LTDA - ME,9,PARTIAL (Mixed Feeds),3,4
273103,TV&MÁS S.A.S,9,SECURE (Active Local ROV),5,11
10352,Solarus,9,SECURE (Full Coverage),0,2
262317,ROS Telecom,9,VULNERABLE (No Coverage),2,2
23031,TELECU TELECOMUNICACIONES DEL ECUADOR TELECUSA S.A.S.,9,SECURE (Active Local ROV),6,10
29152,Decknet SARL,9,SECURE (Active Local ROV),1,3
15085,"Immedion, LLC",8,SECURE (Active Local ROV),2,5
48101,Trooli Ltd.,8,SECURE (Active Local ROV),1,3
262720,GIGABYTE TELECOM,8,PARTIAL (Mixed Feeds),2,3
42615,June Slater,8,SECURE (Full Coverage),0,3
24309,Atria Convergence Technologies,8,SECURE (Active Local ROV),2,2
12676,HKN GmbH,8,SECURE (Full Coverage),0,5
2018,TENET (The UNINET Project),8,SECURE (Active Local ROV),2,3
13045,htp GmbH,8,SECURE (Active Local ROV),1,4
16117,Gavle Energi AB,8,SECURE (Active Local ROV),1,1
29550,Team Blue Carrier Limited,8,SECURE (Active Local ROV),2,5
262259,StarNetworks,8,PARTIAL (Mixed Feeds),1,3
35592,Coolhousing s.r.o.,8,SECURE (Active Local ROV),1,2
214443,BE BYTE SRL,8,SECURE (Full Coverage),0,3
35807,SkyNet Ltd.,8,SECURE (Full Coverage),0,2
8676,PRT Systems Limited,8,SECURE (Active Local ROV),1,4
8075,Microsoft Corporation,8,SECURE (Active Local ROV),8,17
197033,KOESIO Networks SAS,8,SECURE (Active Local ROV),1,3
393552,Longmont Power & Communications,8,PARTIAL (Mixed Feeds),1,3
61317,Hivelocity LLC,8,SECURE (Active Local ROV),3,7
262202,"Telefonica de Costa Rica TC, SA",8,VULNERABLE (No Coverage),2,2
1930,"Fundacao para a Ciencia e a Tecnologia, I.P.",8,SECURE (Active Local ROV),1,2
328198,Blue Crane Communications (U) Ltd,8,VULNERABLE (No Coverage),3,3
21100,GREEN FLOID LLC,7,SECURE (Active Local ROV),6,7
202359,AS207960 Cyfyngedig,7,SECURE (Active Local ROV),1,1
209847,WorkTitans B.V.,7,SECURE (Active Local ROV),21,34
8542,Eviny Fiber AS,7,SECURE (Active Local ROV),1,1
43957,WNT Telecommunication GmbH,7,SECURE (Active Local ROV),1,3
213768,Thomas Neumann,7,SECURE (Active Local ROV),2,2
262594,4iNET Communications,7,VULNERABLE (No Coverage),1,1
62425,Mailbox Internet Hizmetleri Ltd. Sti.,7,VULNERABLE (No Coverage),1,1
211623,NAML B.V.,7,SECURE (Active Local ROV),3,4
20686,Bisping & Bisping GmbH & Co KG,7,SECURE (Active Local ROV),2,4
206610,Mixvoip S.A.,7,SECURE (Active Local ROV),1,4
214331,Teske Virtual System Ltda,7,SECURE (Active Local ROV),2,4
559,SWITCH,7,SECURE (Active Local ROV),2,6
12502,Dr.-Ing. Nepustil & Co. GmbH Internet Service Center Ingenieurgesellschaft fuer Systemsoftware und Kommunikationstechnik,7,SECURE (Active Local ROV),1,3
12480,ILK Internet.Gmbh,7,SECURE (Full Coverage),0,4
4760,HKT Limited,7,SECURE (Active Local ROV),2,2
399898,Conexon Connect,7,SECURE (Full Coverage),0,3
196610,DE-CIX Academy,7,SECURE (Active Local ROV),1,2
9158,Telenor A/S,7,SECURE (Full Coverage),0,3
6315,"XMission, L.C.",7,SECURE (Active Local ROV),2,7
49791,Newserverlife LLC,7,SECURE (Active Local ROV),1,3
15605,Connesi S.p.A.,7,SECURE (Active Local ROV),3,6
13781,Hopkinsville Electric System,7,SECURE (Active Local ROV),3,5
262480,CONNECT10 INTERNET EIRELI,7,PARTIAL (Mixed Feeds),4,5
37529,Gestora de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial,7,SECURE (Active Local ROV),1,4
2602,Fondation RESTENA,7,SECURE (Active Local ROV),2,3
328271,Syokinet Solutions Limited,7,PARTIAL (Mixed Feeds),1,3
262404,JC SERVICOS DE INTERNET LTDA,7,VULNERABLE (No Coverage),3,3
39521,TNGNET B.V.,7,SECURE (Active Local ROV),2,5
2107,ARNES,7,SECURE (Active Local ROV),1,3
9312,xTom,7,SECURE (Active Local ROV),2,2
24183,DTS LTD,7,SECURE (Full Coverage),0,1
395823,doof.net,7,SECURE (Full Coverage),0,2
62563,GLOBALTELEHOST Corp.,7,SECURE (Active Local ROV),1,3
45014,Nuco Technologies Ltd,7,SECURE (Active Local ROV),1,4
212123,Jori Vanneste,7,SECURE (Active Local ROV),4,7
265867,Trans Ocean Network,7,SECURE (Active Local ROV),2,2
28760,Infotech EDV-Systeme GmbH,7,SECURE (Active Local ROV),2,3
131471,Login.Me (Pvt) Ltd,6,VULNERABLE (No Coverage),2,2
29974,Wightman Telecom,6,SECURE (Active Local ROV),1,3
196749,BBANDA S.R.L.,6,PARTIAL (Mixed Feeds),1,2
25192,"CZ.NIC, z.s.p.o.",6,SECURE (Active Local ROV),9,13
205235,Labitat,6,SECURE (Full Coverage),0,1
150000,Data-Beam Business Solution,6,SECURE (Active Local ROV),2,5
327724,National Information Technology Authority Uganda,6,SECURE (Active Local ROV),2,3
44302,NETregator Kft.,6,SECURE (Full Coverage),0,2
59414,cloudscale.ch AG,6,SECURE (Active Local ROV),2,4
8823,Rockenstein AG,6,SECURE (Active Local ROV),4,5
210464,ANDREW KRISTULI,6,SECURE (Active Local ROV),2,2
8315,Accenture B. V.,6,SECURE (Active Local ROV),1,3
26006,Exodo LLC,6,SECURE (Active Local ROV),1,3
35600,Vedege SAS,6,SECURE (Active Local ROV),1,3
59678,SYSTEM36 LLC,6,SECURE (Active Local ROV),2,3
21183,Vodafone Albania (fka. Abcom),6,SECURE (Full Coverage),0,2
15502,Vodafone Ireland Limited,6,SECURE (Active Local ROV),1,2
393442,United Electric Cooperative,6,PARTIAL (Mixed Feeds),1,3
8820,tal.de GmbH,6,SECURE (Active Local ROV),2,6
33083,AxcelX Technologies LLC,6,SECURE (Active Local ROV),1,4
262807,Redfox Telecomunicações Ltda.,6,VULNERABLE (No Coverage),2,2
39699,Lounea Palvelut Oy,6,SECURE (Active Local ROV),1,2
557,University of Maine System,6,PARTIAL (Mixed Feeds),1,3
5459,London Internet Exchange Ltd.,6,SECURE (Active Local ROV),1,3
262643,BRC TELECOMUNICACOES EIRELI,6,VULNERABLE (No Coverage),4,4
131717,PT Citra Jelajah Informatika,6,VULNERABLE (No Coverage),3,3
327983,Interworks Wireless Solutions,6,SECURE (Full Coverage),0,1
224,Sikt (Uninett),6,SECURE (Active Local ROV),1,1
42652,inexio Informationstechnologie und Telekommunikation Gmbh,6,SECURE (Active Local ROV),1,1
25291,SysEleven GmbH,6,SECURE (Full Coverage),0,1
200462,"Lennart Seitz trading as ""ETH-Services""",6,SECURE (Active Local ROV),2,8
262812,K.H.D. SILVESTRI E CIA LTDA,6,PARTIAL (Mixed Feeds),1,2
61337,Single Mode Networks Ltd,6,SECURE (Active Local ROV),1,2
199860,ATOMDATA JSC,6,SECURE (Active Local ROV),2,4
14371,Paul Bunyan Communications,6,SECURE (Full Coverage),0,3
2,University of Delaware,6,VULNERABLE (No Coverage),12,12
262676,Intervip Networks Ltda.,6,VULNERABLE (No Coverage),3,3
151704,BHARAT DATACENTER,6,SECURE (Active Local ROV),2,2
393227,RTC Communications Corp.,5,SECURE (Full Coverage),0,2
6881,NIX.CZ z.s.p.o.,5,PARTIAL (Mixed Feeds),1,4
262485,S.C. RIO TELECOMUNICACOES E INFORMATICA LTDA,5,VULNERABLE (No Coverage),2,2
45355,Digicel Fiji Limited,5,SECURE (Active Local ROV),2,2
215085,Maik Polman trading as PixelHosting,5,SECURE (Active Local ROV),2,3
327767,Ultimate Linux Solutions (Pty) Ltd,5,PARTIAL (Mixed Feeds),2,3
131642,"Pittqiao Network Information Co.,Ltd.",5,PARTIAL (Mixed Feeds),4,5
262755,AONET SERVICOS DE COMUNICACAO LTDA,5,PARTIAL (Mixed Feeds),3,5
131735,PT Telemedia Network Cakrawala,5,VULNERABLE (No Coverage),2,2
35132,Enivest AS,5,SECURE (Active Local ROV),1,1
20545,Georgian Research and Educational Networking Association (GRENA),5,SECURE (Active Local ROV),1,2
262567,TELECOM FOZ,5,PARTIAL (Mixed Feeds),2,3
262444,XTURBO PROVEDOR DE INTERNET LTDA,5,VULNERABLE (No Coverage),2,2
262456,IMAGEM EDITORACAO ELETRONICA E INFORMATICA LTDA,5,VULNERABLE (No Coverage),2,2
28768,Alpilink Cloud S.A.S.,5,SECURE (Active Local ROV),1,4
262411,Force Telecom Ltda,5,PARTIAL (Mixed Feeds),1,4
262832,Link Cariri,5,VULNERABLE (No Coverage),3,3
22611,"InMotion Hosting, Inc.",5,SECURE (Active Local ROV),1,6
1403,EBOX,5,SECURE (Active Local ROV),1,4
1213,HEAnet CLG,5,SECURE (Active Local ROV),1,3
134148,SingAREN,5,SECURE (Active Local ROV),4,5
34820,DELTA ONLINE spol. s r.o.,5,SECURE (Active Local ROV),1,2
35008,"Kerfuffle, LLC",5,SECURE (Full Coverage),0,3
12414,Solcon Internetdiensten B.V.,5,SECURE (Active Local ROV),1,3
197099,Multinet24 Sp.zoo,5,PARTIAL (Mixed Feeds),1,3
51929,Advania Sverige AB,5,SECURE (Active Local ROV),1,1
211301,Collin Schneeweiss trading as Unesty Company,5,SECURE (Active Local ROV),2,2
203020,HostRoyale Technologies Pvt Ltd,5,SECURE (Active Local ROV),5,6
37611,Afrihost (Pty) Ltd,5,SECURE (Active Local ROV),2,2
215147,Schleyer-EDV UG,5,SECURE (Active Local ROV),3,4
207003,Web1 Oy,5,SECURE (Full Coverage),0,2
207995,Lightning Fibre,5,SECURE (Full Coverage),0,4
49605,Digital Telecommunication Services S.r.l.,5,SECURE (Active Local ROV),1,2
197706,Keminet SHPK,5,SECURE (Active Local ROV),2,3
20292,miriquidi networks GmbH,4,SECURE (Full Coverage),0,2
262571,SM Networks,4,VULNERABLE (No Coverage),3,3
31272,WildPark Co,4,SECURE (Full Coverage),0,2
47242,Host SpA,4,SECURE (Active Local ROV),1,4
262565,CYBER INTERNET LTDA ME,4,VULNERABLE (No Coverage),3,3
12886,LEW TelNet GmbH,4,SECURE (Active Local ROV),1,2
25543,"ONATEL (Office National des Telecommunications, PTT)",4,SECURE (Active Local ROV),2,2
262343,Net Aki Internet Ltda,4,PARTIAL (Mixed Feeds),1,2
30971,nic.at GmbH,4,SECURE (Active Local ROV),3,4
262766,VITAL NET,4,VULNERABLE (No Coverage),3,3
262765,Net Fácil Sistemas Eletrônicos Ltda ME,4,PARTIAL (Mixed Feeds),2,3
262764,USONET INTERNET TECNOLOGIC EIRELI,4,VULNERABLE (No Coverage),1,1
51691,F-Solutions Oy,4,SECURE (Full Coverage),0,2
14061,DigitalOcean LLC,4,SECURE (Active Local ROV),6,11
51692,Steven Smith trading as HyberHost,4,SECURE (Full Coverage),0,1
42695,Cleura AB,4,SECURE (Full Coverage),0,5
262296,Windx Telecomunicações,4,VULNERABLE (No Coverage),1,1
12322,Free SAS,4,SECURE (Active Local ROV),1,4
56381,level66.network UG (haftungsbeschraenkt),4,SECURE (Full Coverage),0,3
59890,Kabel-TV Lampert GmbH & Co KG,4,SECURE (Active Local ROV),2,5
35612,EOLO S.p.A.,4,SECURE (Active Local ROV),1,4
262318,Horizons Telecomunicações e Tecnologia S.A.,4,VULNERABLE (No Coverage),1,1
38826,Infinite Networks Pty Ltd,4,SECURE (Active Local ROV),1,2
262737,Gateway Telecom Ltda - ME,4,PARTIAL (Mixed Feeds),1,3
3221,Estonian Education and Research Network,4,SECURE (Active Local ROV),2,4
262769,AVANZA TELECOM LTDA,4,PARTIAL (Mixed Feeds),3,4
57388,I.B.C - Telecom Sh.p.k.,4,SECURE (Full Coverage),0,1
327934,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom),4,SECURE (Full Coverage),0,1
196735,JON.CZ s.r.o.,4,VULNERABLE (No Coverage),1,1
51468,One.com A/S,4,SECURE (Full Coverage),0,2
200185,Aruba S.p.A.,4,SECURE (Active Local ROV),1,4
263781,"ONNO NETWORKS, SOCIEDAD ANÓNIMA",4,SECURE (Active Local ROV),2,2
5482,AllPoints Fibre Limited,4,SECURE (Active Local ROV),1,3
204279,Eltrona Interdiffusion S.A.,4,SECURE (Full Coverage),0,2
152605,Z COM NETWORKS,4,SECURE (Active Local ROV),1,1
204281,NETX - NG LTD,4,VULNERABLE (No Coverage),4,4
262199,Columbus Networks El Salvador SA de CV,4,VULNERABLE (No Coverage),1,1
5645,"TekSavvy Solutions, Inc.",4,SECURE (Active Local ROV),1,3
12119,ITV-3,4,SECURE (Active Local ROV),1,3
209090,Association Stolon,4,SECURE (Active Local ROV),1,2
11170,Roller Network LLC,4,SECURE (Full Coverage),0,1
200950,Lyratris Limited,4,SECURE (Active Local ROV),3,4
13037,Zen Internet Ltd,4,SECURE (Active Local ROV),2,3
209049,MICHCOM LIMITED,4,SECURE (Active Local ROV),2,3
56457,FASTPATH IKE,4,SECURE (Active Local ROV),1,3
24679,kyberio GmbH,4,SECURE (Active Local ROV),1,4
204471,2S Computers SRL,4,SECURE (Active Local ROV),1,4
34683,TELKEA TELECOM SA,4,SECURE (Full Coverage),0,2
1547,"INTERDNESTRKOM, Sovmestnoe Zakrytoe Aktsionernoe Obshchestvo",4,SECURE (Active Local ROV),5,12
262387,Intermicro Ltda,4,VULNERABLE (No Coverage),3,3
398395,PureVoltage Hosting Inc.,4,SECURE (Active Local ROV),1,2
59790,Marco Bungalski GmbH,4,SECURE (Full Coverage),0,3
262668,Mar Provedor de Internet Ltda,4,VULNERABLE (No Coverage),3,3
262360,NEDEL TELECOM,4,VULNERABLE (No Coverage),3,3
34606,B.B.Bell SPA,4,SECURE (Active Local ROV),1,2
29600,Latvenergo,4,SECURE (Active Local ROV),1,1
327733,Saicom Voice Services,4,PARTIAL (Mixed Feeds),1,2
262450,NORTENET TELECOMUNICACOES DO BRASIL LTDA - EPP,4,VULNERABLE (No Coverage),2,2
4474,"TCT West, Inc.",4,SECURE (Active Local ROV),1,4
50469,Peer Kohlstetter trading as Hessenkom GmbH & Co. KG,4,SECURE (Active Local ROV),1,7
25424,CEZNET s.r.o.,4,SECURE (Full Coverage),0,4
42598,Merk Solutions sp. z o.o.,4,SECURE (Full Coverage),0,1
262458,Tec System Sistemas Eletronicos LTDA,4,VULNERABLE (No Coverage),4,4
55736,Dataknox Pty Limited,4,SECURE (Active Local ROV),1,1
262416,GLOBALL TELECOM,4,PARTIAL (Mixed Feeds),3,4
196983,Elsynet S.r.l.,4,SECURE (Full Coverage),0,3
15743,net.de AG,4,SECURE (Full Coverage),0,4
12381,Resilans AB,4,SECURE (Full Coverage),0,2
327687,Research and Education Network for Uganda,4,PARTIAL (Mixed Feeds),1,2
262426,BRAVA INTERNET,3,VULNERABLE (No Coverage),3,3
16125,UAB Cherry Servers,3,SECURE (Active Local ROV),2,3
15366,DNS:NET Internet Service GmbH,3,SECURE (Full Coverage),0,3
206548,ZCOM.cz s.r.o,3,SECURE (Active Local ROV),1,3
51333,Arcolink Telecomunicazioni S.r.l.,3,SECURE (Active Local ROV),1,2
31510,Innsbrucker Kommunalbetriebe AG,3,SECURE (Active Local ROV),1,3
44973,Rechenzentrum Hassfurt GmbH,3,SECURE (Active Local ROV),1,3
262428,LINK10 BR,3,VULNERABLE (No Coverage),3,3
204770,UAB Cherry Servers,3,SECURE (Active Local ROV),2,4
131310,CX2 Computer Exchange,3,PARTIAL (Mixed Feeds),2,3
262433,QI Equipamentos para Informática Ltda.,3,SECURE (Active Local ROV),3,5
262437,InNET Ponto Com Ltda.,3,VULNERABLE (No Coverage),2,2
204666,Jiri Tlapak,3,SECURE (Full Coverage),0,2
13092,Akademska mreza Republike Srbije - AMRES,3,SECURE (Active Local ROV),2,2
60841,BerryByte Limited,3,SECURE (Full Coverage),0,3
34758,Axera SpA,3,SECURE (Active Local ROV),1,3
31841,NEW KNOXVILLE TELEPHONE COMPANY,3,SECURE (Full Coverage),0,1
262473,SAMISSA TELECOM,3,VULNERABLE (No Coverage),3,3
39835,goetel GmbH,3,SECURE (Active Local ROV),1,2
44431,OmniAccess S.L.,3,SECURE (Active Local ROV),1,4
262282,MARIA LUCIANA MACHADO E CIA LTDA-ME,3,PARTIAL (Mixed Feeds),1,2
206186,Stowarzyszenie e-Poludnie,3,SECURE (Active Local ROV),1,3
201290,BlackGATE B.V.,3,SECURE (Active Local ROV),3,4
3,Massachusetts Institute of Technology,3,SECURE (Active Local ROV),6,11
397097,"Infrastructure Management Associates, Inc.",3,SECURE (Full Coverage),0,1
49798,BBX s.r.o.,3,SECURE (Full Coverage),0,1
34555,C.C.S. (Leeds) Ltd,3,PARTIAL (Mixed Feeds),1,2
262491,Saulo J. de Moura Borba ME,3,VULNERABLE (No Coverage),3,3
34554,Antares Kommunikationstechnik AG,3,SECURE (Active Local ROV),2,3
212109,Squirrel Internet Ltd,3,SECURE (Full Coverage),0,2
51248,Host-Telecom.com s.r.o.,3,SECURE (Active Local ROV),1,5
262496,Clonix Telecom Eireli ME,3,VULNERABLE (No Coverage),2,2
328856,VIJIJI CONNECT LIMITED,3,SECURE (Active Local ROV),3,3
48284,SWU TeleNet GmbH,3,SECURE (Active Local ROV),1,2
197207,Hamrahe Avval (Mobile Communication Company of Iran),3,VULNERABLE (No Coverage),1,1
49855,PLUTEX GmbH,3,SECURE (Full Coverage),0,2
212068,Alioth Systems Limited,3,SECURE (Active Local ROV),2,3
57356,Highland Network Ltd,3,SECURE (Full Coverage),0,1
262374,FAZZY INTERNET,3,VULNERABLE (No Coverage),2,2
262293,Sistema Oeste de Serviços LTDA,3,VULNERABLE (No Coverage),5,5
215605,Shams Hanna trading as InformatiQ,3,SECURE (Active Local ROV),2,4
50332,SQUILD GmbH,3,SECURE (Full Coverage),0,2
210036,Rayhaan Ahmad Jaufeerally,3,SECURE (Active Local ROV),4,5
262286,Netw Telecom,3,VULNERABLE (No Coverage),2,2
51225,Armenian internet traffic exchange 'Armix' foundation,3,SECURE (Full Coverage),0,1
57084,Bjare Kraft ekonomisk forening,3,SECURE (Full Coverage),0,1
262408,CEPAIN TELECOM,3,VULNERABLE (No Coverage),3,3
54148,Dynamic Quantum Networks,3,SECURE (Active Local ROV),8,15
44133,IPAX GmbH,3,SECURE (Full Coverage),0,1
1,"Level 3 Parent, LLC",3,VULNERABLE (No Coverage),5,5
262794,VERO S.A,3,VULNERABLE (No Coverage),2,2
262550,LUCAS NETWORK INFORMATICA LTDA ME,3,VULNERABLE (No Coverage),4,4
29287,Wien Energie GmbH,3,SECURE (Full Coverage),0,1
35258,akquinet outsourcing gGmbH,3,SECURE (Active Local ROV),1,4
29182,JSC IOT,3,SECURE (Active Local ROV),4,7
12,New York University,3,PARTIAL (Mixed Feeds),2,6
1003,andrewnet,3,SECURE (Active Local ROV),4,6
2857,Johannes Gutenberg-Universitaet Mainz,3,SECURE (Full Coverage),0,3
15401,Orange Business Services SA,3,SECURE (Full Coverage),0,3
135918,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,3,SECURE (Active Local ROV),1,2
47689,"Pudu, LLC",3,SECURE (Active Local ROV),3,8
7247,Mojo Networks,3,SECURE (Full Coverage),0,1
262617,UWBR VOX Telecomunicações S/A,3,VULNERABLE (No Coverage),4,4
262600,ASE TELECOMUNICAÇÕES LTDA ME,3,VULNERABLE (No Coverage),2,2
3130,RGnet OU,3,SECURE (Full Coverage),0,3
10279,"West Carolina Communications, LLC",3,SECURE (Full Coverage),0,2
262657,DENTEL Telecom,3,VULNERABLE (No Coverage),1,1
30892,DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS IBERIA SL,3,SECURE (Full Coverage),0,3
21107,Blicnet d.o.o.,3,SECURE (Active Local ROV),1,3
328317,AEROCOM BROADBAND SERVICES,3,SECURE (Active Local ROV),2,2
33604,Burlington Telecom,3,SECURE (Full Coverage),0,2
196906,PE Brunarsky Andrey Romanovich,3,VULNERABLE (No Coverage),2,2
399580,Radish Networks,3,SECURE (Active Local ROV),1,2
262708,G R Serviços de Comunicação Multimídia Ltda. ME,3,PARTIAL (Mixed Feeds),1,3
36914,Kenya Education Network,3,SECURE (Active Local ROV),1,3
20694,NMMN New Media Markets & Networks IT-Services GmbH,3,SECURE (Full Coverage),0,2
262803,NETULTRA PROVEDOR DE INTERNET,3,VULNERABLE (No Coverage),5,5
262805,REDE MINAS TELECOM LTDA,3,PARTIAL (Mixed Feeds),9,10
262687,Screen Saver Informática LTDA,3,PARTIAL (Mixed Feeds),8,9
60163,KEKLOLWTF AS,3,SECURE (Full Coverage),0,1
262591,CONECTION SERVICOS DE VALOR ADICIONADO LTDA,3,VULNERABLE (No Coverage),2,2
207176,OPENFIBER B.V.,3,SECURE (Active Local ROV),2,4
47638,Cadence Networks Ltd,3,SECURE (Active Local ROV),3,5
262587,CST - Cerentini Soluções em Tecnologia,3,PARTIAL (Mixed Feeds),2,4
262792,GRUPO VESC,3,PARTIAL (Mixed Feeds),10,11
262689,UNOUN INTERNET LTDA,3,VULNERABLE (No Coverage),3,3
262691,CONECTA LTDA.,3,SECURE (Full Coverage),0,2
207375,Fiber Operator B.V.,3,SECURE (Active Local ROV),1,2
55,University of Pennsylvania,3,SECURE (Active Local ROV),1,3
33582,Digicel St.Lucia Ltd,3,SECURE (Active Local ROV),1,1
49420,Aplitt Sp. z o.o.,3,SECURE (Active Local ROV),2,4
12392,VOO S.A.,3,SECURE (Full Coverage),0,2
15435,DELTA Fiber Nederland B.V.,3,SECURE (Active Local ROV),1,4
262741,CONECTSUL SOLUCOES EM INTERNET,3,VULNERABLE (No Coverage),2,2
56430,Chroot Network SRL,3,SECURE (Active Local ROV),3,4
328320,Kurlec Wireless (PTY) Ltd,3,SECURE (Full Coverage),0,1
24757,Ethio telecom,3,SECURE (Active Local ROV),4,5
15450,Alhambra Systems SA,3,SECURE (Active Local ROV),1,2
327824,Converged Telecoms,3,SECURE (Active Local ROV),2,2
10214,Pentanet Limited,3,SECURE (Active Local ROV),2,2
131749,PT Arthatama Adhiprima Persada,3,VULNERABLE (No Coverage),3,3
62217,Vinters IT Ltd,3,PARTIAL (Mixed Feeds),3,6
25198,INTERKVM HOST (ZetServers),3,SECURE (Active Local ROV),1,1
327996,Accelerit Technologies PTY LTD,3,SECURE (Full Coverage),0,1
262541,ITEMNET PROVEDOR DE INTERNET LTDA - ME,3,SECURE (Active Local ROV),2,3
57944,IP-Connect LLC,3,SECURE (Active Local ROV),2,3
20965,GEANT Vereniging,3,SECURE (Active Local ROV),2,2
25229,"Limited Liability Company ""KYIVSKI TELEKOMUNIKATSIYNI MEREZHI""",3,SECURE (Full Coverage),0,1
3333,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),3,SECURE (Full Coverage),0,5
12496,Infinity Developments Limited,3,SECURE (Active Local ROV),1,2
8,Rice University,3,VULNERABLE (No Coverage),5,5
327849,DIRECTEL COMMUNICATIONS (PTY) LTD,3,SECURE (Active Local ROV),3,4
196954,Epcan GmbH,3,SECURE (Active Local ROV),1,5
43619,Association pour l'union des reseaux des residences etudiantes (AURORE),3,SECURE (Active Local ROV),2,2
20412,Clarity Telecom LLC,3,SECURE (Full Coverage),0,3
41872,GIB-Solutions AG,3,SECURE (Active Local ROV),2,4
197035,"TVIN-INET, LLC",3,SECURE (Active Local ROV),1,2
25273,Broadcasting Center Europe (an RTL Group Company),3,SECURE (Active Local ROV),1,4
262772,GTV Fibra,3,PARTIAL (Mixed Feeds),1,2
35613,FASTER CZ spol. s r.o.,3,SECURE (Full Coverage),0,3
15614,Dragon Internet a.s.,3,SECURE (Active Local ROV),2,3
199811,Wifx SA,2,SECURE (Active Local ROV),2,4
62371,Proton AG,2,SECURE (Active Local ROV),1,5
29505,Stadtwerke Luebeck Digital GmbH,2,SECURE (Active Local ROV),1,3
262379,HZ TELECOMUNICAÇÕES E INFORMATICA LTDA,2,VULNERABLE (No Coverage),2,2
262634,LEMOS E MORAIS LTDA.,2,VULNERABLE (No Coverage),2,2
5,WFA Group LLC,2,PARTIAL (Mixed Feeds),3,4
44234,"Gaya, s.r.o.",2,SECURE (Active Local ROV),1,2
393713,All Points Broadband,2,SECURE (Active Local ROV),1,2
63771,Border Gateway Protocol Network Analysis Project,2,SECURE (Active Local ROV),1,2
38299,REANNZ Corporate,2,SECURE (Active Local ROV),1,1
