asn,name,cc,verdict,apnic_score,cone,dirty_feeds,total_feeds
39790,Web4U s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
400245,AlphaCentri Corporation,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
31615,Odido Netherlands B.V.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
7065,"Sonic.net, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
39857,Aalto University Student Union,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
23483,Shasta County Office of Education,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
64449,Datakonsult Magnus Sandberg,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
31705,Europaischen Organisation fuer die Nutzung Meteorologischen Satelliten (Eumetsat),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
39900,SIA GOOD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
31708,Coreix Ltd,XX,IXP / Peer / Stub,-1,0,0,0
400371,PUEBLO OF LAGUNA UTILITY AUTHORITY,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
39935,NETSMART (CYPRUS) LTD,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
56329,Gigaclear Limited,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
48154,Thomas Horx & Christian Wetzig GbR,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
211997,EHO.LINK SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
31775,"Greenlight Networks, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
56357,Technical University of Munich,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
203817,Kuhmon kyläverkko-osuuskunta,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
203847,Marconi Solutions Srls,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
212049,Jonathan Nebel,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
40021,"Contabo (Nubes, LLC)",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
15457,"NOS Madeira Comunicacoes, S.A.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
56427,Michal Hradil,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
56465,Therecom Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
40098,"Community Antenna Service, Inc.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
23719,University of Sydney,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
203953,Hiper A/S,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
31922,"Datto, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
400564,"Weston Reed, Sole Proprietorship",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
400566,Sergio Zygmunt,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
15556,"City Solutions, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
48328,retarus GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,5
204003,Jan-Eric Ortgies,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
204020,Fenice Telekom Grupa d.o.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
56566,SATT a.s.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
400644,BGPKIT LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
48390,Lucas Dousse,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
56588,Information System Authority,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
204053,ADESTIS GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
204057,Duomenu apdorojimo centras LTD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
204058,"Fibris, s.r.o.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
15693,Today Concepts B.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
400719,RJN Services,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
7514,"Computer Engineering & Consulting, Ltd.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
212321,PC A LA CARTE SASU,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
212323,Daedalean AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
204151,EWII Bredbaand A/S,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
15817,Mittwald GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
204253,CTS Eventim Solutions GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
7645,Deakin University,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
204296,VEKA AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
48661,"AIRWAYNET, a.s.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
204310,Synergies GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
40490,"Afilias, Inc.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
56876,Ociris GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
204334,Vassbacks Fibernat ek. for.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
147040,NEBULA SYSTEMS SDN BHD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,4
24164,UNION BROADBAND NETWORK,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
56933,Datagram s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
24165,UNION BROADBAND NETWORK,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
48777,DARC e.V.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
212623,NysaNet sp. z o.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
204467,AIRSTREAM SRL,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
270009,GUALAN JAPON LUIS JOAQUIN (SARAGUROSNET),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
401167,Sinn Development Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
57103,Nomotech SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
48926,Pe3ny Net s.r.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
139049,GIGACOMM PTY LTD,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
48945,OPEN FIBRE NETWORKS (WHOLESALE) LIMITED,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
16188,punkt.de GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
24390,The University of the South Pacific,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
212832,Association REPTIGO,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
212855,Jelle Luteijn,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,5
57225,Floris van der Krieken,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
212882,dnx network sarl,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
57254,FHU SKANET Wojciech Capek,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
204731,FIBRENEST LIMITED,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
57294,Internet Expert s.r.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
40916,"Evalse, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
204796,Krones AG,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
