asn,name,cc,cone,verdict,apnic_score,dirty,total
141412,RAMDIA ONLINE,XX,0,Unverified (Missing Data),0.0,0,0
141411,SPEED PLUS,XX,0,Unverified (Missing Data),0.19,0,0
141410,Airson Internet Pvt Ltd,XX,0,Unverified (Missing Data),0.0,0,0
14141,Performive LLC,XX,0,Unverified (Missing Data),-1.0,0,0
141409,3K33 sp. z o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
141408,Celcom Axiata Berhad,XX,0,Unverified (Missing Data),-1.0,0,0
141407,Celcom Axiata Berhad,XX,0,Unverified (Missing Data),-1.0,0,0
141406,Cygnet Infotech Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141405,NYT Hong Kong Limited (Korea branch),XX,0,Unverified (Missing Data),-1.0,0,0
141404,MAK BROADBAND,XX,0,Unverified (Missing Data),-1.0,0,0
141403,Open Spaces Internet Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141426,Skymax Communication,XX,0,Unverified (Missing Data),-1.0,0,0
141428,Rangsit University,XX,0,Unverified (Missing Data),-1.0,0,0
141453,Private limited,XX,0,Unverified (Missing Data),-1.0,0,0
141429,Agatha Network,XX,0,Unverified (Missing Data),-1.0,0,0
141451,OneTeam IT Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141450,Connect Communication,XX,0,Unverified (Missing Data),-1.0,0,0
14145,REGIONS FINANCIAL CORPORATION,XX,0,Unverified (Missing Data),-1.0,0,0
141449,AllSafe Technologies Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141448,A S ONLINE,XX,0,Unverified (Missing Data),0.79,0,0
141447,Sky Wave Technologies Internet Service,XX,0,Unverified (Missing Data),-1.0,0,0
141446,3 Net Technology,XX,0,Unverified (Missing Data),0.78,0,0
141445,Phoenix Network,XX,0,Unverified (Missing Data),-1.0,0,0
141444,Wicked Networks Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141443,Habiganj Net Communications,XX,0,Unverified (Missing Data),0.0,0,0
141442,Dot Lines Bangladesh Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141441,MY E.G. SERVICES BERHAD,XX,0,Unverified (Missing Data),-1.0,0,0
141440,Level3 Carrier Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
14144,"Admin on Demand, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
141439,S F BD Online,XX,0,Unverified (Missing Data),-1.0,0,0
141438,Bangladesh SEZ Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
141437,Officeworks Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141436,M/S Net Connect,XX,0,Unverified (Missing Data),0.0,0,0
141435,Bayer (South East Asia) Pte Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141434,NL Solution,XX,0,Unverified (Missing Data),-1.0,0,0
141433,Netcom Internet Service,XX,0,Unverified (Missing Data),0.14,0,0
141432,Tzee's Multi Services (Pvt.) Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141431,Call 2 Phone Private Limited,XX,0,Unverified (Missing Data),0.56,0,0
141430,JWNetwork,XX,0,Unverified (Missing Data),-1.0,0,0
14143,Rock Solid Internet & Telephone,XX,0,Safe (Missing Data),100.0,0,0
141402,St Augustine's College-Sydney,XX,0,Unverified (Missing Data),-1.0,0,0
141401,Bank of Sydney,XX,0,Unverified (Missing Data),-1.0,0,0
141400,COMCARE,XX,0,Unverified (Missing Data),-1.0,0,0
14140,Auburn Essential Services,XX,0,Safe (Missing Data),100.0,0,0
141372,Logitech Cable (Private) Limited,XX,0,Unverified (Missing Data),0.41,0,0
141371,MADISON TECHNOLOGIES MALAYSIA PLT,XX,0,Unverified (Missing Data),-1.0,0,0
141370,"CAMBODIAN TXT TELECOM CO., LTD.",XX,0,Unverified (Missing Data),-1.0,0,0
14137,America Internet & Communications,XX,0,Unverified (Missing Data),-1.0,0,0
141369,Meezan Bank Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141368,ICT,XX,0,Unverified (Missing Data),-1.0,0,0
141367,Bayer (South East Asia) Pte Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141366,Lightway Studio Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141365,NEWCREST MINING LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141364,Bayer (South East Asia) Pte Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141363,INTERAKT IT PTY LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141362,"Thai Name Server Co.,ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
141361,Bliss Communication Network (Pvt) Ltd,XX,0,Unverified (Missing Data),0.59,0,0
141360,Premier Contact Point Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
14136,"PC Connection, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
141359,Capitol Health Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141358,RADIANCE TECHNOLOGY,XX,0,Unverified (Missing Data),-1.0,0,0
141357,FIRST NETWORK,XX,0,Unverified (Missing Data),0.32,0,0
141356,Universe Action Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141355,Amoo Net Technology Services,XX,0,Unverified (Missing Data),-1.0,0,0
141354,TINREAT PTE. LTD.,XX,0,Unverified (Missing Data),-1.0,0,0
141353,ANGLO AMERICAN METALLURGICAL COAL PTY LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141352,SUMMIT INFOTECH PTY LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141351,Rural Development Project Network,XX,0,Unverified (Missing Data),0.29,0,0
141350,PT Trixia Network Indonesia,XX,0,Unverified (Missing Data),-1.0,0,0
141374,COSURE DIGITAL INFOTECH PVT. LTD.,XX,0,Unverified (Missing Data),-1.0,0,0
141375,Central Internet Link,XX,0,Unverified (Missing Data),0.0,0,0
141377,Faisal Cable Network (Pvt.) Limited,XX,0,Unverified (Missing Data),1.12,0,0
14139,"Maxor National Pharmacy Services, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
1414,GENUINE PARTS COMPANY,XX,0,Unverified (Missing Data),-1.0,0,0
141399,Specsavers Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141398,Search IT,XX,0,Unverified (Missing Data),0.31,0,0
141397,BitWave Networks Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141396,Arrange BD,XX,0,Unverified (Missing Data),-1.0,0,0
141395,NETELASTIC TECHNOLOGIES (PRIVATE) LIMITED,XX,0,Unverified (Missing Data),0.97,0,0
141394,Kingviews Solutions (Hong Kong) Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141393,Roshni Broadband Network,XX,0,Unverified (Missing Data),0.0,0,0
141392,Sunwater Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141391,BIDA Fiber,XX,0,Unverified (Missing Data),-1.0,0,0
141390,"Dritestudio Co., Ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
141389,GOIP BUSINESS SOLUTION PTE. LTD.,XX,0,Unverified (Missing Data),0.53,0,0
141378,SKY BD HOST,XX,0,Unverified (Missing Data),-1.0,0,0
141388,ICICI Securities,XX,0,Unverified (Missing Data),-1.0,0,0
141387,Berkat Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141386,Ka Kha Computer,XX,0,Unverified (Missing Data),0.19,0,0
141385,iNet,XX,0,Unverified (Missing Data),0.0,0,0
141384,Internet Society Asia Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141383,VERGE CLOUD PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141382,Fulton Hogan Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141381,NEXON PTY LTD t/a Nexware,XX,0,Unverified (Missing Data),-1.0,0,0
141380,New Millennium Network,XX,0,Unverified (Missing Data),0.0,0,0
14138,Orange County Public Schools,XX,0,Unverified (Missing Data),-1.0,0,0
141379,iShine Cloud Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141452,Jhongkar IT,XX,0,Unverified (Missing Data),0.08,0,0
141455,Halum Properties (HALPROP) Inc.,XX,0,Unverified (Missing Data),0.74,0,0
141558,Jnstars Internet Network Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141532,Gigafiber Internet Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141530,Raje Prachaar Internet Services Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
14153,Edgecast Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
141529,Vmps Internet Private Limited,XX,0,Unverified (Missing Data),0.17,0,0
141528,Aditi Staffing India Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141527,RHODESIAN NETWORK PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141526,Jbn Online Private Limited,XX,0,Unverified (Missing Data),0.97,0,0
141525,Inet Communication Internet Service Provider,XX,0,Unverified (Missing Data),0.0,0,0
141524,Imperium Digital Network,XX,0,Unverified (Missing Data),-1.0,0,0
141523,Subhodaya Digital Entertainment Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141522,Byte Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
141521,Team Technic,XX,0,Unverified (Missing Data),-1.0,0,0
141520,Getincity It Services Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
14152,Netpulse Services,XX,0,Unverified (Missing Data),-1.0,0,0
141519,Yuvaa Communications Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141518,SUBHOSTING INNOVATIONS PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141517,Ultranode Communications Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141516,Om Internet Broadband Service,XX,0,Unverified (Missing Data),3.95,0,0
141515,Cyber Peace Foundation,XX,0,Unverified (Missing Data),-1.0,0,0
141514,Sancfil Technologies Internet Services Pvt.Ltd,XX,0,Unverified (Missing Data),0.17,0,0
141513,Leishaang Consulting Services Pvt.ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141512,Chitlange Logic System,XX,0,Unverified (Missing Data),-1.0,0,0
141511,Tarang Cable Network,XX,0,Unverified (Missing Data),-1.0,0,0
141510,Softnet Digital Cable Private Limited,XX,0,Unverified (Missing Data),0.47,0,0
14151,Investment Company Institute,XX,0,Unverified (Missing Data),-1.0,0,0
141509,Uteleservices,XX,0,Unverified (Missing Data),0.0,0,0
141531,Creative Computers,XX,0,Unverified (Missing Data),-1.0,0,0
141533,J K Connect,XX,0,Unverified (Missing Data),-1.0,0,0
141456,Bondhon Communication,XX,0,Unverified (Missing Data),0.24,0,0
141534,Malachandra Broadband Services Private Limited OPC,XX,0,Unverified (Missing Data),-1.0,0,0
141557,Odinet Infocom Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141556,Rv Infotainment Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141555,Singh And Sons Inn,XX,0,Unverified (Missing Data),-1.0,0,0
141554,Vivek Network Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141553,Aiekay Broadband Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141552,Interjet India Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141551,Creative Networks,XX,0,Unverified (Missing Data),-1.0,0,0
141550,Mindage Broadcasting Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
14155,"Rural Telephone Service Co, Inc.",XX,0,Safe (Missing Data),99.29,0,0
141549,KERALA FIBRE OPTIC NETWORK LIMITED,XX,0,Unverified (Missing Data),0.04,0,0
141548,Outrageous Netsole Pvt. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
141547,Rankeshwar Network Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141546,Newmoon Telelinks Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141545,Stable Network Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141544,Support Hives Technology LLP,XX,0,Unverified (Missing Data),-1.0,0,0
141543,Manas Internet Technology Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141542,Bhiwadi Online Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141541,Jeetu Broadband Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141540,E2 Info Solutions,XX,0,Unverified (Missing Data),0.0,0,0
14154,Fidium,XX,0,Unverified (Missing Data),-1.0,0,0
141539,Icx India Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141538,Aironet Broadband Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141537,Swastik Systems,XX,0,Unverified (Missing Data),-1.0,0,0
141536,Interlock Communication,XX,0,Unverified (Missing Data),0.0,0,0
141535,Mukand Systems And Networking Pvt. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
141508,Gigahertz Computing India Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141507,National Institute Of Mental Health And Neurosciences,XX,0,Unverified (Missing Data),-1.0,0,0
141506,Meticulous Networks Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141505,National Informatics Centre Services Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
14148,Ex Libris (USA) Inc,XX,0,Unverified (Missing Data),-1.0,0,0
141479,Niss Broadband Services,XX,0,Unverified (Missing Data),-1.0,0,0
141478,Director National Institute Of Technology Calicut,XX,0,Unverified (Missing Data),-1.0,0,0
141477,Indira Gandhi National Open University,XX,0,Unverified (Missing Data),-1.0,0,0
141476,Gujarat Ujra Vikas Nigam Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141475,CENTERLINK GLOBAL TELECOM LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141474,Trust Innovation Limited,XX,0,Unverified (Missing Data),0.2,0,0
141473,Jessore IT,XX,0,Unverified (Missing Data),0.0,0,0
141472,BCN DIGITAL TV NETWORK,XX,0,Unverified (Missing Data),-1.0,0,0
141471,"MASON-BROWN IT, MBIT PTY LTD",XX,0,Unverified (Missing Data),-1.0,0,0
141470,ITC Services,XX,0,Unverified (Missing Data),-1.0,0,0
14147,Bank-Fund Staff Federal Credit Union,XX,0,Unverified (Missing Data),-1.0,0,0
141469,Cargill Asia Pacific Holdings Pte Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141468,Department of the Prime Minister and Cabinet,XX,0,Unverified (Missing Data),-1.0,0,0
141467,Dewan Dot Net,XX,0,Unverified (Missing Data),0.56,0,0
141466,DIGISIGMA PTE. LTD.,XX,0,Unverified (Missing Data),-1.0,0,0
141465,DURBIN INTERNET SERVICES,XX,0,Unverified (Missing Data),0.0,0,0
141464,Sharekhan Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141463,Total IT Solutions,XX,0,Unverified (Missing Data),0.0,0,0
141462,Salam Online,XX,0,Unverified (Missing Data),0.67,0,0
141460,SNS IT,XX,0,Unverified (Missing Data),0.23,0,0
14146,Levenger,XX,0,Unverified (Missing Data),-1.0,0,0
141459,Clean Network Pvt. Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141458,IP INTERNET,XX,0,Unverified (Missing Data),0.64,0,0
141457,RAPID WIRELESS PTY LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141480,Haash Media,XX,0,Unverified (Missing Data),0.0,0,0
141481,Brisk Infratel,XX,0,Unverified (Missing Data),-1.0,0,0
141482,Ko Infocom Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141495,Sbm Broadband,XX,0,Unverified (Missing Data),-1.0,0,0
141504,National Informatics Centre Services Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
141503,National Informatics Centre Services Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
141502,National Informatics Centre Services Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
141501,National Informatics Centre Services Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
141500,National Informatics Centre Services Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
14150,Societe de Services Dentaires (A.C.D.Q.) inc,XX,0,Unverified (Missing Data),-1.0,0,0
1415,Christus Health,US,0,SECURE (Active Local ROV),100.0,2,3
141499,National Informatics Centre Services Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
141498,Mhatoba Broadband Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141497,CONSAM Telecom,XX,0,Unverified (Missing Data),1.69,0,0
141496,Siaz Broadband Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141494,Gauresh Cable Net,XX,0,Unverified (Missing Data),-1.0,0,0
141483,R8brodnet Networks Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141493,Tln Communication Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141492,Amk Sunbeam Communication Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141491,Blueweb Broadband Services Pvt.ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141490,Bhorer Alo Cable And Broadband Private Limited,XX,0,Unverified (Missing Data),1.26,0,0
14149,Icon Health & Fitness Inc,XX,0,Unverified (Missing Data),-1.0,0,0
141489,Allstate Solutions Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141488,Jai Mahamaya Computer Solution,XX,0,Unverified (Missing Data),0.88,0,0
141487,Powershell Technologies Pvt. Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141486,Sherawat Infotech Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141485,Visputes Internet Private Ltd,XX,0,Unverified (Missing Data),0.0,0,0
141484,D N Computer,XX,0,Unverified (Missing Data),-1.0,0,0
141769,iTCo Solutions Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141770,City of Boroondara,XX,0,Unverified (Missing Data),-1.0,0,0
141349,Prime Tech Solution Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142060,Uttara Online BD,XX,0,Unverified (Missing Data),0.0,0,0
142059,EzeScan,XX,0,Unverified (Missing Data),-1.0,0,0
142058,Fast Network,XX,0,Unverified (Missing Data),0.0,0,0
142057,eMudhra Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142056,Tectonics Electronics Marketing,XX,0,Unverified (Missing Data),-1.0,0,0
142055,APNIC ASN block,XX,0,Unverified (Missing Data),-1.0,0,0
142054,TECH CITY COMMUNICATIONS,XX,0,Unverified (Missing Data),0.5,0,0
142053,Infonet Communication Private Limited,XX,0,Unverified (Missing Data),0.57,0,0
142052,Mempool Space K.K.,XX,0,Unverified (Missing Data),-1.0,0,0
142051,HaqNet Technology Services,XX,0,Unverified (Missing Data),4.05,0,0
142050,Vision Plus Internet Service,XX,0,Unverified (Missing Data),0.92,0,0
14205,Riviera Park Alameda Padre Serra LLC,XX,0,Unverified (Missing Data),-1.0,0,0
142049,Launch Crew Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142047,Mate IP Pty. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
142046,1033 Network Information Co.,XX,0,Unverified (Missing Data),-1.0,0,0
142045,Fiber Link,XX,0,Unverified (Missing Data),-1.0,0,0
142044,Contrivance Technology,XX,0,Unverified (Missing Data),0.0,0,0
142043,PT BARAYA BARENG SADULUR,XX,0,Unverified (Missing Data),-1.0,0,0
142042,Christian Brothers High School Lewisham,XX,0,Unverified (Missing Data),-1.0,0,0
142041,Trustees of the Roman Catholic Church for the Diocese...,XX,0,Unverified (Missing Data),-1.0,0,0
142040,"Hong Kong Cloud Times Network Technology Co.,Limited",XX,0,Unverified (Missing Data),-1.0,0,0
14204,TAVOLA CONECTIVIDADE LTDA.,XX,0,Unverified (Missing Data),-1.0,0,0
142038,Trustees of the Roman Catholic Church for the Diocese of Lismore,XX,0,Unverified (Missing Data),-1.0,0,0
142037,Janany Broadband Internet,XX,0,Unverified (Missing Data),0.4,0,0
142036,Hosteons Pte. Ltd.,XX,0,Unverified (Missing Data),93.44,0,0
142035,Weavetech Networks Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
14206,"Motility Software Solutions, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
142061,"CORE WINNER CO.,LIMITED TAIWAN BRANCH",XX,0,Unverified (Missing Data),-1.0,0,0
142033,Hazlett Information Services,XX,0,Unverified (Missing Data),-1.0,0,0
142062,qlhost,XX,0,Unverified (Missing Data),-1.0,0,0
142085,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142084,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142083,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142082,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142081,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142080,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
14208,BUDCO,XX,0,Unverified (Missing Data),-1.0,0,0
142079,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142078,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142077,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142076,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142075,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142074,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142073,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142072,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142071,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142070,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
14207,CSG Systems Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
142069,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142068,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142067,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142066,Northern Point Technology Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142065,Wifi Nepal Private Limited,XX,0,Unverified (Missing Data),0.12,0,0
142064,VERGETEL,XX,0,Unverified (Missing Data),-1.0,0,0
142063,Grand Tel Private Limited,XX,0,Unverified (Missing Data),0.68,0,0
142034,Gem Cloud Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142032,"High Family Technology Co., Limited",XX,0,Unverified (Missing Data),-1.0,0,0
141771,China Telecom,XX,0,Unverified (Missing Data),-1.0,0,0
142005,"NC Taiwan Co., Ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
142003,Netway,XX,0,Unverified (Missing Data),0.4,0,0
142002,Scloud Pte Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142001,Comjagat Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
142000,BELLACOM (SMC-PRIVATE) LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
14200,Marshall University,XX,0,Unverified (Missing Data),-1.0,0,0
1420,"STL OFFICE SOLUTIONS, INC.",XX,0,Unverified (Missing Data),-1.0,0,0
142,"Headquarters, USAISC",XX,0,Unverified (Missing Data),-1.0,0,0
141999,Rafatech System Sdn Bhd,XX,0,Unverified (Missing Data),-1.0,0,0
141998,China Telecom,XX,0,Unverified (Missing Data),-1.0,0,0
141997,AHON COMMUNICATION,XX,0,Unverified (Missing Data),0.0,0,0
141996,Breeze Connect Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141995,Contabo Asia Private Limited,XX,0,Unverified (Missing Data),5.6,0,0
141994,Ocean Wave Communications Philippine Corp.,XX,0,Unverified (Missing Data),0.6,0,0
141993,X LINK ASIA,XX,0,Unverified (Missing Data),-1.0,0,0
141992,Department of Communities and Justice (DCJ),XX,0,Unverified (Missing Data),-1.0,0,0
141991,Benapole Net,XX,0,Unverified (Missing Data),0.55,0,0
141990,KHAZANA ENTERPRISE (PRIVATE) LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
14199,Scholastic Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
141989,The Royal Australian College of General Practitioners Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141988,Optimus Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
141987,Progenet Innovations Sdn Bhd,XX,0,Unverified (Missing Data),-1.0,0,0
141986,PT Cahaya Sinergi Semesta,XX,0,Unverified (Missing Data),0.0,0,0
141985,PT Argon Internet Amariqindo,XX,0,Unverified (Missing Data),0.43,0,0
141984,PT Fajar Lestari Anugrah Sejati,XX,0,Unverified (Missing Data),0.0,0,0
141983,PT Rajeg Media Telekomunikasi,XX,0,Unverified (Missing Data),0.55,0,0
142004,Directorate General of Family Planning,XX,0,Unverified (Missing Data),-1.0,0,0
142006,Global ICT Network,XX,0,Unverified (Missing Data),-1.0,0,0
142031,Junaira Network,XX,0,Unverified (Missing Data),0.0,0,0
142007,Digital HK Kin Chuen Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142030,Teknopro Sdn Bhd,XX,0,Unverified (Missing Data),-1.0,0,0
14203,"Juniper Networks, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
142029,Ascend Money,XX,0,Unverified (Missing Data),-1.0,0,0
142028,Banasreee Dot Net,XX,0,Unverified (Missing Data),-1.0,0,0
142027,TaskUs India Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142026,ISMO Pte. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
142025,VINFAST Production and Trading Joint Stock Company,XX,0,Unverified (Missing Data),-1.0,0,0
142024,HGC GLOBAL COMMUNICAT IONS (CAMBODIA) COMPANY LIMIT ED,XX,0,Unverified (Missing Data),-1.0,0,0
142023,NEXUS,XX,0,Unverified (Missing Data),-1.0,0,0
142022,CRYSTAL WATERS FIBRE PTY LTD,XX,0,Unverified (Missing Data),-1.0,0,0
142021,"National Board of Revenue, Bangladesh",XX,0,Unverified (Missing Data),-1.0,0,0
142020,HONGKONG FA HE YONG TECHNOLOGY,XX,0,Unverified (Missing Data),-1.0,0,0
142019,GZ REMITTANCE (CHINA) INDUSTRY LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
142018,Kuhelia Dot Net,XX,0,Unverified (Missing Data),-1.0,0,0
142017,Immensea Networks Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142016,Vatara Online Limited,XX,0,Unverified (Missing Data),0.0,0,0
142015,Foxpro Technology,XX,0,Unverified (Missing Data),-1.0,0,0
142014,MARVEL LINK LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
142013,Bayam,XX,0,Unverified (Missing Data),-1.0,0,0
142012,"CAMBO (HK) TECHNOLOGY (I.S.P) CO., LIMITED",XX,0,Unverified (Missing Data),-1.0,0,0
142011,Lister Ventures Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142010,A.P. FACILITIES PTY. LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
14201,"TeleTech Holdings, Inc",XX,0,Unverified (Missing Data),-1.0,0,0
142009,Misamis Cable Management and Development Corp,XX,0,Unverified (Missing Data),0.0,0,0
142008,Nepal Digital Payments Company Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142086,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142087,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142088,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
14217,N6 Cloud inc.,XX,0,Unverified (Missing Data),-1.0,0,0
142164,GoldDoge Computer Technologies & Networks Information Center,XX,0,Unverified (Missing Data),-1.0,0,0
142163,ESTO MEDIA PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
142162,King IT Net,XX,0,Unverified (Missing Data),0.0,0,0
