asn,name,cc,cone,verdict,apnic_score,dirty,total
1241,Nova Telecommunications & Media Single Member S.A,GR,32,SECURE (Active Local ROV),99.85,2,3
266525,Eurocorp Vialux Internet Eireli,BR,32,PARTIAL (Mixed Feeds),0.93,6,7
41720,Revolution Provider S.r.l.,IT,32,PARTIAL (Mixed Feeds),-1.0,4,5
39326,Syntura Group Limited,GB,32,SECURE (Active Local ROV),100.0,2,2
135391,"Aofei Data International Co., Ltd.",HK,31,PARTIAL (Mixed Feeds),0.0,8,10
37988,Alpha Layer Pty Ltd,AU,31,PARTIAL (Mixed Feeds),-1.0,1,2
30722,Vodafone Italia S.p.A.,IT,31,PARTIAL (Mixed Feeds),1.55,1,3
47692,Nessus GmbH,DE,31,PARTIAL (Mixed Feeds),-1.0,2,4
264525,Coelho Tecnologia,BR,31,PARTIAL (Mixed Feeds),0.33,1,3
35432,Cablenet Communication Systems plc,CY,31,SECURE (Active Local ROV),99.75,2,2
263124,ZAP TELECOMUNICAÇÕES LTDA - EPP,BR,31,VULNERABLE (No Coverage),0.51,2,2
265144,MCD INFORMATICA E TELECOMUNICACOES LTDA - ME,BR,30,VULNERABLE (No Coverage),0.28,9,9
263080,GTi TELECOMUNICACOES S/A,BR,30,SECURE (Active Local ROV),100.0,2,3
131429,MOBIFONE Corporation,VN,30,PARTIAL (Mixed Feeds),26.6,6,9
10143,Exetel Pty Ltd,AU,30,SECURE (Full Coverage),99.83,0,1
133720,Zess Networks Private Limited,IN,30,VULNERABLE (No Coverage),0.08,5,5
12337,noris network AG,DE,30,PARTIAL (Mixed Feeds),-1.0,6,8
20676,Plusnet GmbH,DE,30,SECURE (Active Local ROV),99.58,2,4
56911,Warian S.R.L.,IT,30,SECURE (Active Local ROV),99.35,3,7
12859,BIT BV,NL,30,SECURE (Active Local ROV),100.0,2,2
266214,UTIL PROVEDOR DE INTERNET LTDA - ME,BR,30,SECURE (Full Coverage),1.04,0,1
266302,RENOVENET TELECOMUNICACOES LTDA - ME,BR,30,VULNERABLE (No Coverage),0.0,4,4
39216,AL-SARD FIBER Co.,IQ,30,PARTIAL (Mixed Feeds),73.31,5,8
33387,"Nocix, LLC",US,29,VULNERABLE (No Coverage),0.95,15,15
262725,CONECT,BR,29,PARTIAL (Mixed Feeds),36.54,7,10
13213,UK-2 Limited,GB,29,SECURE (Active Local ROV),100.0,3,8
32425,Pixel Factory,US,29,PARTIAL (Mixed Feeds),-1.0,3,6
37075,Airtel Uganda Limited,UG,29,VULNERABLE (No Coverage),0.66,4,4
29518,Bredband2 AB,SE,29,SECURE (Active Local ROV),99.69,1,2
262901,Vcnet Provedora de Internet Ltda.,BR,29,PARTIAL (Mixed Feeds),0.22,3,4
20294,MTN Uganda,UG,29,VULNERABLE (No Coverage),0.51,1,1
11967,Hop179 LLC,NL,28,PARTIAL (Mixed Feeds),-1.0,6,7
41108,comtrance service GmbH,DE,28,VULNERABLE (No Coverage),-1.0,1,1
9260,Multinet Pakistan Pvt. Ltd.,PK,28,VULNERABLE (No Coverage),1.93,3,3
1103,SURF B.V.,NL,28,SECURE (Active Local ROV),100.0,3,5
264127,EMITEL - Empresa de Informatica e Telecom. LTDA,BR,28,PARTIAL (Mixed Feeds),0.42,4,5
932,XNNET LLC,HK,28,PARTIAL (Mixed Feeds),0.0,7,8
52376,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,28,PARTIAL (Mixed Feeds),-1.0,4,5
133275,Gigantic Infotel Pvt Ltd,IN,27,VULNERABLE (No Coverage),0.19,3,3
263558,Grupo Jet,BR,27,PARTIAL (Mixed Feeds),0.0,4,5
2586,Elisa Eesti AS,EE,27,VULNERABLE (No Coverage),0.05,2,2
262645,BrasilNET Telecomunicações do Parana LTDA,BR,27,PARTIAL (Mixed Feeds),0.0,2,6
803,Saskatchewan Telecommunications,CA,27,SECURE (Active Local ROV),99.95,2,5
6821,Makedonski Telekom AD-Skopje,MK,27,VULNERABLE (No Coverage),59.61,4,4
37204,Telone PVT Ltd,ZW,27,PARTIAL (Mixed Feeds),0.78,4,5
265130,FIBRA EMPRESAS LTDA,BR,27,VULNERABLE (No Coverage),0.17,1,1
264170,Winet Brasil,BR,27,PARTIAL (Mixed Feeds),0.0,5,6
2611,BELNET,BE,27,SECURE (Full Coverage),99.32,0,3
237,Merit Network Inc.,US,27,PARTIAL (Mixed Feeds),0.39,3,4
15943,wilhelm.tel GmbH,DE,26,SECURE (Active Local ROV),99.56,4,8
262288,Go In Tecnologia,BR,26,PARTIAL (Mixed Feeds),8.19,2,3
208453,Johan Karlsson (SweHosting),NL,26,PARTIAL (Mixed Feeds),-1.0,2,3
262342,WZNET TELECOM LTDA,BR,26,VULNERABLE (No Coverage),8.14,4,4
396356,Latitude.sh,US,26,PARTIAL (Mixed Feeds),0.76,14,19
766,Entidad Publica Empresarial Red.es,ES,26,PARTIAL (Mixed Feeds),4.44,1,4
33915,Vodafone Libertel B.V.,NL,26,SECURE (Full Coverage),99.99,0,1
12306,Plus.line AG,DE,26,PARTIAL (Mixed Feeds),-1.0,4,6
264984,CLICKIP PROVEDORES DE ACESSO LTDA,BR,26,PARTIAL (Mixed Feeds),0.64,6,7
2027,MilkyWan,FR,26,VULNERABLE (No Coverage),-1.0,7,7
264221,Lognet Serviços de Telecomunicações EIRELI,BR,26,VULNERABLE (No Coverage),3.87,3,3
6306,"TELEFONICA VENEZOLANA, C.A. (Movistar)",VE,26,SECURE (Active Local ROV),96.96,3,4
265080,AD TELECOM,BR,26,VULNERABLE (No Coverage),0.13,3,3
265290,Uplink Telecom,BR,25,VULNERABLE (No Coverage),0.51,6,6
5413,Wavenet Limited,GB,25,SECURE (Active Local ROV),99.16,1,3
6848,Telenet BV,BE,25,SECURE (Full Coverage),99.77,0,2
15964,CAMTEL,CM,25,PARTIAL (Mixed Feeds),79.39,5,6
264120,G20 Telecomunicacoes Ltda,BR,25,PARTIAL (Mixed Feeds),0.17,3,4
328333,Fixed Mobile Telecommunications (Pty) LTD,ZA,25,PARTIAL (Mixed Feeds),2.38,3,4
57630,84 Grams AB,SE,25,SECURE (Active Local ROV),98.65,1,3
7122,Bell Canada,CA,25,SECURE (Full Coverage),99.85,0,1
2614,Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,RO,25,PARTIAL (Mixed Feeds),0.3,1,4
61618,VIVA TECNOLOGIA TELECOM LTDA,BR,25,VULNERABLE (No Coverage),16.84,2,2
18001,Dialog Axiata PLC.,LK,25,SECURE (Active Local ROV),100.0,6,8
266129,LOCALLINK TELECOMUNICAÇÕES LTDA - ME,BR,25,VULNERABLE (No Coverage),0.18,4,4
50266,Odido Netherlands B.V.,NL,24,SECURE (Active Local ROV),99.99,2,5
38565,Ncell Pvt. Ltd.,NP,24,VULNERABLE (No Coverage),0.14,1,1
55805,MobiCom Corporation,DE,24,SECURE (Active Local ROV),99.94,2,3
22742,Connecticut Education Network,US,24,PARTIAL (Mixed Feeds),87.63,1,4
15954,"Tecnocratica Centro de Datos, S.L.",ES,24,PARTIAL (Mixed Feeds),-1.0,1,4
265023,TMK NET LTDA,BR,24,VULNERABLE (No Coverage),0.0,3,3
1887,NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY,PL,24,VULNERABLE (No Coverage),0.69,1,1
553,BelWü,DE,24,SECURE (Active Local ROV),99.86,2,5
33185,Hive Data Center Inc.,CA,24,SECURE (Active Local ROV),100.0,1,4
264564,VIVA SERVICOS DE COMUNICACAO LTDA - ME,BR,24,VULNERABLE (No Coverage),0.14,2,2
264821,COMCAST-SRL,DO,23,VULNERABLE (No Coverage),0.08,2,2
207252,Felix Gassan,DE,23,PARTIAL (Mixed Feeds),-1.0,2,5
264598,DELTA TELECOM,BR,23,VULNERABLE (No Coverage),0.0,5,5
196714,Thueringer Netkom GmbH,DE,23,PARTIAL (Mixed Feeds),0.0,1,3
44684,Mythic Beasts Ltd,GB,23,VULNERABLE (No Coverage),-1.0,2,2
39642,Norlys Digital A/S,DK,23,SECURE (Active Local ROV),99.98,1,3
133210,EN Technologies Pte Ltd,SG,23,VULNERABLE (No Coverage),-1.0,1,1
3701,Link Oregon (University of Oregon),US,23,PARTIAL (Mixed Feeds),14.93,1,4
39120,Convergenze S.p.A.,IT,23,SECURE (Active Local ROV),97.88,3,8
265482,NET EXPRESS BRASIL LTDA - ME,BR,23,PARTIAL (Mixed Feeds),1.2,4,5
39122,Blacknight Internet Solutions Limited,GB,23,PARTIAL (Mixed Feeds),-1.0,1,3
29614,TELECEL GHANA AS INTERNATIONAL TRANSIT,GH,22,PARTIAL (Mixed Feeds),0.48,4,5
32270,"LD Telecommunications, Inc.",US,22,PARTIAL (Mixed Feeds),-1.0,1,3
13009,Redcentric Solutions Ltd,GB,22,SECURE (Full Coverage),-1.0,0,3
266094,CONEXAO MB E TELECOMUNICACOES LTDA - ME,BR,22,SECURE (Active Local ROV),100.0,1,2
212027,PebbleHost Ltd,GB,22,PARTIAL (Mixed Feeds),-1.0,3,7
32440,Louisiana Board of Regents/Louisiana Optical Network Initiative (LONI),US,22,PARTIAL (Mixed Feeds),-1.0,1,3
41960,Nextpertise B.V.,NL,22,SECURE (Active Local ROV),100.0,5,7
51048,Next Connex Ltd,GB,22,SECURE (Full Coverage),-1.0,0,2
264628,Conex Telecom / Fibex Telecom,VE,22,VULNERABLE (No Coverage),47.25,4,4
262903,Tubaron Telecom,BR,22,PARTIAL (Mixed Feeds),0.57,1,2
200899,INTERSPACE DOOEL Skopje,MK,22,PARTIAL (Mixed Feeds),3.45,4,5
132335,Leapswitch Networks Pvt. Ltd.,IN,22,VULNERABLE (No Coverage),0.94,5,5
24521,PT Data Utama Dinamika,ID,22,SECURE (Active Local ROV),99.33,4,4
906,DMIT Cloud Services,US,22,PARTIAL (Mixed Feeds),0.69,3,5
266240,A2 TELECOM EIRELI - ME,BR,22,PARTIAL (Mixed Feeds),0.33,3,4
400304,Redoubt Networks (Crunchbits),US,21,PARTIAL (Mixed Feeds),91.78,1,2
376,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),CA,21,PARTIAL (Mixed Feeds),0.57,3,5
15623,Cyberlink AG,CH,21,PARTIAL (Mixed Feeds),94.74,5,8
9541,Cyber Internet Services (Pvt) Ltd.,PK,21,PARTIAL (Mixed Feeds),72.23,9,11
264943,VIARAPIDA TELECOMUNICAÇÕES LTDA - ME,BR,21,PARTIAL (Mixed Feeds),0.68,5,7
12611,R-KOM Regensburger,DE,21,SECURE (Active Local ROV),99.37,3,5
15169,Google LLC,US,21,SECURE (Active Local ROV),100.0,12,15
137,Consortium GARR,IT,21,PARTIAL (Mixed Feeds),1.87,2,3
264562,P3 Telecom LTDA,BR,21,VULNERABLE (No Coverage),0.27,8,8
393238,"ImOn Communications, LLC",US,21,SECURE (Full Coverage),0.0,0,2
13127,Odido Netherlands B.V.,NL,21,SECURE (Full Coverage),100.0,0,1
263097,BRAVA INTERNET,BR,21,VULNERABLE (No Coverage),1.99,5,5
18809,Cable Onda,PA,21,SECURE (Active Local ROV),99.86,2,3
266460,NetGo Telecomunicações do Brasil,BR,21,VULNERABLE (No Coverage),0.47,2,2
265147,UP Fibra,BR,21,VULNERABLE (No Coverage),-1.0,5,5
37739,Abantu Cloud Africa (Pty) Ltd,RU,20,PARTIAL (Mixed Feeds),-1.0,1,3
35047,Abissnet sh.a.,AL,20,SECURE (Active Local ROV),98.94,1,3
329109,Zoodlabs(SL) Limited,SL,20,SECURE (Active Local ROV),100.0,1,3
46475,"Limestone Networks, Inc.",US,20,SECURE (Active Local ROV),99.33,5,9
37440,Airtel Malawi Ltd,MW,20,VULNERABLE (No Coverage),1.18,5,5
263025,ISPTEC Sistemas de Comunicação Eireli,BR,20,VULNERABLE (No Coverage),0.0,3,3
30456,Cosmic Global Networks,US,20,PARTIAL (Mixed Feeds),-1.0,3,4
263250,Barbosa & Costa Ltda,BR,20,VULNERABLE (No Coverage),0.21,3,3
25144,Telekomunikacije Republike Srpske a.d.,BA,20,PARTIAL (Mixed Feeds),70.63,2,3
24971,MasterDC s.r.o.,CZ,20,VULNERABLE (No Coverage),-1.0,3,3
36925,Orange Maroc,MA,20,SECURE (Active Local ROV),98.86,2,4
21334,One Hungary Ltd.,HU,20,SECURE (Active Local ROV),99.91,2,2
264294,Ora Servicos de Telecomunicacoes Ltda,BR,20,VULNERABLE (No Coverage),0.14,5,5
37153,Xneelo (Pty) Ltd,ZA,20,PARTIAL (Mixed Feeds),3.92,3,5
262785,Click Telecom,BR,20,VULNERABLE (No Coverage),0.5,4,4
266284,Norte-Tel Telecomunicacoes LTDA,BR,20,PARTIAL (Mixed Feeds),9.88,1,2
34953,RelAix Networks GmbH,DE,20,PARTIAL (Mixed Feeds),-1.0,3,5
266201,VERO S.A,BR,20,PARTIAL (Mixed Feeds),0.0,1,3
36908,Vodacom Tanzania Ltd,TZ,20,PARTIAL (Mixed Feeds),0.93,3,4
11830,Instituto Costarricense de Electricidad y Telecom.,CR,19,PARTIAL (Mixed Feeds),92.53,3,4
269931,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",DO,19,VULNERABLE (No Coverage),0.39,2,2
50973,Vodafone Albania Sh.A.,AL,19,SECURE (Active Local ROV),99.71,1,4
38442,Vodafone Fiji Limited,FJ,19,PARTIAL (Mixed Feeds),0.36,3,6
20912,Panservice s.a.s. di Cuseo Fabrizio & C.,IT,19,SECURE (Active Local ROV),98.61,2,5
198890,Albanian Fiber Telecommunications SHPK,AL,19,PARTIAL (Mixed Feeds),3.0,1,4
135523,Multinet Broadband,PK,19,VULNERABLE (No Coverage),1.32,1,1
266247,ISPCORP Soluções Digitais Corporativas Ltda.,BR,19,PARTIAL (Mixed Feeds),1.0,2,3
209097,NETSYST SAS,FR,19,PARTIAL (Mixed Feeds),-1.0,5,6
4058,CITIC Telecom International CPC Limited,HK,19,PARTIAL (Mixed Feeds),2.19,10,14
31252,StarNet Solutii SRL,MD,19,PARTIAL (Mixed Feeds),33.28,4,7
20712,Andrews & Arnold Ltd,GB,19,SECURE (Active Local ROV),97.96,3,5
8968,BT Italia S.p.A.,IT,19,SECURE (Active Local ROV),100.0,2,4
37678,BOTSWANA FIBRE NETWORKS (Proprietary) Limited,BW,19,PARTIAL (Mixed Feeds),0.55,2,3
263661,Brasil Digital Telecom,BR,19,PARTIAL (Mixed Feeds),0.04,3,4
37731,Web Squad Connect (Pty) Ltd,ZA,19,PARTIAL (Mixed Feeds),-1.0,2,4
24863,Link Egypt (Link.NET),EG,19,PARTIAL (Mixed Feeds),73.03,1,2
265890,GR SOLUCOES TELECOM LTDA - ME,BR,19,VULNERABLE (No Coverage),0.07,1,1
265436,SkyNet Telecomunicações,BR,18,PARTIAL (Mixed Feeds),0.0,1,2
133817,PT Inti Data Telematika,ID,18,VULNERABLE (No Coverage),0.0,3,3
265393,FIRENET SERVIÇOS DE TELECOMUNICAÇÕES LTDA,BR,18,PARTIAL (Mixed Feeds),0.16,2,3
265721,Cable Atlantico SRL,DO,18,VULNERABLE (No Coverage),0.9,1,1
59162,U.P. COMMUNICATION SERVICES PVT LTD,IN,18,VULNERABLE (No Coverage),0.21,1,1
38790,XYZ Telecom Pty Ltd,AU,18,IXP / Peer / Stub,-1.0,0,0
263270,CONECTA FIBRA LTDA,BR,18,SECURE (Active Local ROV),98.83,2,2
1767,Indiana Higher Education Telecommunication System (IHETS),US,18,VULNERABLE (No Coverage),0.0,1,1
264344,AMAZONET TELECOMUNICACOES LTDA,BR,18,VULNERABLE (No Coverage),29.69,8,8
8426,Claranet Limited,GB,18,SECURE (Active Local ROV),98.89,2,6
263456,MKNETWORK TELECOM LTDA ME,BR,18,VULNERABLE (No Coverage),0.0,4,4
48314,IP-Projects GmbH & Co. KG,DE,18,PARTIAL (Mixed Feeds),87.34,8,11
262197,MILLICOM CABLE COSTA RICA S.A.,CR,18,PARTIAL (Mixed Feeds),0.19,1,2
262808,Brasilnet Telecomunicações Ltda ME,BR,18,PARTIAL (Mixed Feeds),0.28,1,4
56264,Tomato Web (Pvt) Limited,BD,18,VULNERABLE (No Coverage),0.14,4,4
13285,TalkTalk Communications Limited,GB,18,SECURE (Active Local ROV),99.26,2,6
8585,Crnogorski Telekom a.d.Podgorica,ME,17,SECURE (Active Local ROV),98.11,1,1
32133,Ting Fiber Inc.,US,17,SECURE (Active Local ROV),99.96,3,4
263321,ILOGNET PROVEDOR,BR,17,VULNERABLE (No Coverage),0.0,2,2
135377,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,HK,17,PARTIAL (Mixed Feeds),0.21,12,15
37680,Cool Ideas Service Provider (Pty) Ltd,ZA,17,PARTIAL (Mixed Feeds),0.57,10,11
55470,Cyfuture India Pvt. Ltd.,IN,17,VULNERABLE (No Coverage),-1.0,3,3
265066,Conect Provedor de Acesso a Internet Ltda Me,BR,17,PARTIAL (Mixed Feeds),0.16,4,5
27882,Telefónica Celular de Bolivia S.A.,BO,17,VULNERABLE (No Coverage),16.44,6,6
215467,Skhron OU,SE,17,PARTIAL (Mixed Feeds),-1.0,3,7
263151,CONECT TELECOM,BR,17,VULNERABLE (No Coverage),0.18,3,3
262632,Graja Fibra,BR,17,SECURE (Full Coverage),97.37,0,1
37119,UNITEL SA,AO,17,PARTIAL (Mixed Feeds),12.12,3,4
262352,NOVA TELECOM LTDA,BR,17,VULNERABLE (No Coverage),0.19,4,4
266142,Bahiadados Telecom Ltda.,BR,17,VULNERABLE (No Coverage),0.0,2,2
262427,Invista Net Provedor de Acesso Ltda,BR,17,PARTIAL (Mixed Feeds),0.0,6,8
39040,NTS workspace AG,CH,17,VULNERABLE (No Coverage),-1.0,3,3
262474,ALTERNA TELECOMUNICACOES E CONECTIVIDADE LTDA EPP,BR,17,PARTIAL (Mixed Feeds),0.7,3,4
263801,LINKEAR SRL,AR,17,PARTIAL (Mixed Feeds),1.32,2,4
13101,TNG Stadtnetz GmbH,DE,17,SECURE (Active Local ROV),99.18,3,5
266516,Naveganet Comercio e Serviços Eirele,BR,16,VULNERABLE (No Coverage),3.17,4,4
24723,Atman Sp. z o.o.,DE,16,PARTIAL (Mixed Feeds),-1.0,2,3
47526,handily networks GmbH,DE,16,PARTIAL (Mixed Feeds),-1.0,3,5
3676,University of Iowa,US,16,PARTIAL (Mixed Feeds),3.27,3,4
134375,Fusionnet Web Services Private Limited,IN,16,VULNERABLE (No Coverage),0.08,4,4
36992,Etisalat Egypt,EG,16,PARTIAL (Mixed Feeds),8.06,2,4
49505,JSC Selectel,RU,16,VULNERABLE (No Coverage),-1.0,8,8
4581,Socket Holdings Corporation,US,16,SECURE (Full Coverage),94.59,0,3
3480,Board of Regents of the University System of Georgia,US,16,VULNERABLE (No Coverage),9.96,1,1
263145,GRUPO MEGA FLASH SERVICOS E COM LTDA - EPP,BR,16,VULNERABLE (No Coverage),0.12,3,3
262753,VOCE TELECOMUNICACOES LTDA,BR,16,VULNERABLE (No Coverage),0.49,2,2
263935,I5 TELECOM,BR,16,VULNERABLE (No Coverage),0.66,2,2
266166,GLOBALNET SERVICOS E INFORMATICA LTDA-ME,BR,16,PARTIAL (Mixed Feeds),0.31,3,4
2110,Enet Communications LIMITED,IE,16,VULNERABLE (No Coverage),0.15,1,1
20904,Cinia Oy (fka. Netplaza),FI,16,PARTIAL (Mixed Feeds),-1.0,1,2
265336,ELneT Telecom,BR,16,VULNERABLE (No Coverage),0.0,3,3
266428,R L A World Net LTDA,BR,16,VULNERABLE (No Coverage),0.0,3,3
200132,Peter-Paul Maria Kurstjens,NL,16,PARTIAL (Mixed Feeds),-1.0,4,6
2716,Universidade Federal do Rio Grande do Sul,BR,16,VULNERABLE (No Coverage),0.0,6,6
135060,Telair Pty Ltd,AU,16,SECURE (Full Coverage),0.0,0,1
262417,UltraTelecom Provedora de Internet,BR,15,VULNERABLE (No Coverage),0.0,2,2
264512,GIGABYTE NETWORK COMERCIO E SERVICOS EIRELI - EPP,BR,15,PARTIAL (Mixed Feeds),0.0,1,2
263478,DUFIBRANET TELECOM LTDA,BR,15,SECURE (Active Local ROV),98.28,2,2
263411,ONIX TELECOM,BR,15,VULNERABLE (No Coverage),0.15,2,2
266438,GNS FIBRA,BR,15,PARTIAL (Mixed Feeds),0.25,4,7
262403,Net Way Telecom LTDA ME,BR,15,VULNERABLE (No Coverage),0.33,5,5
133647,ELXIRE DATA SERVICES PVT. LTD.,IN,15,VULNERABLE (No Coverage),0.15,2,2
266136,R.A INTERNET,BR,15,VULNERABLE (No Coverage),0.6,2,2
58965,ANJANI BROADBAND SOLUTIONS PVT.LTD.,IN,15,VULNERABLE (No Coverage),0.0,5,5
31263,MYNET S.R.L.,IT,15,SECURE (Active Local ROV),97.65,1,2
262865,Ired Internet Ltda,BR,15,SECURE (Active Local ROV),99.94,1,5
266152,PJM NET,BR,15,VULNERABLE (No Coverage),0.0,3,3
8728,AS INFONET,EE,15,SECURE (Active Local ROV),99.32,1,3
132774,Niss Internet services private limited,IN,15,VULNERABLE (No Coverage),0.13,4,4
266207,Onitel Telecomunicacoes,BR,15,PARTIAL (Mixed Feeds),22.32,1,2
263934,InfoRR Solucoes em Tecnologia,BR,15,VULNERABLE (No Coverage),1.02,4,4
5539,SpaceNet AG,DE,15,PARTIAL (Mixed Feeds),-1.0,7,8
266337,CLIC FÁCIL PROVEDOR,BR,15,VULNERABLE (No Coverage),7.22,4,4
262150,Empresa Provincial de Energia de Cordoba,AR,15,PARTIAL (Mixed Feeds),0.29,1,2
3308,Telia Company AB (Denmark),DK,15,SECURE (Active Local ROV),99.91,1,1
44486,"Oliver Horscht is trading as ""SYNLINQ""",DE,15,SECURE (Active Local ROV),100.0,3,5
265036,BMJnet Telecom,BR,15,PARTIAL (Mixed Feeds),0.0,3,4
8943,Jump Networks Ltd,GB,15,VULNERABLE (No Coverage),-1.0,2,2
61468,CEDIA,EC,15,PARTIAL (Mixed Feeds),73.82,4,9
34428,Giulio Lo Presti,IT,15,PARTIAL (Mixed Feeds),-1.0,2,6
9929,CHINA UNICOM Industrial Internet Backbone,CN,15,CORE: UNPROTECTED,0.21,0,0
133989,SBR Telecom Pvt. Ltd,IN,15,VULNERABLE (No Coverage),0.1,2,2
984,Octopus Web Solution Inc.,US,15,SECURE (Active Local ROV),98.61,13,19
262490,Ambiente Virtual Sistemas e Conectividade Ltda,BR,14,VULNERABLE (No Coverage),0.0,3,3
262459,Osirnet Info Telecom Ltda.,BR,14,PARTIAL (Mixed Feeds),1.08,3,6
263362,REDE SPEEDNET TELECOM LTDA,BR,14,VULNERABLE (No Coverage),0.46,5,5
37447,ORANGE RDC,CD,14,PARTIAL (Mixed Feeds),9.59,6,7
264592,ENLACE TELECOM,BR,14,VULNERABLE (No Coverage),0.44,3,3
133278,Dehradun Enet Solutions Private Ltd,IN,14,VULNERABLE (No Coverage),0.34,3,3
33983,ARTMOTION SH.P.K.,AL,14,SECURE (Active Local ROV),99.53,1,3
132585,SkyExchange Internet Access,HK,14,SECURE (Full Coverage),74.39,0,1
263566,Rondonet Telecom,BR,14,VULNERABLE (No Coverage),1.49,3,3
264531,HET INTERNET LTDA,BR,14,VULNERABLE (No Coverage),0.0,3,3
266416,L3 NETWORKS E TELECOMUNICACOES LTDA,BR,14,VULNERABLE (No Coverage),0.0,2,2
262595,OnNet Telecomunicacoes LTDA,BR,14,VULNERABLE (No Coverage),1.88,4,4
22516,Charter Communications LLC,US,14,PARTIAL (Mixed Feeds),0.07,1,3
2609,Tunisia BackBone AS,TN,14,PARTIAL (Mixed Feeds),39.26,1,5
2495,Kansas Research and Education Network,US,14,SECURE (Active Local ROV),100.0,2,4
3132,Red Cientifica Peruana,PE,14,SECURE (Active Local ROV),99.91,4,7
396238,City of Fairlawn DBA FairlawnGig,US,14,PARTIAL (Mixed Feeds),0.0,1,4
264112,CAMON PROVEDOR,BR,14,PARTIAL (Mixed Feeds),0.0,1,2
36890,MTN Rwandacell,RW,14,VULNERABLE (No Coverage),0.93,1,1
33588,Charter Communications LLC,US,14,PARTIAL (Mixed Feeds),0.09,1,2
135409,Kacific Broadband Satellites Pte Ltd,PH,14,VULNERABLE (No Coverage),0.0,10,10
4725,SoftBank Corp.,JP,14,SECURE (Active Local ROV),99.57,1,2
263625,NEW WORLD PONTO COM INFORMATICA LTDA - ME,BR,14,PARTIAL (Mixed Feeds),0.56,2,3
134143,Kinetix Networks,AU,14,PARTIAL (Mixed Feeds),0.0,3,4
37239,ICTGlobe Management (Pty) Ltd,ZA,14,PARTIAL (Mixed Feeds),0.34,2,4
263144,R2 TECNOLOGIA E TELECOMUNICACOES LTDA - ME,BR,14,VULNERABLE (No Coverage),0.3,3,3
198385,AlpineDC SA,DE,14,PARTIAL (Mixed Feeds),-1.0,3,5
30742,Bremen Briteline GmbH,DE,14,SECURE (Full Coverage),-1.0,0,6
266038,VN TELECOM PROVEDORES A.R.C EIRELI,BR,13,SECURE (Active Local ROV),99.84,1,2
263626,G-LAB Telecom Informatica LTDA - ME,BR,13,PARTIAL (Mixed Feeds),1.37,2,3
43541,VSHosting s.r.o.,CZ,13,PARTIAL (Mixed Feeds),-1.0,1,2
8240,Information System Authority Republic of Estonia,EE,13,PARTIAL (Mixed Feeds),-1.0,1,2
50877,Airbeam S.r.l.,IT,13,VULNERABLE (No Coverage),-1.0,7,7
28683,SOCIETE BENINOISE D'INFRASTRUCTURES NUMERIQUES,BJ,13,SECURE (Active Local ROV),98.09,3,5
2698,Iowa State University of Science and Technology,US,13,VULNERABLE (No Coverage),0.0,5,5
42184,TKRZ Stadtwerke GmbH,DE,13,SECURE (Active Local ROV),98.96,2,5
28685,Routit BV,NL,13,SECURE (Full Coverage),100.0,0,1
211588,Innovation Harbor B.V.,NL,13,VULNERABLE (No Coverage),-1.0,2,2
21263,TeleData GmbH,DE,13,SECURE (Active Local ROV),98.85,2,6
4049,CELLO GROUP LIMITED,NZ,13,PARTIAL (Mixed Feeds),0.0,2,3
263553,GIGANET INTERNET E INFORMATICA,BR,13,PARTIAL (Mixed Feeds),0.0,7,9
264215,Wlenet Telecom,BR,13,VULNERABLE (No Coverage),0.0,2,2
263346,Fonte Informatica ltda,BR,13,VULNERABLE (No Coverage),0.44,2,2
264209,LINKFORT TELECOM LTDA ME,BR,13,PARTIAL (Mixed Feeds),0.0,3,4
51087,Bling Network Ltd,DE,13,PARTIAL (Mixed Feeds),-1.0,5,7
265175,AS SISTEMAS LTDA,BR,13,PARTIAL (Mixed Feeds),0.28,3,5
37187,Inq. Digital Limited,MW,13,PARTIAL (Mixed Feeds),59.26,1,2
400212,VergeTel Group LLC,US,13,PARTIAL (Mixed Feeds),-1.0,2,3
26210,AXS Bolivia S. A.,BO,13,SECURE (Active Local ROV),97.84,1,1
30851,Sileman Sp. z o.o.,PL,13,SECURE (Active Local ROV),100.0,2,4
8468,Cityfibre Limited,GB,13,PARTIAL (Mixed Feeds),16.45,1,2
265949,INFO TELECOM INTERNET LTDA,BR,13,VULNERABLE (No Coverage),0.79,6,6
8888,xTom Pty Ltd,AU,13,PARTIAL (Mixed Feeds),-1.0,2,6
8365,Man-da.de GmbH,DE,13,PARTIAL (Mixed Feeds),-1.0,2,3
132220,JPR Digital Pvt. Ltd.,IN,12,VULNERABLE (No Coverage),0.21,1,1
265330,Ponto a Ponto Telecomunicaçoes,BR,12,VULNERABLE (No Coverage),0.59,7,7
214439,"Zhuhai Xiyun Cloud Technology Co., Ltd.",DE,12,VULNERABLE (No Coverage),-1.0,2,2
262517,NIQTURBO PIMENTEL E MOREIRA LTDA,BR,12,VULNERABLE (No Coverage),1.77,4,4
32899,Bresco Broadband,US,12,SECURE (Full Coverage),9.38,0,5
