asn,cc,name,verdict,apnic_score,cone,dirty_feeds,total_feeds
42669,IT,CITTA' STUDI S.P.A.,Stub: SECURE (Clean Pipe),99.02,0,0,1
42675,SE,Obehosting AB,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
1734,US,Contra Costa County Regional Occupation Program / Richmond,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
42730,DE,EVANZO e-commerce GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
59128,JP,Kyoto University Microcomputer Club,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
141073,ID,PT Juragan Wifi Indonesia,Stub: UNVERIFIED (Dirty Feed),26.24,0,2,2
50971,CZ,JHComp s.r.o.,Stub: UNVERIFIED (Dirty Feed),91.77,0,1,1
395035,US,LiveOak Fiber,Stub: SECURE (Clean Pipe),98.63,0,0,2
214822,RU,MT FINANCE LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
1856,US,"RTX BBN Technologies, Inc.",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
1888,NL,Stichting Centrum voor Wiskunde en Informatica,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
1897,PT,"NOS COMUNICACOES, S.A.",Stub: INHERITED (Clean Pipe),27.1,0,0,1
1926,FI,Tampere University Foundation,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
141235,US,PrimeXM Networks (Singapore) PTE. LTD,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
34749,FR,GLOBAL SERVICE PROVIDER S.A.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
42970,FR,Mezcalito SCOP-SARL,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
18419,TW,DaDa Broadband LTD.,Stub: UNVERIFIED (Dirty Feed),77.48,0,2,2
51207,FR,Free Mobile SAS,Stub: SECURE (Clean Pipe),98.87,0,0,1
51263,GB,County Broadband Ltd,Stub: UNVERIFIED (Dirty Feed),89.81,0,1,5
198721,IT,Progetto8 Srl,Stub: UNVERIFIED (Dirty Feed),96.81,0,1,4
198725,CZ,Ultimum Technologies a.s.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
198736,GB,Stream Networks Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
59474,DE,Rechenzentrum Hassfurt GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
34915,RO,METROPOLITAN SERVICES SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
198761,NL,Simac IT NL B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
43127,CH,Ifolor AG,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
10364,US,University of Alabama in Huntsville,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
34948,FR,Claranet SAS,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
34949,FR,IDLINE SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
395412,US,VS Media Inc.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
34970,FR,Diatem SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
34979,GB,39D Services LTD,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
215248,BR,Bastiaan Mathijs Brink,Stub: UNVERIFIED (Dirty Feed),-1.0,0,7,8
215250,DE,Tobias Fiebig,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
59617,GB,Andy Davidson,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
18663,US,University of the Pacific,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
35063,PL,Chopin Telewizja Kablowa spolka z ograniczona odpowiedzialnoscia,Stub: SECURE (Clean Pipe),99.13,0,0,2
35065,DE,Leipziger Messe GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
35071,GB,Xoom Limited,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
198923,SI,Mitja Herbaj,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
207146,IT,Netikom SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
59715,IT,Comune di San Benedetto del Tronto,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
198985,FR,AQUILENET,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
215370,US,Thomas Sebastiaan Viet trading as Wasabi Hosting,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,4
198990,US,Pine Hosting LTD,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
35158,DK,Dansk Net A/S,Stub: UNVERIFIED (Dirty Feed),35.09,0,1,2
18792,US,Meme Holdings LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
141681,MN,ONDO LLC,Stub: SECURE (Clean Pipe),100.0,0,0,1
10620,CO,Telmex Colombia S.A.,Stub: UNVERIFIED (Dirty Feed),70.84,0,1,1
133504,DE,PAOCLOUD,Stub: UNVERIFIED (Dirty Feed),-1.0,0,6,9
395651,US,Tahoe Internet Exchange (TahoeIX),Stub: INHERITED (Clean Pipe),-1.0,0,0,1
59787,PT,"WebSP - Comercio e Prestacao de Servicos Informaticos, Lda",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
59789,AT,CISMO Clearing Integrated Services and Market Operations Gmb,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
43408,GB,Orange Cyberdefense UK Limited,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,3
215444,NL,MOA Group GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
215455,RU,GENERAL IT RUS LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
272809,VE,"THUNDERNET, C.A.",Stub: UNVERIFIED (Dirty Feed),39.82,0,4,5
272839,AR,NETCALLS SOCIEDAD DE RESPONSABILIDAD LIMITADA,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
51664,FR,Bilendi Technology SARL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
264660,VE,MESH COMUNICACIONES C.A.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
199128,MK,PET NET DOO Gevgelija,Stub: INHERITED (Clean Pipe),88.83,0,0,1
199150,SE,Excedo Networks AB,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
2552,US,Washington University,Stub: SECURE (Clean Pipe),99.04,0,0,2
199188,GB,PrimeXM Services (Cyprus) Ltd,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
2637,US,Georgia Institute of Technology,Stub: UNVERIFIED (Dirty Feed),94.07,0,1,2
273002,UY,TRACTORAL SOCIEDAD ANONIMA,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
60016,CH,Fiberstream 87 AG,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
199297,FR,Vyme SASU,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
51852,PA,Private Layer INC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
273041,GT,Universidad de San Carlos de Guatemala,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
215704,CZ,NGN CZ s.r.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
35492,AT,FunkFeuer Wien - Verein zur Foerderung freier Netze,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,4
215733,IE,Blacknight Internet Solutions Limited,Stub: SECURE (Clean Pipe),100.0,0,0,1
199354,NL,Arab States Research and Education Network (ASREN) Gemeinnutzige GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
10961,US,Boston GigaPoP,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
60117,NL,Host Sailor Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
43749,HU,Happymed Healthcare and IT Provider Co. Ltd.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
199399,GR,National Infrastructures for Research and Technology S.A.,IXP / Peer / Stub,-1.0,0,0,0
2792,DE,Deutsche Telekom AG,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
60150,DE,area-7 IT-Services GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
60156,FI,Solution Design Inc Oy,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
27411,US,"Leaseweb USA, Inc.",Stub: INHERITED (Clean Pipe),92.83,0,0,2
142108,TH,Rotko Networks,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
51996,PL,MicroStrategy Poland Sp. z o.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
199471,NL,Marcel Straub,Stub: UNVERIFIED (Dirty Feed),-1.0,0,4,5
60273,ES,ALTANETICA S.L.,Stub: SECURE (Clean Pipe),100.0,0,0,2
11131,US,University of Maryland Baltimore County (UMBC),Stub: UNVERIFIED (Dirty Feed),94.29,0,3,3
35710,DE,weber.digital GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
60288,LU,Eurobase GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
43910,DE,Intra2net AG,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
60304,AL,Starnet Sh.p.k.,Stub: SECURE (Clean Pipe),98.44,0,0,1
396190,US,"Leaseweb USA, Inc.",Stub: SECURE (Clean Pipe),98.42,0,0,3
52130,CZ,LiveSport s.r.o.,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
215981,US,X-Fibre Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
43950,GB,"Terence Froy trading as ""Spilsby Internet Solutions""",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
43965,IR,Tehran University of Medical Science,Stub: SECURE (Clean Pipe),100.0,0,0,2
207825,SE,Datarymden Internet AB,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
199636,FR,Free Pro SAS,Stub: SECURE (Clean Pipe),99.71,0,0,1
60382,GB,Cranleigh School,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
134111,AU,Commonwealth Scientific and Industrial Research Organisation,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
35829,US,"auth-servers, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
44024,RO,Radu Draghici,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
44034,SE,Hi3G Access AB,Stub: SECURE (Clean Pipe),99.93,0,0,3
207886,CZ,ECOMP spol s r.o.,Stub: UNVERIFIED (Dirty Feed),61.62,0,1,1
216104,EU,Photonic Networks Ltd,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
60470,RU,SkyNet Ltd.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
19528,US,"Meridian Parkway Data Center Owner, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,0,5,6
396362,US,"Leaseweb USA, Inc.",Stub: SECURE (Clean Pipe),98.26,0,0,3
216139,NL,Iron Hosting Centre LTD,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
216176,DE,Maurice Preuss,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
44176,GB,VNext AB,Stub: SECURE (Clean Pipe),99.39,0,0,2
150685,JP,Ching Kuo,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
27806,GF,WAYSCOM,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
36007,US,"Kamatera, Inc.",Stub: UNVERIFIED (Dirty Feed),76.89,0,2,5
44212,IE,Adelphi Net1 Ltd,Stub: SECURE (Clean Pipe),100.0,0,0,2
52431,AR,CyberWave S.A.,Stub: UNVERIFIED (Dirty Feed),85.43,0,4,5
134356,MN,"NBC Co.,Ltd",Stub: SECURE (Clean Pipe),100.0,0,0,2
208098,GB,THREDD UK LIMITED,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
396515,CA,YYCIX,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
199918,DE,Wilton Arthur Poth,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
199937,NL,ANWB B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
208135,DE,Carl Fabian Luepke,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
44297,FR,ICODIA SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
216333,NL,NetDev UG (haftungsbeschraenkt),Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
199959,US,GWY IT PTY LTD,Stub: UNVERIFIED (Dirty Feed),75.71,0,3,4
60713,PL,EXEA Sp. z o.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
216368,RU,Petersburg Internet Network ltd.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
208183,DE,Internetmanufaktur Karlsruhe UG (haftungsbeschraenkt),Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
60767,DE,Robert Finze,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
200040,TR,Netgigabit iletisim Hizmetleri Ltd. Sti,Stub: UNVERIFIED (Dirty Feed),28.03,0,2,2
11655,CA,Saskatoon Internet Exchange Inc,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
28075,AR,ARLINK S.A.,Stub: UNVERIFIED (Dirty Feed),66.51,0,8,9
200129,FR,LHISP S.A.,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
208323,AT,Foundation for Applied Privacy,Stub: UNVERIFIED (Dirty Feed),56.52,0,1,2
60943,IT,FIBERLAND SRLS,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
200223,NL,Lars Jannick Volkers trading as Etheron Hosting,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
208449,IT,"Micky Del Favero trading as ""BeeCloudy.net""",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
274017,CO,Floriano SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
61029,NL,DODW Holding B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
44651,HU,Kalasznet Kabel TV Kft,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
208520,SA,King Abdul Aziz City for Science and Technology,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
61098,CH,Exoscale (Akenes SA),Stub: UNVERIFIED (Dirty Feed),-1.0,0,6,8
208563,DE,CodeReactor Limited,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
396982,US,Google Cloud Platform,Stub: INHERITED (Clean Pipe),64.59,0,0,2
44746,SE,Satellithuset i Limmared AB,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
208590,US,Lasagna Ltd,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
397018,US,Cloud Propeller,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
3842,US,"InMotion Hosting, Inc.",Stub: UNVERIFIED (Dirty Feed),76.78,0,4,6
53006,BR,ALGAR TELECOM S/A,Stub: UNVERIFIED (Dirty Feed),83.26,0,1,1
208725,BE,Devrandom.be BV,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
3927,US,RGnet OU,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
12127,SV,Telefonica Moviles El Salvador S.A. de C.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
397168,CA,National Capital Freenet Inc,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
208772,DE,Freifunk Stuttgart e.V.,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
208789,FR,SENAT,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
44949,NL,Gigacodes GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,5
200599,DE,eins energie in sachsen GmbH & Co. KG,Stub: UNVERIFIED (Dirty Feed),36.09,0,1,3
208888,CO,"Four Mirror Advisors, S.L.",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
208906,CZ,"SYNOT ICT Services, a.s.",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
208920,IT,Rocket Way S.R.L.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
4128,US,RGnet OU,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
208927,DE,WILO SE,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
28728,HU,Infornax Information Technology Zrt.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
397376,US,IFN,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
12361,GR,VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,Stub: SECURE (Clean Pipe),99.48,0,0,1
45131,NZ,REANNZ Head Office,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
208974,DE,Internetmanufaktur Karlsruhe UG (haftungsbeschraenkt),Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
12374,DE,LF.net Netzwerksysteme GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,5
28785,PL,Asseco Cloud Sp. z o. o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
20596,GB,Future Publishing Ltd,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
28854,SE,SavMAN AB,Stub: SECURE (Clean Pipe),100.0,0,0,1
200906,FR,MCT SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,3
135421,AU,"SALKELD, MATTHEW T/A MATTHEW SALKELD CONSULTING",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
200995,NL,BIT BV,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
209198,GB,Offshore Renewable Energy Catapult,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
53550,US,"NTT Cloud Communications US, Inc.",Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,6
151858,VN,INTERDIGI JOINT STOCK COMPANY,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
20798,FI,EPTE Oy,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
29018,DE,trivago N.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
209252,SE,PGL ESPORTS SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,4
20857,NL,TransIP B.V. (team.blue NL),Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
29086,CZ,"GiTy, a.s.",Stub: INHERITED (Clean Pipe),-1.0,0,0,2
397727,US,Atlantic IXPs Inc.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
4528,HK,The University of Hong Kong,Stub: SECURE (Clean Pipe),98.33,0,0,1
29122,BG,i-Wet Ltd.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
201155,DE,embeDD GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
12775,GB,JPC Infonet Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
20986,FR,EasyTeam SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
53763,US,"Lakeside Network, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
201220,IT,Gruppo EURIS Spa,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
201240,AT,Rocket NG GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
21034,IT,Micso s.r.l.,Stub: UNVERIFIED (Dirty Feed),97.47,0,1,3
209465,AL,VIG SERVICES SHQIPERI Sh.p.k.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
29247,GR,Ote SA (Hellenic Telecommunications Organisation),Stub: SECURE (Clean Pipe),99.91,0,0,1
21079,AT,Oesterreichische Kontrollbank Aktiengesellschaft,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
62080,ES,Adrian Almenar Serrano,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
53910,CA,Northwestel Inc.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
397990,US,Williamslabs LLC,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
62141,FR,COMPAGNIE NATIONALE DU RHONE S.A.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
12990,PL,Ringier Axel Springer Polska Sp. z o.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
37578,KE,Telecommunication Sevice  Providers Association of Kenya - TESPOK,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
135887,AU,Belong (Telstra Limited),Stub: SECURE (Clean Pipe),99.8,0,0,1
29423,DE,gridscale GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
398065,US,Fritz Lab LLC,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
135932,VN,Viet Storage Technology Joint Stock Company,Stub: UNVERIFIED (Dirty Feed),95.45,0,3,4
21247,FR,Association IP Synergies,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,3
21260,GB,The Positive Internet Company Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
62227,GB,EKCO CLOUD AND SECURITY LIMITED,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
398113,US,Gateway Fiber LLC,Stub: SECURE (Clean Pipe),99.27,0,0,3
29484,DE,Ruhr-Universitaet Bochum,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
62310,DE,axilaris GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
62357,FI,2M-IT Oy,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
209815,FR,SNC ALTAREA MANAGEMENT,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
201636,FR,Tec6 SARL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
201644,NL,Brabant Water N.V,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
13246,DE,Key-Systems GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
13251,DE,QiTEC GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
152533,IN,"National Institute of Technology Karnataka, Surathkal",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
46050,ID,PT JC Indonesia,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
209894,DE,Foerderverein Freie Infrastruktur e.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,5
209915,DE,trivago N.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
21538,FR,IGWAN.NET,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
201773,GB,University of Warwick,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
62538,US,ipFail Networks,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
13427,US,"Softcom Internet Communications, Inc.",Stub: SECURE (Clean Pipe),100.0,0,0,2
398493,US,System In Place,Stub: SECURE (Clean Pipe),100.0,0,0,1
210140,SE,GAVLEBORGS LANS LANDSTING,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
5409,DE,toplink GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
152873,JP,Neodyland,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
202032,IT,GOLINE SA,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,8
5436,FR,Computacenter France SAS,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
54594,US,Illuminate Hillsboro,Stub: SECURE (Clean Pipe),98.63,0,0,2
62787,US,Snark Holding Corp.,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
202066,FR,Green IT Solutions Sarl,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
5470,GR,Aristotle University of Thessaloniki,Stub: SECURE (Clean Pipe),100.0,0,0,2
202094,IT,FINDER SpA,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
210303,DE,Hamburg Port Authority AoeR,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
202112,GR,TELMACO S.A,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
21903,US,Arnhem Networks LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,5,6
5520,DE,Universitaet zu Koeln,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
46505,US,NixiHost.com Incorporated,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
30133,US,ISC F-ROOT NUL0,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
210374,PT,Pedro Direito,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
202196,NL,Booking.com BV,Stub: UNVERIFIED (Dirty Feed),-1.0,0,7,11
267743,PE,GILAT NETWORKS PERU S.A.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
210429,NL,Hizakura B.V.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
202288,GB,Matthew Martin,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
267841,CO,GIGAS HOSTING COLOMBIA S.A.S.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
202329,DE,Verein zur Foerderung freier Netze Region Mittlerer Oberrhein e.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
30298,US,META Solutions,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
398960,US,Cryoflesh Inc,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
398986,US,secured.gg (Gameserverkings),Stub: INHERITED (Clean Pipe),-1.0,0,0,2
202422,US,G-Core Labs S.A.,Stub: SECURE (Clean Pipe),99.71,0,0,1
54978,US,ZYWAVE INC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
202454,GB,Pine Media Ltd,Stub: SECURE (Clean Pipe),98.06,0,0,2
399105,CA,CECREVIER,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
22296,US,Vorsk LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
63322,US,Parler Cloud,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
137074,PH,Responsible Internet Sustainability Effort,Stub: INHERITED (Clean Pipe),90.89,0,0,1
210805,GB,Open Infra ISP Production International AB,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
202616,AT,Wien Energie GmbH,Stub: SECURE (Clean Pipe),99.14,0,0,1
202618,CZ,"Rychly drat, s.r.o.",Stub: UNVERIFIED (Dirty Feed),84.39,0,1,1
399242,US,CodingFlyBoy LLC,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
202663,FR,VOGANET SARL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
202693,DE,Erik Schneider,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
202716,DE,WWK Lebensversicherung a.G.,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
47132,AT,Innonet ICT-Services GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
14383,US,"M3COM of Virginia, Inc",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
38965,NL,Rick van der Sterren trading as HostIn,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
39029,NO,Redpill Linpro AS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
153720,AU,Mark Delany,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
6269,US,"AT&T Enterprises, LLC",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
202898,FR,DEVELOPPEMENT D'APPLICATIONS SUR RESEAUX A VALEUR AJOUTEE SA,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
22684,CA,SSI Micro Ltd.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
47317,CZ,"Web4ce, s.r.o.",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
6364,US,"Atlantic.net, Inc.",Stub: UNVERIFIED (Dirty Feed),60.77,0,3,6
6373,US,Opus One,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
39150,RU,HOSTING TELECOM LTD,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,3
63734,VN,365 Online technology joint stock company,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
63806,JP,Human-life Information Platforms Institute,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
