asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds
40264,Charter Communications LLC,XX,142,Unverified (Peer/Transit?),-1.0,0,0
8732,JSC Comcor,XX,142,PARTIAL (Mixed Feeds),-1.0,10,25
33667,"Comcast Cable Communications, LLC",XX,140,SECURE (Full Coverage),-1.0,0,2
8167,V.tal,XX,139,SECURE (Full Coverage),-1.0,0,3
16019,Vodafone Czech Republic a.s.,XX,139,SECURE (Full Coverage),-1.0,0,5
33287,"Comcast Cable Communications, LLC",XX,139,SECURE (Full Coverage),-1.0,0,1
28329,SAMM  (G8/Megatelecom),XX,137,SECURE (Active Local ROV),-1.0,1,5
55002,"F5, Inc.",XX,137,SECURE (Active Local ROV),-1.0,1,2
55685,PT Jala Lintas Media,XX,136,PARTIAL (Mixed Feeds),0.16,15,25
52320,V.tal (GlobeNet),XX,135,SECURE (Active Local ROV),0.0,17,33
58224,Iran Telecommunication Company PJS,XX,135,Unverified (Peer/Transit?),62.08,0,0
12129,"123.Net, Inc.",XX,134,SECURE (Full Coverage),-1.0,0,8
45147,PT NAP Info Lintas Nusa,XX,133,SECURE (Full Coverage),-1.0,0,6
42020,OGERO,XX,132,SECURE (Full Coverage),-1.0,0,1
21497,Vodafone Ukraine,XX,132,PARTIAL (Mixed Feeds),-1.0,15,32
3209,Vodafone GmbH,XX,132,SECURE (Active Local ROV),-1.0,4,11
4775,Globe Telecoms,XX,132,SECURE (Active Local ROV),-1.0,13,31
16509,"Amazon.com, Inc.",XX,131,SECURE (Active Local ROV),16.61,10,31
17378,"TierPoint, LLC",XX,131,PARTIAL (Mixed Feeds),-1.0,4,13
34224,Neterra Ltd.,XX,131,PARTIAL (Mixed Feeds),-1.0,15,27
24961,WIIT AG (fka. myLoc Managed IT AG),XX,130,PARTIAL (Mixed Feeds),-1.0,16,32
199524,Gcore S.A.,XX,129,SECURE (Active Local ROV),99.5,15,37
64315,PT Mitra Visioner Pratama,XX,129,PARTIAL (Mixed Feeds),4.72,5,8
44324,MoeDove LLC,XX,129,PARTIAL (Mixed Feeds),-1.0,5,9
24429,Alibaba Cloud,XX,125,PARTIAL (Mixed Feeds),-1.0,20,42
33657,"Comcast Cable Communications, LLC",XX,125,SECURE (Full Coverage),-1.0,0,1
327727,C-Squared Limited,XX,125,PARTIAL (Mixed Feeds),-1.0,1,4
12400,Partner Communications Ltd.,XX,124,PARTIAL (Mixed Feeds),-1.0,18,32
4455,IX Reach Ltd,XX,124,PARTIAL (Mixed Feeds),-1.0,17,34
4764,Aussie Broadband,XX,123,SECURE (Active Local ROV),-1.0,3,10
49915,Megaport (UK) Limited,XX,120,PARTIAL (Mixed Feeds),-1.0,9,22
209533,iFog GmbH - BGPTunnel,XX,120,PARTIAL (Mixed Feeds),-1.0,3,5
3573,Accenture LLP,XX,118,PARTIAL (Mixed Feeds),-1.0,3,16
2152,CENIC - CalREN,XX,117,SECURE (Full Coverage),-1.0,0,4
41798,JSC Transtelecom,XX,116,SECURE (Active Local ROV),-1.0,2,6
45117,Ishan's Network,XX,116,VULNERABLE (No Coverage),-1.0,2,2
17762,Tata Teleservices Maharashtra Ltd,XX,115,VULNERABLE (No Coverage),-1.0,2,2
8400,Telekom Srbija a.d.,XX,114,SECURE (Active Local ROV),-1.0,16,30
11172,"Alestra, S. de R.L. de C.V.",XX,113,SECURE (Full Coverage),1.78,0,5
9790,Two Degrees Networks Limited,XX,112,SECURE (Active Local ROV),6.86,2,6
17995,PT iForte Global Internet,XX,111,SECURE (Full Coverage),1.14,0,2
2907,Science Information Network,XX,111,PARTIAL (Mixed Feeds),-1.0,2,8
16637,MTN SA (Bayobab),XX,111,PARTIAL (Mixed Feeds),0.34,13,29
7016,"Comcast Cable Communications, LLC",XX,111,SECURE (Full Coverage),-1.0,0,2
43426,Netassist International EOOD,XX,111,PARTIAL (Mixed Feeds),-1.0,1,5
31287,IPACCT CABLE Ltd,XX,111,PARTIAL (Mixed Feeds),-1.0,9,21
3302,Retelit Digital Services S.p.A.,XX,110,PARTIAL (Mixed Feeds),-1.0,2,13
6079,RCN,XX,110,SECURE (Active Local ROV),-1.0,5,15
8953,Orange Romania S.A.,XX,109,SECURE (Full Coverage),-1.0,0,5
2854,LLC Orange Business Services,XX,108,PARTIAL (Mixed Feeds),-1.0,15,26
262907,Brasil TecPar,XX,107,PARTIAL (Mixed Feeds),-1.0,2,6
24534,PT Trans Hybrid Communication,XX,107,SECURE (Full Coverage),0.54,0,3
50629,LWLcom GmbH,XX,107,SECURE (Active Local ROV),-1.0,14,31
37613,DOLPHIN TELECOMMUNICATION LIMITED,XX,107,PARTIAL (Mixed Feeds),-1.0,12,21
6855,"Slovak Telekom, a.s.",XX,107,SECURE (Full Coverage),-1.0,0,5
28260,ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP,XX,107,SECURE (Active Local ROV),-1.0,2,6
29802,"HIVELOCITY, Inc.",XX,106,SECURE (Active Local ROV),-1.0,15,31
8772,NetAssist LLC,XX,106,PARTIAL (Mixed Feeds),-1.0,3,10
8529,Zain Omantel International FZ-LLC,XX,106,PARTIAL (Mixed Feeds),-1.0,21,43
139901,Apple Communication Ltd.,XX,105,PARTIAL (Mixed Feeds),0.0,14,27
44901,Belcloud LTD,XX,104,PARTIAL (Mixed Feeds),-1.0,16,33
28716,Retelit Digital Services S.p.A.,XX,104,PARTIAL (Mixed Feeds),-1.0,10,24
2711,Spirit Communications,XX,103,SECURE (Full Coverage),-1.0,0,4
4837,China Unicom Backbone,XX,103,CORE: UNPROTECTED,-1.0,0,0
8262,Evolink EAD,XX,102,PARTIAL (Mixed Feeds),-1.0,18,33
134654,PT Data Utama Dinamika,XX,102,PARTIAL (Mixed Feeds),-1.0,4,11
28343,Unifique Telecomunicações SA,XX,102,SECURE (Active Local ROV),-1.0,1,6
35753,Etihad Salam Telecom CJSC,XX,102,PARTIAL (Mixed Feeds),0.47,16,34
3301,Telia Company AB,XX,102,SECURE (Full Coverage),-1.0,0,1
39737,Prime Telecom srl,XX,101,PARTIAL (Mixed Feeds),-1.0,14,30
28126,BRISANET SERVICOS DE TELECOMUNICACOES S.A,XX,101,SECURE (Active Local ROV),-1.0,2,7
703,Verizon Business - APAC,XX,101,PARTIAL (Mixed Feeds),-1.0,3,14
7470,"TRUE INTERNET Co.,Ltd.",XX,101,SECURE (Full Coverage),-1.0,0,2
33132,Crown Castle Fiber LLC,XX,100,VULNERABLE (No Coverage),-1.0,1,1
8151,UNINET,XX,100,SECURE (Full Coverage),0.93,0,10
394684,GOLD DATA USA INC,XX,99,SECURE (Full Coverage),-1.0,0,9
268696,Tuddo Telecom Ltda.,XX,99,PARTIAL (Mixed Feeds),-1.0,1,7
62,CyrusOne LLC,XX,99,PARTIAL (Mixed Feeds),-1.0,1,6
4713,NTT Communications Corporation (OCN),XX,98,SECURE (Full Coverage),-1.0,0,1
9198,JSC Kazakhtelecom,XX,98,PARTIAL (Mixed Feeds),-1.0,5,15
52863,UPX TECNOLOGIA LTDA,XX,98,SECURE (Active Local ROV),-1.0,1,6
57463,NetIX Communications JSC,XX,98,PARTIAL (Mixed Feeds),-1.0,19,34
5606,GTS Telecom SRL,XX,98,PARTIAL (Mixed Feeds),-1.0,12,28
34779,"T-2, d.o.o.",XX,97,PARTIAL (Mixed Feeds),0.02,8,20
12357,VODAFONE ESPANA S.A.U.,XX,97,VULNERABLE (No Coverage),-1.0,1,1
53356,Free Range Cloud Hosting Inc.,XX,97,PARTIAL (Mixed Feeds),-1.0,5,16
201776,Miranda-Media Ltd,XX,96,PARTIAL (Mixed Feeds),0.74,5,12
52873,Softdados Telecomunicações,XX,95,SECURE (Active Local ROV),-1.0,1,5
11014,Metrotel,XX,95,PARTIAL (Mixed Feeds),38.7,1,5
15895,"""Kyivstar"" PJSC",XX,94,SECURE (Active Local ROV),-1.0,13,27
270735,COMPUTIZE NETWORK TELECOMUNICACOES LTDA,XX,94,PARTIAL (Mixed Feeds),-1.0,5,13
18734,"Operbes, S.A. de C.V.",XX,94,SECURE (Full Coverage),1.11,0,7
199599,"Telecom-Birzha, LLC",XX,93,PARTIAL (Mixed Feeds),-1.0,2,6
3758,SingNet,XX,93,SECURE (Full Coverage),0.17,0,5
63293,Meta (CDN Network),XX,93,PARTIAL (Mixed Feeds),-1.0,4,10
29838,"Atlantic Metro Communications II, Inc.",XX,93,PARTIAL (Mixed Feeds),-1.0,14,29
2686,"AT&T Enterprises, LLC",XX,92,PARTIAL (Mixed Feeds),-1.0,7,26
12025,Iron Mountain Data Centers,XX,91,SECURE (Full Coverage),-1.0,0,6
11351,Charter Communications Inc,XX,91,Unverified (Peer/Transit?),-1.0,0,0
1267,WIND TRE S.P.A.,XX,91,PARTIAL (Mixed Feeds),-1.0,14,28
3292,TDC Holding A/S,XX,91,SECURE (Active Local ROV),-1.0,2,19
13767,"DataBank Holdings, Ltd.",XX,91,PARTIAL (Mixed Feeds),-1.0,1,7
52554,Rede MegasNet Telecomunicações,XX,90,PARTIAL (Mixed Feeds),-1.0,1,4
2116,GLOBALCONNECT AS,XX,90,SECURE (Full Coverage),-1.0,0,5
55824,NKN Core Network,XX,89,Unverified (Peer/Transit?),-1.0,0,0
17439,NTT Communications India Pvt. Ltd.,XX,89,PARTIAL (Mixed Feeds),-1.0,2,3
10099,China Unicom Global,XX,89,PARTIAL (Mixed Feeds),0.0,16,34
11426,Charter Communications Inc,XX,89,Unverified (Peer/Transit?),-1.0,0,0
56534,Comfortel Ltd.,XX,89,PARTIAL (Mixed Feeds),-1.0,4,12
19037,AMX Argentina S.A.,XX,89,SECURE (Full Coverage),37.15,0,1
3741,Dimension Data,XX,88,PARTIAL (Mixed Feeds),2.45,9,23
28186,ITS TELECOMUNICACOES LTDA,XX,88,SECURE (Active Local ROV),-1.0,1,5
35708,4b42 UG,XX,88,VULNERABLE (No Coverage),-1.0,1,1
15557,SFR SA,XX,88,SECURE (Active Local ROV),-1.0,6,19
27064,Defense Information Systems Agency (DISA),XX,88,Unverified (Peer/Transit?),-1.0,0,0
40676,Psychz Networks,XX,87,SECURE (Active Local ROV),0.0,6,16
59692,IQWeb FZ-LLC,XX,87,PARTIAL (Mixed Feeds),-1.0,8,19
47232,ISP Alliance a.s.,XX,87,PARTIAL (Mixed Feeds),-1.0,2,10
38855,STUIX Route Servers,XX,86,SECURE (Full Coverage),-1.0,0,2
2519,ARTERIA Networks Corporation,XX,86,PARTIAL (Mixed Feeds),-1.0,3,13
12963,"Scientific Industrial Firm ""Volz"" Ltd",XX,85,PARTIAL (Mixed Feeds),-1.0,7,16
133296,Web Werks India Pvt. Ltd.,XX,85,PARTIAL (Mixed Feeds),-1.0,3,4
138128,PT Solnet Indonesia,XX,85,PARTIAL (Mixed Feeds),-1.0,3,9
31242,P4 Sp. z o.o.,XX,84,SECURE (Full Coverage),-1.0,0,5
2764,AAPT Limited,XX,84,SECURE (Full Coverage),-1.0,0,3
57724,DDOS-GUARD LTD,XX,84,PARTIAL (Mixed Feeds),-1.0,6,12
52055,NetIX Communications JSC,XX,84,PARTIAL (Mixed Feeds),-1.0,5,7
35819,"Etihad Etisalat, a joint stock company",XX,83,SECURE (Active Local ROV),0.77,1,2
26554,"US Signal Company, L.L.C.",XX,83,SECURE (Full Coverage),-1.0,0,5
139317,Ningbo Dahuamao Information Technology Co Ltd,XX,83,SECURE (Full Coverage),-1.0,0,2
12479,Orange Espagne SA,XX,83,SECURE (Active Local ROV),-1.0,3,10
10103,HK Broadband Network Ltd.,XX,83,SECURE (Full Coverage),-1.0,0,2
57866,Fusix Networks B.V.,XX,82,SECURE (Active Local ROV),-1.0,4,12
7795,"LUMOS Networks, Inc.",XX,82,PARTIAL (Mixed Feeds),-1.0,1,8
7385,Zayo (fka Allstream),XX,82,SECURE (Full Coverage),-1.0,0,1
202,"Level 3 Parent, LLC",XX,81,SECURE (Full Coverage),-1.0,0,1
262355,VSX Networks,XX,81,PARTIAL (Mixed Feeds),-1.0,9,15
35805,"JSC ""Silknet""",XX,80,SECURE (Active Local ROV),-1.0,12,24
42473,Anexia Cloud Solutions GmbH,XX,80,SECURE (Active Local ROV),100.0,18,38
33763,Paratus Telecommunications Limited,XX,80,PARTIAL (Mixed Feeds),0.65,10,21
38731,Viettel - CHT Company Ltd,XX,79,Unverified (Peer/Transit?),-1.0,0,0
4808,China Unicom Beijing Province Network,XX,79,Unverified (Peer/Transit?),-1.0,0,0
33363,"Charter Communications, Inc",XX,79,Unverified (Peer/Transit?),-1.0,0,0
35168,TNS-Plus LLP,XX,79,PARTIAL (Mixed Feeds),-1.0,10,19
149994,Rego Communications Ltd,XX,79,SECURE (Full Coverage),0.2,0,2
17494,Bangladesh Telegraph & Telephone Board,XX,78,PARTIAL (Mixed Feeds),0.0,14,32
19108,Optimum,XX,78,SECURE (Full Coverage),-1.0,0,6
17665,ONEOTT INTERTAINMENT LIMITED,XX,77,PARTIAL (Mixed Feeds),-1.0,2,3
9141,P4 Sp. z o.o.,XX,77,SECURE (Active Local ROV),-1.0,1,3
3352,TELEFONICA DE ESPANA S.A.U.,XX,77,Unverified (Peer/Transit?),-1.0,0,0
136557,Host Universal Pty Ltd,XX,76,PARTIAL (Mixed Feeds),0.8,9,20
262462,Aranet Play,XX,76,PARTIAL (Mixed Feeds),-1.0,1,3
265038,TELFO SERVICO DE TELECOMUNICACOES LTDA,XX,76,PARTIAL (Mixed Feeds),-1.0,1,5
47605,FNE-Finland Oy,XX,75,PARTIAL (Mixed Feeds),-1.0,9,21
44600,"""GIGATRANS UKRAINE"", LLC",XX,75,PARTIAL (Mixed Feeds),-1.0,12,24
11796,"Airstream Communications, LLC",XX,75,PARTIAL (Mixed Feeds),-1.0,1,7
262761,Sinal Br Telecom Ltda,XX,75,PARTIAL (Mixed Feeds),-1.0,1,8
47147,Anexia Cloud Solutions GmbH,XX,75,SECURE (Active Local ROV),-1.0,15,31
33659,"Comcast Cable Communications, LLC",XX,75,SECURE (Full Coverage),-1.0,0,1
31216,BSO Network Solutions SAS,XX,75,PARTIAL (Mixed Feeds),-1.0,2,7
3267,"SCIENTIFIC RESEARCH INSTITUTE FOR SYSTEM ANALYSIS OF THE NATIONAL RESEARCH CENTRE ""KURCHATOV INSTITUTE""",XX,75,PARTIAL (Mixed Feeds),-1.0,4,9
138915,Kaopu Cloud HK Limited,XX,74,PARTIAL (Mixed Feeds),9.77,22,46
13367,"Comcast Cable Communications, LLC",XX,73,SECURE (Full Coverage),-1.0,0,1
263432,CORPORATIVA TELECOMUNICACOES EIRELI ME,XX,73,PARTIAL (Mixed Feeds),-1.0,1,4
8903,LYNTIA NETWORKS S.A.,XX,73,PARTIAL (Mixed Feeds),-1.0,3,11
9829,BSNL (Bharat Sanchar Nigam Ltd),XX,73,SECURE (Active Local ROV),-1.0,2,11
264997,Direct Telecom Ltda,XX,73,PARTIAL (Mixed Feeds),-1.0,13,22
63927,RISE,XX,72,SECURE (Active Local ROV),-1.0,15,29
45458,SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX,XX,72,SECURE (Full Coverage),-1.0,0,1
137491,Peerex Networks Ltd,XX,72,PARTIAL (Mixed Feeds),0.44,4,9
13876,"FiberLight, LLC",XX,72,SECURE (Full Coverage),-1.0,0,3
56630,Melbikomas UAB,XX,71,PARTIAL (Mixed Feeds),-1.0,20,43
17922,PT Indosat Tbk,XX,71,PARTIAL (Mixed Feeds),-1.0,4,9
28220,Alares Internet,XX,71,PARTIAL (Mixed Feeds),-1.0,1,5
137366,PT iForte Solusi Infotek,XX,71,SECURE (Full Coverage),-1.0,0,5
4847,China Telecom Beijing Province Network,XX,71,Unverified (Peer/Transit?),-1.0,0,0
39386,Saudi Telecom Company JSC,XX,71,PARTIAL (Mixed Feeds),-1.0,23,45
8452,Telecom Egypt,XX,70,SECURE (Active Local ROV),79.55,12,25
5483,Magyar Telekom Plc.,XX,70,SECURE (Active Local ROV),-1.0,1,6
50384,W-IX Route Servers,XX,70,PARTIAL (Mixed Feeds),-1.0,12,22
33650,"Comcast Cable Communications, LLC",XX,70,SECURE (Full Coverage),-1.0,0,1
24748,THINX WAW Route Servers,XX,70,PARTIAL (Mixed Feeds),-1.0,3,7
62943,Bluebird Network,XX,70,PARTIAL (Mixed Feeds),-1.0,2,4
4621,UNINET-TH,XX,69,PARTIAL (Mixed Feeds),-1.0,3,6
35000,"JSC ""Severen-Telecom""",XX,69,PARTIAL (Mixed Feeds),-1.0,7,18
262476,BRCENTRAL TELECOM,XX,69,PARTIAL (Mixed Feeds),-1.0,1,8
24198,PT Datakom Padma Jaya,XX,69,PARTIAL (Mixed Feeds),-1.0,5,9
25159,PJSC MegaFon,XX,69,SECURE (Full Coverage),-1.0,0,1
17408,AboveNet Communications Taiwan,XX,69,PARTIAL (Mixed Feeds),-1.0,3,8
29049,Delta Telecom Ltd,XX,69,SECURE (Active Local ROV),-1.0,15,33
5400,British Telecommunications (International) ,XX,69,PARTIAL (Mixed Feeds),-1.0,2,23
58511,Swoop (Anycast Global Backbone),XX,69,PARTIAL (Mixed Feeds),-1.0,20,34
45305,PT Lintas Data Prima,XX,68,PARTIAL (Mixed Feeds),0.37,4,5
35661,VIRTUA SYSTEMS SAS,XX,68,PARTIAL (Mixed Feeds),-1.0,8,19
263966,WorldWifi,XX,68,PARTIAL (Mixed Feeds),-1.0,2,6
19009,Everstream Solutions LLC,XX,68,PARTIAL (Mixed Feeds),-1.0,1,6
396998,"Path Network, Inc.",XX,68,PARTIAL (Mixed Feeds),-1.0,4,14
209735,Lagrange Cloud Technologies Limited,XX,68,SECURE (Active Local ROV),-1.0,2,4
49581,Ferdinand Zink trading as Tube-Hosting,XX,67,PARTIAL (Mixed Feeds),-1.0,6,15
196844,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",XX,67,PARTIAL (Mixed Feeds),-1.0,19,32
9119,SOFTNET d.o.o.,XX,67,PARTIAL (Mixed Feeds),0.0,15,25
20632,PJSC MegaFon,XX,67,SECURE (Full Coverage),-1.0,0,1
32505,Conterra,XX,67,SECURE (Full Coverage),-1.0,0,3
3754,NYSERNet,XX,67,Unverified (Peer/Transit?),-1.0,0,0
5056,Aureon Network Services,XX,66,PARTIAL (Mixed Feeds),-1.0,2,5
263702,GRUPO ZGH SPA,XX,66,SECURE (Full Coverage),0.0,0,6
33652,"Comcast Cable Communications, LLC",XX,66,SECURE (Full Coverage),-1.0,0,1
14868,Ligga Telecomunicações S.A.,XX,66,SECURE (Active Local ROV),-1.0,1,4
8767,M-net Telekommunikations GmbH,XX,66,SECURE (Active Local ROV),-1.0,14,31
12735,TurkNet Iletisim Hizmetleri A.S.,XX,66,SECURE (Active Local ROV),-1.0,5,16
25899,LS Networks,XX,66,PARTIAL (Mixed Feeds),-1.0,2,8
141137,PT Media Cepat Indonesia,XX,65,PARTIAL (Mixed Feeds),0.41,6,8
12310,iNES GROUP SRL,XX,65,PARTIAL (Mixed Feeds),-1.0,1,6
41095,IPTP LTD,XX,65,PARTIAL (Mixed Feeds),-1.0,4,21
135069,Feenix Communications Limited,XX,65,PARTIAL (Mixed Feeds),0.0,2,10
58212,dataforest GmbH,XX,65,PARTIAL (Mixed Feeds),-1.0,10,24
4651,The Communications Authority of Thailand (CAT),XX,64,PARTIAL (Mixed Feeds),-1.0,19,40
34309,Link11 GmbH,XX,64,PARTIAL (Mixed Feeds),-1.0,9,24
20965,GEANT Vereniging,XX,64,SECURE (Full Coverage),-1.0,0,2
8308,NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY,XX,64,PARTIAL (Mixed Feeds),-1.0,11,19
13194,"UAB ""Bite Lietuva""",XX,64,PARTIAL (Mixed Feeds),-1.0,17,34
56258,PT PGAS Telekomunikasi Nusantara,XX,64,PARTIAL (Mixed Feeds),-1.0,4,8
17222,MUNDIVOX DO BRASIL LTDA,XX,63,SECURE (Full Coverage),-1.0,0,6
14259,Gtd Internet S.A.,XX,63,SECURE (Full Coverage),0.96,0,6
132770,Gazon Communications India Limited,XX,62,PARTIAL (Mixed Feeds),-1.0,2,4
9507,NextHop Pty Ltd,XX,62,PARTIAL (Mixed Feeds),-1.0,3,8
33668,"Comcast Cable Communications, LLC",XX,62,SECURE (Full Coverage),-1.0,0,2
21433,Accenture UK Limited,XX,62,PARTIAL (Mixed Feeds),-1.0,6,14
917,"Misaka Network, Inc.",XX,62,PARTIAL (Mixed Feeds),0.0,11,22
268314,SUPORTI TELECOM,XX,62,PARTIAL (Mixed Feeds),-1.0,1,2
9808,China Mobile Backbone,XX,61,CORE: UNPROTECTED,-1.0,0,0
306,United States Department of Defense (DoD),XX,61,Unverified (Peer/Transit?),-1.0,0,0
202766,LYNTIA NETWORKS S.A.,XX,61,SECURE (Full Coverage),-1.0,0,2
6789,CRELCOM LLC,XX,61,PARTIAL (Mixed Feeds),-1.0,5,12
39686,Eurofiber Nederland BV,XX,61,SECURE (Active Local ROV),-1.0,10,23
262847,DBUG TELECOM LTDA,XX,61,PARTIAL (Mixed Feeds),-1.0,1,5
4648,Spark New Zealand,XX,60,PARTIAL (Mixed Feeds),1.49,3,12
7725,"Comcast Cable Communications, LLC",XX,60,SECURE (Full Coverage),-1.0,0,1
4750,CS LOXINFO PUBLIC COMPANY LIMITED,XX,60,Unverified (Peer/Transit?),-1.0,0,0
12297,Telecom Armenia OJSC,XX,60,PARTIAL (Mixed Feeds),-1.0,14,29
15305,"Syringa Networks, LLC",XX,60,PARTIAL (Mixed Feeds),-1.0,1,7
3212,Telemach Slovenija d.o.o.,XX,60,PARTIAL (Mixed Feeds),0.1,15,22
58656,bdHUB Limited,XX,59,VULNERABLE (No Coverage),0.34,1,1
196695,NetOne Rus JSC,XX,59,PARTIAL (Mixed Feeds),-1.0,4,11
49063,Data Storage Center JSC,XX,59,PARTIAL (Mixed Feeds),-1.0,7,15
49800,GNC-Alfa CJSC,XX,59,SECURE (Active Local ROV),-1.0,12,26
12541,LYNTIA NETWORKS S.A.,XX,59,SECURE (Full Coverage),-1.0,0,1
8437,Hutchison Drei Austria GmbH,XX,59,SECURE (Full Coverage),-1.0,0,1
12695,LLC Digital Network,XX,58,PARTIAL (Mixed Feeds),-1.0,15,26
2687,"AT&T Enterprises, LLC",XX,58,PARTIAL (Mixed Feeds),-1.0,7,16
136907,Huawei Cloud,XX,58,PARTIAL (Mixed Feeds),0.48,24,47
3204,xTom OU,XX,58,PARTIAL (Mixed Feeds),-1.0,10,20
8449,"""ElCat"" Ltd.",XX,58,PARTIAL (Mixed Feeds),0.12,4,10
8473,Bahnhof AB,XX,58,SECURE (Active Local ROV),-1.0,17,35
26801,"Zito Media, L.P.",XX,58,SECURE (Full Coverage),-1.0,0,3
24724,Atman Sp. z o.o.,XX,58,SECURE (Active Local ROV),-1.0,14,30
266931,NOVELL INTERNET,XX,58,PARTIAL (Mixed Feeds),-1.0,1,5
33490,Comcast (Portland/Spokane),XX,58,SECURE (Full Coverage),-1.0,0,1
9848,SEJONG NETWORKS,XX,58,PARTIAL (Mixed Feeds),18.89,1,10
132280,Symphony Communication (Thailand) PCL.,XX,58,SECURE (Full Coverage),-1.0,0,1
29208,"Quantcom, a.s.",XX,58,SECURE (Active Local ROV),-1.0,10,23
262503,WIKI TELECOMUNICACOES EIRELI,XX,57,PARTIAL (Mixed Feeds),-1.0,1,3
45177,Devoli,XX,57,SECURE (Active Local ROV),99.72,1,4
197068,High Load Lab (Qrator),XX,57,PARTIAL (Mixed Feeds),-1.0,4,8
600,OARnet,XX,57,PARTIAL (Mixed Feeds),-1.0,1,4
53115,ISPX Solucoes em Telecomunicacoes SPE Ltda,XX,57,PARTIAL (Mixed Feeds),-1.0,1,4
5713,Telkom SA Ltd.,XX,57,PARTIAL (Mixed Feeds),0.7,16,35
263703,VIGINET C.A (vnet),XX,57,SECURE (Full Coverage),-1.0,0,2
28173,Dinamica Telecomunicacoes Ltda,XX,57,PARTIAL (Mixed Feeds),-1.0,1,8
55818,Matrix Cable Internet Exchange,XX,56,PARTIAL (Mixed Feeds),-1.0,19,33
52872,VOANET Telecomunicações Ltda.,XX,56,PARTIAL (Mixed Feeds),-1.0,1,4
26042,"FiberState, LLC",XX,56,PARTIAL (Mixed Feeds),-1.0,3,15
32097,"WholeSale Internet, Inc.",XX,56,PARTIAL (Mixed Feeds),-1.0,2,6
33660,"Comcast Cable Communications, LLC",XX,56,SECURE (Full Coverage),-1.0,0,2
8412,T-Mobile Austria GmbH,XX,56,SECURE (Active Local ROV),-1.0,2,9
1759,Telia Finland Oyj,XX,55,SECURE (Active Local ROV),-1.0,1,2
28761,CrimeaCom South LLC,XX,55,PARTIAL (Mixed Feeds),-1.0,5,10
35699,Adamo Telecom Iberia S.A.,XX,55,PARTIAL (Mixed Feeds),-1.0,4,12
31042,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,XX,55,PARTIAL (Mixed Feeds),-1.0,10,20
15994,A1 Hrvatska d.o.o.,XX,55,SECURE (Full Coverage),-1.0,0,5
262740,VELOO NET LTDA,XX,55,PARTIAL (Mixed Feeds),-1.0,2,6
5089,Virgin Media Limited,XX,55,SECURE (Active Local ROV),-1.0,2,5
7342,VeriSign Infrastructure & Operations,XX,54,PARTIAL (Mixed Feeds),-1.0,17,38
8764,"Telia Lietuva, AB",XX,54,PARTIAL (Mixed Feeds),-1.0,14,30
719,Elisa Oyj,XX,54,SECURE (Active Local ROV),-1.0,1,1
835,GoCodeIT Inc,XX,54,PARTIAL (Mixed Feeds),-1.0,4,19
50581,Ukrainian Telecommunication Group LLC,XX,54,PARTIAL (Mixed Feeds),-1.0,13,26
25180,Exponential-E Ltd.,XX,53,PARTIAL (Mixed Feeds),-1.0,3,15
50606,Horyzont Technologie Internetowe sp.z.o.o.,XX,53,PARTIAL (Mixed Feeds),-1.0,2,7
30517,"Great Lakes Comnet, Inc.",XX,53,SECURE (Full Coverage),-1.0,0,7
8434,Telenor Sverige AB,XX,53,SECURE (Active Local ROV),-1.0,1,7
3249,Telia Eesti AS,XX,53,PARTIAL (Mixed Feeds),-1.0,1,4
14789,"Cloudflare, Inc.",XX,53,PARTIAL (Mixed Feeds),0.0,5,7
3170,VeloxServ Communications Ltd,XX,52,PARTIAL (Mixed Feeds),-1.0,13,30
3561,Lumen (ex. Savvis),XX,52,PARTIAL (Mixed Feeds),-1.0,1,3
4780,Digital United Inc.,XX,52,PARTIAL (Mixed Feeds),-1.0,3,10
7459,"Grande Communications Networks, LLC",XX,52,SECURE (Full Coverage),-1.0,0,6
4809,China Telecom Next Generation Carrier Network,XX,52,CORE: PROTECTED,-1.0,0,0
5578,"SWAN, a.s.",XX,52,PARTIAL (Mixed Feeds),-1.0,9,21
22356,Durand do Brasil Ltda,XX,52,SECURE (Active Local ROV),-1.0,19,37
25478,iHome LLC,XX,52,PARTIAL (Mixed Feeds),-1.0,2,6
262191,LIBERTY NETWORKS DE COLOMBIA S.A.S,XX,52,Unverified (Peer/Transit?),4.15,0,0
4515,PCCW IMS Ltd (PCCW Business Internet Access),XX,52,PARTIAL (Mixed Feeds),-1.0,2,4
207336,Netassist SL,XX,51,PARTIAL (Mixed Feeds),-1.0,3,5
11232,Midcontinent Communications,XX,51,SECURE (Active Local ROV),-1.0,2,11
1853,ACONET,XX,51,SECURE (Active Local ROV),-1.0,2,9
13977,Fidium,XX,51,SECURE (Full Coverage),-1.0,0,2
36086,Telx,XX,51,PARTIAL (Mixed Feeds),-1.0,1,10
6768,"""EUROTELE-PLUS"" LLC",XX,51,PARTIAL (Mixed Feeds),-1.0,5,15
207841,Inferno Communications Ltd,XX,51,SECURE (Active Local ROV),-1.0,5,8
56048,China Mobile Group Beijing Company,XX,50,Unverified (Peer/Transit?),-1.0,0,0
